settlement_date,evaluation_segment,wind_forecast_mean_cf,solar_forecast_mean_cf,mixed_forecast_mean_cf,mixed_mean_abs_ramp_cf,mixed_max_abs_ramp_cf,season,wind_outlook,solar_outlook,ramp_stress,absolute_forecast_error_mwh,firming_absorbed_pct,meets_90pct_firming,power_limited_periods,energy_limited_periods,perfect_foresight_margin_gbp,forecast_strategy_margin_gbp,naive_strategy_margin_gbp,reserve_aware_forecast_margin_gbp,reserve_corridor_feasible,mean_reserve_corridor_width_mwh,stage14_available,stage14_day_coverage_pct,stage14_mean_width_mw,stage14_energy_band_feasible,stage14_recommended_start_soc_pct,stage14_downward_reserve_mwh,stage14_upward_headroom_mwh
2025-05-21,development_oof,0.1169808710304399,0.1733824224308288,0.14518164673063436,0.011551648533592617,0.04177811183035374,Spring,Low,High,Normal,37.73008428546085,100.0,True,0,0,4549.202003187069,3759.881559968382,3098.212952284231,3173.0441334380057,True,122.39852026505616,False,,,,,,
2025-05-22,development_oof,0.135367383249104,0.1513715911893693,0.14336948721923662,0.012203316378872843,0.0378684476017952,Spring,Low,High,Normal,22.436405527303922,100.0,True,0,0,1160.0277777777806,628.5544875540982,-136.19012608287767,536.1913063446615,True,122.65995364829556,False,,,,,,
2025-05-23,development_oof,0.12907803322498992,0.18164134125496878,0.15535968723997937,0.011424295759449402,0.0393695533275604,Spring,Low,High,Normal,26.323564170568027,100.0,True,0,0,1359.05849652445,857.5376549388384,948.180555555558,645.1938108344384,True,121.02790937378768,False,,,,,,
2025-05-24,development_oof,0.40152810886502266,0.08627655014061018,0.24390232950281643,0.013860575961492339,0.04530493542551994,Spring,High,Medium,High-ramp,67.93304050132508,100.0,True,0,0,9851.333521341763,3669.685879910261,1721.229007997439,2375.5148981723173,True,112.33952938046188,False,,,,,,
2025-05-25,development_oof,0.5939345384637514,0.18278746967674422,0.3883610040702479,0.018892590488879552,0.04745228588581085,Spring,High,High,High-ramp,90.46863872457862,93.51674560651057,True,0,4,6847.557155629404,4418.520463899787,2705.253048150432,3352.607613931488,True,106.16569598886822,False,,,,,,
2025-05-26,development_oof,0.5230257920920849,0.12670734191245475,0.32486656700226985,0.015477277665922884,0.0633993074297905,Spring,High,Medium,High-ramp,50.71123461728036,100.0,True,0,0,9712.609695433575,7990.492456930131,5607.677944008582,5818.065617206828,True,106.72621951606838,False,,,,,,
2025-05-27,development_oof,0.47345135857661563,0.0850910426051996,0.27927120059090765,0.009624072255974178,0.04323802888393402,Spring,High,Medium,Normal,93.21500544255076,84.63035307655042,False,0,5,7211.554035146253,-5386.843941348423,-5907.471144647541,-3403.673349601935,True,109.90534345351826,False,,,,,,
2025-05-28,development_oof,0.266575025084118,0.17134574494684782,0.2189603850154829,0.01441870928738353,0.051222715526819174,Spring,Medium,High,High-ramp,63.121421410565304,100.0,True,0,0,1246.375,455.53023866324696,-1199.346585334761,545.3552184531763,True,114.34557140175929,False,,,,,,
2025-05-29,development_oof,0.46536789399882156,0.10492138976436155,0.28514464188159155,0.015545406378805637,0.0475038960576058,Spring,High,Medium,High-ramp,148.65449718808236,56.727112779146616,False,0,24,12416.058060359115,7448.771499744091,2323.25,5930.527519178074,True,107.37370738550096,False,,,,,,
2025-05-30,development_oof,0.3378168862933914,0.13457897058257606,0.2361979284379837,0.015971965697644922,0.04142887890338903,Spring,Medium,Medium,High-ramp,69.99151089350477,100.0,True,0,0,4930.699541936094,1736.3249090556308,650.6961938212212,1535.0860847323986,True,111.66727771309736,False,,,,,,
2025-05-31,development_oof,0.3258132442521552,0.17427679882560668,0.250045021538881,0.017855599677811067,0.04921220242977142,Spring,Medium,High,High-ramp,34.031786336127766,100.0,True,0,0,10774.704033666723,7439.577362034169,2374.98430647861,4891.137980429034,True,107.5116964989969,False,,,,,,
2025-06-01,development_oof,0.45073688464860123,0.17471465321978027,0.31272576893419074,0.017176764706770577,0.07160447165369985,Summer,High,High,High-ramp,55.437683332385035,100.0,True,0,0,10096.815649983617,6440.3781458474,6351.570903024176,5335.526357666704,True,104.10279400071109,False,,,,,,
2025-06-02,development_oof,0.33006088466693956,0.20637171183803574,0.26821629825248766,0.01304388995106365,0.04941526800394061,Summer,Medium,High,Normal,54.56540389599505,100.0,True,0,0,6234.345137114401,-189.96299346767228,-1905.9330696877687,552.9419160924749,True,105.75878907331575,False,,,,,,
2025-06-03,development_oof,0.5947865769267082,0.15691923908677075,0.3758529080067395,0.016707575745385835,0.04758628457784653,Summer,High,High,High-ramp,60.88393155134736,100.0,True,0,0,11316.649403401032,10621.333402923388,650.6535568325736,8342.169405449886,True,100.6694440687312,False,,,,,,
2025-06-04,development_oof,0.4067662190645933,0.17350223057201217,0.29013422481830276,0.015988079657896986,0.05034665763378143,Summer,High,High,High-ramp,45.05580818199638,100.0,True,0,0,10096.89753347596,7416.322176537044,7446.873293225725,6756.316778576251,True,105.52811034147584,False,,,,,,
2025-06-05,development_oof,0.3180241805190841,0.11864794233202736,0.21833606142555573,0.013446856062491486,0.048304654657840757,Summer,Medium,Medium,Normal,127.58514654953682,62.50693359573083,False,0,13,4168.079369032255,54.1814570386598,1734.060161122204,423.9428988605421,True,113.8139346093546,False,,,,,,
2025-06-06,development_oof,0.2622075529458622,0.19250038624719912,0.22735396959653065,0.01776085841841753,0.060561247169971494,Summer,Medium,High,High-ramp,94.62905108162062,83.91564746609504,False,0,7,7405.265221710403,3762.732743265229,2782.5875826289434,3718.287488771037,True,111.17477479717851,False,,,,,,
2025-06-07,development_oof,0.2020705095492303,0.133309366027485,0.16768993778835764,0.01109840036800354,0.04342682659626007,Summer,Medium,Medium,Normal,105.22977530323809,72.1228032895987,False,0,12,2035.4059961796352,1241.7455858093415,-326.8713311589572,1217.662778191987,True,116.6131693906961,False,,,,,,
2025-06-08,development_oof,0.3181267098213235,0.17529453968848918,0.24671062475490635,0.014594265131123052,0.04844927787780756,Summer,Medium,High,High-ramp,65.74307209581409,100.0,True,0,0,11643.69674773171,401.1945862436012,-5114.218235515957,-225.96524563990383,True,106.75487802445588,False,,,,,,
2025-06-09,development_oof,0.20539093638459838,0.12315878927306771,0.16427486282883305,0.009817912534283364,0.032969795167446136,Summer,Medium,Medium,Normal,109.0614252085458,100.0,True,0,0,4377.638254799225,564.765000123087,-5912.185721341819,889.8404335434319,True,116.20611754152029,False,,,,,,
2025-06-10,development_oof,0.3250846769660711,0.149888548350295,0.23748661265818305,0.014358478869198167,0.04688484594225889,Summer,Medium,High,High-ramp,45.56917894845208,100.0,True,0,0,6503.051244614468,3797.2398541850416,-1214.3734575536891,3082.4837246107336,True,108.63755551430545,False,,,,,,
2025-06-11,development_oof,0.1783627707821627,0.20302631922216577,0.19069454500216423,0.013991540554646539,0.04743041098117823,Summer,Low,High,High-ramp,32.01019135219116,100.0,True,0,0,1960.7384872981893,619.4269459452042,543.7580982180042,589.8397200714583,True,111.30837935844464,False,,,,,,
2025-06-12,development_oof,0.3410229335228602,0.1435737258783168,0.24229832970058848,0.011937702116483706,0.03554705530405039,Summer,Medium,High,Normal,115.15601756100953,95.94840285410993,True,0,1,4405.724999999999,1863.018056427687,3432.40003668172,1826.9612208490007,True,106.72251431219776,False,,,,,,
2025-06-13,development_oof,0.24861573241651055,0.18966266826820777,0.21913920034235915,0.015855967616062127,0.05590519309043873,Summer,Medium,High,High-ramp,84.80693290264301,100.0,True,0,0,10100.3741638068,8640.713528358017,3593.625,7502.433793770186,True,109.85382868313908,False,,,,,,
2025-06-14,development_oof,0.2559941476210951,0.17487316914927453,0.21543365838518483,0.01751720980397901,0.05461996421217913,Summer,Medium,High,High-ramp,57.54285175932669,100.0,True,0,0,14217.144532081737,10137.774090261944,8096.620063509079,7494.251108461787,True,107.32558092232284,False,,,,,,
2025-06-15,development_oof,0.27406821803500253,0.17291614337500502,0.22349218070500376,0.015798054624762397,0.06283357739448547,Summer,Medium,High,High-ramp,46.396380499224115,100.0,True,0,0,7106.733398220084,6510.7947780858885,5428.830285787637,4893.6429154225,True,107.30689695645697,False,,,,,,
2025-06-16,development_oof,0.2169742519035935,0.18020175555025728,0.1985880037269254,0.01134488922238574,0.039780370891094236,Summer,Medium,High,Normal,31.342973277768202,100.0,True,0,0,5962.067327622938,3271.349359442622,707.6953164472449,2977.8847729907734,True,109.5624296593066,False,,,,,,
