service_date,delivery_start_utc,product,family,direction,window_hours,cleared_volume_mw,clearing_price_gbp_per_mw_per_hour,forecast_clearing_price_gbp_per_mw_per_hour,prior_same_window_price_gbp_per_mw_per_hour,naive_clearing_price_gbp_per_mw_per_hour
2026-05-11,2026-05-11 04:30:00+00:00,PSR,Slow Reserve,upward,0.5,1806,2.3,4.063698673775588,2.5,2.5
2026-05-11,2026-05-11 05:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.023976949819625146,0.0,0.0
2026-05-11,2026-05-11 05:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,1.0,1.1401430823774887,0.0,0.0
2026-05-11,2026-05-11 05:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 05:00:00+00:00,PBR,Balancing Reserve,upward,0.5,400,1.18,3.6189015306691386,2.22,2.22
2026-05-11,2026-05-11 05:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.06,5.396061059861779,10.82,10.82
2026-05-11,2026-05-11 05:00:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.474097617284223,2.16,2.16
2026-05-11,2026-05-11 05:30:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.0267894306914087,0.0,0.0
2026-05-11,2026-05-11 05:30:00+00:00,NQR,Quick Reserve,downward,0.5,300,1.0,0.6171358824343378,0.0,0.0
2026-05-11,2026-05-11 05:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 05:30:00+00:00,PBR,Balancing Reserve,upward,0.5,400,1.35,3.879645835475392,2.22,2.22
2026-05-11,2026-05-11 05:30:00+00:00,PQR,Quick Reserve,upward,0.5,496,2.51,7.2961459239549376,10.06,10.06
2026-05-11,2026-05-11 05:30:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.4985213181669765,2.16,2.16
2026-05-11,2026-05-11 06:00:00+00:00,DCH,Dynamic Containment,downward,4.0,1173,0.1,0.7186737659806801,0.01,0.01
2026-05-11,2026-05-11 06:00:00+00:00,DCL,Dynamic Containment,upward,4.0,1115,1.88,2.931502713875838,2.45,2.45
2026-05-11,2026-05-11 06:00:00+00:00,DMH,Dynamic Moderation,downward,4.0,530,-4.36,-2.0130111602358345,-2.17,-2.17
2026-05-11,2026-05-11 06:00:00+00:00,DML,Dynamic Moderation,upward,4.0,500,5.4,6.660894347512807,5.33,5.33
2026-05-11,2026-05-11 06:00:00+00:00,DRH,Dynamic Regulation,downward,4.0,500,-17.38,-12.85041627288409,-10.7,-10.7
2026-05-11,2026-05-11 06:00:00+00:00,DRL,Dynamic Regulation,upward,4.0,480,16.41,16.4714166973723,14.07,14.07
2026-05-11,2026-05-11 06:00:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 06:00:00+00:00,NQR,Quick Reserve,downward,0.5,331,0.0,0.30767873957569297,0.0,0.0
2026-05-11,2026-05-11 06:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 06:00:00+00:00,PBR,Balancing Reserve,upward,0.5,600,10.46,6.547574405914896,0.59,0.59
2026-05-11,2026-05-11 06:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,7.17,7.507463038147748,8.44,8.44
2026-05-11,2026-05-11 06:00:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.525314926474908,2.16,2.16
2026-05-11,2026-05-11 06:30:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0143069930452864,0.0,0.0
2026-05-11,2026-05-11 06:30:00+00:00,NQR,Quick Reserve,downward,0.5,317,0.0,0.1579005076458272,0.0,0.0
2026-05-11,2026-05-11 06:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.008027320108400642,0.0,0.0
2026-05-11,2026-05-11 06:30:00+00:00,PBR,Balancing Reserve,upward,0.5,600,9.04,6.434155632988097,2.4,2.4
2026-05-11,2026-05-11 06:30:00+00:00,PQR,Quick Reserve,upward,0.5,497,11.32,7.916811276532816,5.01,5.01
2026-05-11,2026-05-11 06:30:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.554019996141277,2.16,2.16
2026-05-11,2026-05-11 07:00:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 07:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,0.0,0.032495098332426364,0.0,0.0
2026-05-11,2026-05-11 07:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.023651955214963397,0.0,0.0
2026-05-11,2026-05-11 07:00:00+00:00,PBR,Balancing Reserve,upward,0.5,600,9.0,7.084205422170829,2.4,2.4
2026-05-11,2026-05-11 07:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,5.6,8.212042063229902,6.68,6.68
2026-05-11,2026-05-11 07:00:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.5841453754655435,2.16,2.16
2026-05-11,2026-05-11 07:30:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 07:30:00+00:00,NQR,Quick Reserve,downward,0.5,300,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 07:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.03864740558592898,0.0,0.0
2026-05-11,2026-05-11 07:30:00+00:00,PBR,Balancing Reserve,upward,0.5,600,4.59,6.493522635821178,2.4,2.4
2026-05-11,2026-05-11 07:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.0,8.086663200403736,6.14,6.14
2026-05-11,2026-05-11 07:30:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.615175610855136,2.16,2.16
2026-05-11,2026-05-11 08:00:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.013251997600291436,0.0,0.0
2026-05-11,2026-05-11 08:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,0.0,0.5559991247795756,1.4,1.4
2026-05-11,2026-05-11 08:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.05275709490792578,0.0,0.0
2026-05-11,2026-05-11 08:00:00+00:00,PBR,Balancing Reserve,upward,0.5,600,19.49,5.191829690121216,2.4,2.4
2026-05-11,2026-05-11 08:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,4.2,6.069642499344261,3.49,3.49
2026-05-11,2026-05-11 08:00:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.646579766379332,2.16,2.16
2026-05-11,2026-05-11 08:30:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.011060489451680734,0.0,0.0
2026-05-11,2026-05-11 08:30:00+00:00,NQR,Quick Reserve,downward,0.5,300,0.0,0.8520102473534723,1.0,1.0
2026-05-11,2026-05-11 08:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.06573960248470954,0.0,0.0
2026-05-11,2026-05-11 08:30:00+00:00,PBR,Balancing Reserve,upward,0.5,597,9.81,6.126625161301072,2.4,2.4
2026-05-11,2026-05-11 08:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,2.87,5.396124272611211,2.32,2.32
2026-05-11,2026-05-11 08:30:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.677820508230234,2.16,2.16
2026-05-11,2026-05-11 09:00:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.008637173314167565,0.0,0.0
2026-05-11,2026-05-11 09:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,0.0,0.43311954498982824,0.0,0.0
2026-05-11,2026-05-11 09:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.07737279401221035,0.0,0.0
2026-05-11,2026-05-11 09:00:00+00:00,PBR,Balancing Reserve,upward,0.5,600,9.51,4.62905397595427,2.4,2.4
2026-05-11,2026-05-11 09:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,2.98,5.017258765437322,2.0,2.0
2026-05-11,2026-05-11 09:00:00+00:00,PSR,Slow Reserve,upward,0.5,1796,6.88,4.708363298653206,2.16,2.16
2026-05-11,2026-05-11 09:30:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.010493126632078784,0.0,0.0
2026-05-11,2026-05-11 09:30:00+00:00,NQR,Quick Reserve,downward,0.5,311,0.0,0.8622987437127523,0.0,0.0
2026-05-11,2026-05-11 09:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.08745762235806269,0.0,0.0
2026-05-11,2026-05-11 09:30:00+00:00,PBR,Balancing Reserve,upward,0.5,600,4.16,4.158340733892461,0.9,0.9
2026-05-11,2026-05-11 09:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.67,4.708500431260134,3.49,3.49
2026-05-11,2026-05-11 09:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.09588982614482,3.09,3.09
2026-05-11,2026-05-11 10:00:00+00:00,DCH,Dynamic Containment,downward,4.0,1188,0.89,2.371143197259489,2.35,2.35
2026-05-11,2026-05-11 10:00:00+00:00,DCL,Dynamic Containment,upward,4.0,1085,1.05,1.578921045810797,1.13,1.13
2026-05-11,2026-05-11 10:00:00+00:00,DMH,Dynamic Moderation,downward,4.0,521,-2.43,0.8366761987741522,1.78,1.78
2026-05-11,2026-05-11 10:00:00+00:00,DML,Dynamic Moderation,upward,4.0,530,4.02,5.12116305722312,4.01,4.01
2026-05-11,2026-05-11 10:00:00+00:00,DRH,Dynamic Regulation,downward,4.0,500,-12.71,-8.752084218800691,-8.04,-8.04
2026-05-11,2026-05-11 10:00:00+00:00,DRL,Dynamic Regulation,upward,4.0,480,13.38,14.74602170277271,12.17,12.17
2026-05-11,2026-05-11 10:00:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 10:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,1.0,1.5478695818418233,1.0,1.0
2026-05-11,2026-05-11 10:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 10:00:00+00:00,PBR,Balancing Reserve,upward,0.5,486,4.79,3.481121833999623,2.33,2.33
2026-05-11,2026-05-11 10:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,0.5,3.9634019708314456,2.13,2.13
2026-05-11,2026-05-11 10:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.12348981077359,3.09,3.09
2026-05-11,2026-05-11 10:30:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 10:30:00+00:00,NQR,Quick Reserve,downward,0.5,300,0.5,3.237066913572093,1.0,1.0
2026-05-11,2026-05-11 10:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 10:30:00+00:00,PBR,Balancing Reserve,upward,0.5,486,3.9,3.551475314665535,2.33,2.33
2026-05-11,2026-05-11 10:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,0.01,3.573759037964978,2.03,2.03
2026-05-11,2026-05-11 10:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.1488952932591276,3.09,3.09
2026-05-11,2026-05-11 11:00:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 11:00:00+00:00,NQR,Quick Reserve,downward,0.5,335,0.0,2.750243366487068,1.0,1.0
2026-05-11,2026-05-11 11:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 11:00:00+00:00,PBR,Balancing Reserve,upward,0.5,500,3.2,3.2143866120937994,1.98,1.98
2026-05-11,2026-05-11 11:00:00+00:00,PQR,Quick Reserve,upward,0.5,494,1.25,2.7593525839322046,2.73,2.73
2026-05-11,2026-05-11 11:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.1716715787523766,3.09,3.09
2026-05-11,2026-05-11 11:30:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 11:30:00+00:00,NQR,Quick Reserve,downward,0.5,318,0.0,3.4270525801920493,1.0,1.0
2026-05-11,2026-05-11 11:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 11:30:00+00:00,PBR,Balancing Reserve,upward,0.5,500,2.93,2.898641112163033,1.45,1.45
2026-05-11,2026-05-11 11:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,0.01,2.8990279019797445,5.0,5.0
2026-05-11,2026-05-11 11:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.1914289586937663,3.09,3.09
2026-05-11,2026-05-11 12:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 12:00:00+00:00,NQR,Quick Reserve,downward,0.5,305,15.63,5.20645242104573,1.4,1.4
2026-05-11,2026-05-11 12:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 12:00:00+00:00,PBR,Balancing Reserve,upward,0.5,500,2.86,3.3954936071698127,2.4,2.4
2026-05-11,2026-05-11 12:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,0.01,2.165032264059757,2.42,2.42
2026-05-11,2026-05-11 12:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.2078293788347203,3.09,3.09
2026-05-11,2026-05-11 12:30:00+00:00,NBR,Balancing Reserve,downward,0.5,2,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 12:30:00+00:00,NQR,Quick Reserve,downward,0.5,305,15.63,5.019629372189911,3.7,3.7
2026-05-11,2026-05-11 12:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 12:30:00+00:00,PBR,Balancing Reserve,upward,0.5,500,2.86,3.5480782769869106,2.4,2.4
2026-05-11,2026-05-11 12:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,0.01,2.1599402009350888,2.48,2.48
2026-05-11,2026-05-11 12:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.22059222343957,3.09,3.09
2026-05-11,2026-05-11 13:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 13:00:00+00:00,NQR,Quick Reserve,downward,0.5,336,3.25,6.0464147614025645,4.57,4.57
2026-05-11,2026-05-11 13:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 13:00:00+00:00,PBR,Balancing Reserve,upward,0.5,500,2.86,3.2674168686499447,1.64,1.64
2026-05-11,2026-05-11 13:00:00+00:00,PQR,Quick Reserve,upward,0.5,499,1.03,1.630542642042235,1.1,1.1
2026-05-11,2026-05-11 13:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.229499116698599,3.09,3.09
2026-05-11,2026-05-11 13:30:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 13:30:00+00:00,NQR,Quick Reserve,downward,0.5,312,0.97,8.758216090318804,10.41,10.41
2026-05-11,2026-05-11 13:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 13:30:00+00:00,PBR,Balancing Reserve,upward,0.5,500,2.86,3.328082055241362,1.64,1.64
2026-05-11,2026-05-11 13:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,0.0,1.734730420929108,1.14,1.14
2026-05-11,2026-05-11 13:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,4.92,3.234397659198687,3.09,3.09
2026-05-11,2026-05-11 14:00:00+00:00,DCH,Dynamic Containment,downward,4.0,1195,1.37,2.983231838115293,5.25,5.25
2026-05-11,2026-05-11 14:00:00+00:00,DCL,Dynamic Containment,upward,4.0,1098,1.2,1.9234956820265363,2.34,2.34
2026-05-11,2026-05-11 14:00:00+00:00,DMH,Dynamic Moderation,downward,4.0,530,-0.37,1.8189390795575535,3.89,3.89
2026-05-11,2026-05-11 14:00:00+00:00,DML,Dynamic Moderation,upward,4.0,499,9.6,7.152734046352377,7.11,7.11
2026-05-11,2026-05-11 14:00:00+00:00,DRH,Dynamic Regulation,downward,4.0,499,-6.57,-3.552065945246044,-1.1,-1.1
2026-05-11,2026-05-11 14:00:00+00:00,DRL,Dynamic Regulation,upward,4.0,480,16.83,17.926145288164584,16.44,16.44
2026-05-11,2026-05-11 14:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.04812747276887366,0.0,0.0
2026-05-11,2026-05-11 14:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,8.14,7.955538196359884,10.12,10.12
2026-05-11,2026-05-11 14:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0906603179381144,0.0,0.0
2026-05-11,2026-05-11 14:00:00+00:00,PBR,Balancing Reserve,upward,0.5,599,4.15,4.7108464443742895,2.04,2.04
2026-05-11,2026-05-11 14:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.0,1.3863214959585646,1.0,1.0
2026-05-11,2026-05-11 14:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.47916718858747,3.09,3.09
2026-05-11,2026-05-11 14:30:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.03741109455189741,0.0,0.0
2026-05-11,2026-05-11 14:30:00+00:00,NQR,Quick Reserve,downward,0.5,300,8.14,8.23434251880834,13.06,13.06
2026-05-11,2026-05-11 14:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.08117372466371282,0.0,0.0
2026-05-11,2026-05-11 14:30:00+00:00,PBR,Balancing Reserve,upward,0.5,599,4.21,4.511067364709068,2.04,2.04
2026-05-11,2026-05-11 14:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.0,1.36723366030213,1.0,1.0
2026-05-11,2026-05-11 14:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.475867601406639,3.09,3.09
2026-05-11,2026-05-11 15:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.044590766300435895,0.0,0.0
2026-05-11,2026-05-11 15:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,8.14,9.538297293509615,17.94,17.94
2026-05-11,2026-05-11 15:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.07007373323039852,0.0,0.0
2026-05-11,2026-05-11 15:00:00+00:00,PBR,Balancing Reserve,upward,0.5,600,4.35,5.4210554793874355,2.04,2.04
2026-05-11,2026-05-11 15:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.0,1.471637968915644,1.0,1.0
2026-05-11,2026-05-11 15:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.468518507575622,3.09,3.09
2026-05-11,2026-05-11 15:30:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.01967762089343376,0.0,0.0
2026-05-11,2026-05-11 15:30:00+00:00,NQR,Quick Reserve,downward,0.5,300,8.14,8.166815814364107,5.0,5.0
2026-05-11,2026-05-11 15:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.057550267569094385,0.0,0.0
2026-05-11,2026-05-11 15:30:00+00:00,PBR,Balancing Reserve,upward,0.5,600,4.46,5.809325704447545,2.4,2.4
2026-05-11,2026-05-11 15:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.43,1.4651702998799427,1.0,1.0
2026-05-11,2026-05-11 15:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.457245652127419,3.09,3.09
2026-05-11,2026-05-11 16:00:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.00818310570062463,0.0,0.0
2026-05-11,2026-05-11 16:00:00+00:00,NQR,Quick Reserve,downward,0.5,306,0.5,4.8732398790213445,5.0,5.0
2026-05-11,2026-05-11 16:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.043817607649426146,0.0,0.0
2026-05-11,2026-05-11 16:00:00+00:00,PBR,Balancing Reserve,upward,0.5,599,4.54,7.839163072046952,6.5,6.5
2026-05-11,2026-05-11 16:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.43,1.8668924418059438,1.71,1.71
2026-05-11,2026-05-11 16:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.442241916744178,3.09,3.09
2026-05-11,2026-05-11 16:30:00+00:00,NBR,Balancing Reserve,downward,0.5,4,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 16:30:00+00:00,NQR,Quick Reserve,downward,0.5,302,0.0,4.622246343217009,5.0,5.0
2026-05-11,2026-05-11 16:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.029110723090031945,0.0,0.0
2026-05-11,2026-05-11 16:30:00+00:00,PBR,Balancing Reserve,upward,0.5,598,5.68,8.052626588697107,6.5,6.5
2026-05-11,2026-05-11 16:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.43,2.858882275181842,1.71,1.71
2026-05-11,2026-05-11 16:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.423764019498125,3.09,3.09
2026-05-11,2026-05-11 17:00:00+00:00,NBR,Balancing Reserve,downward,0.5,2,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 17:00:00+00:00,NQR,Quick Reserve,downward,0.5,302,0.0,4.081808472919082,8.33,8.33
2026-05-11,2026-05-11 17:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.013681252763241699,0.0,0.0
2026-05-11,2026-05-11 17:00:00+00:00,PBR,Balancing Reserve,upward,0.5,600,9.22,9.77595201619802,6.5,6.5
2026-05-11,2026-05-11 17:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.43,4.5153604533352345,1.71,1.71
2026-05-11,2026-05-11 17:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.402128122334182,3.09,3.09
2026-05-11,2026-05-11 17:30:00+00:00,NBR,Balancing Reserve,downward,0.5,2,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 17:30:00+00:00,NQR,Quick Reserve,downward,0.5,302,0.0,2.2912088247755285,5.67,5.67
2026-05-11,2026-05-11 17:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 17:30:00+00:00,PBR,Balancing Reserve,upward,0.5,594,8.08,13.927380944720694,9.5,9.5
2026-05-11,2026-05-11 17:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,3.02,9.292871979507844,8.87,8.87
2026-05-11,2026-05-11 17:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.377704421451429,3.09,3.09
2026-05-11,2026-05-11 18:00:00+00:00,DCH,Dynamic Containment,downward,4.0,1010,0.2,0.6053120794158329,0.73,0.73
2026-05-11,2026-05-11 18:00:00+00:00,DCL,Dynamic Containment,upward,4.0,1000,2.45,2.9829274767946186,2.05,2.05
2026-05-11,2026-05-11 18:00:00+00:00,DMH,Dynamic Moderation,downward,4.0,590,-3.63,-2.5148206260339516,-2.49,-2.49
2026-05-11,2026-05-11 18:00:00+00:00,DML,Dynamic Moderation,upward,4.0,530,5.85,7.17087267477667,5.57,5.57
2026-05-11,2026-05-11 18:00:00+00:00,DRH,Dynamic Regulation,downward,4.0,500,-10.41,-13.435476861151791,-12.87,-12.87
2026-05-11,2026-05-11 18:00:00+00:00,DRL,Dynamic Regulation,upward,4.0,480,18.99,20.391277017586635,21.38,21.38
2026-05-11,2026-05-11 18:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.015401223918233703,0.0,0.0
2026-05-11,2026-05-11 18:00:00+00:00,NQR,Quick Reserve,downward,0.5,313,0.0,1.023753970935771,1.0,1.0
2026-05-11,2026-05-11 18:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 18:00:00+00:00,PBR,Balancing Reserve,upward,0.5,400,2.21,6.536776750816526,2.85,2.85
2026-05-11,2026-05-11 18:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,1.56,7.211406506096518,2.28,2.28
2026-05-11,2026-05-11 18:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.350910813143497,3.09,3.09
2026-05-11,2026-05-11 18:30:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.017097596970629438,0.0,0.0
2026-05-11,2026-05-11 18:30:00+00:00,NQR,Quick Reserve,downward,0.5,312,0.0,1.0132223612789606,0.45,0.45
2026-05-11,2026-05-11 18:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 18:30:00+00:00,PBR,Balancing Reserve,upward,0.5,400,2.21,7.055176835448372,2.85,2.85
2026-05-11,2026-05-11 18:30:00+00:00,PQR,Quick Reserve,upward,0.5,500,2.21,9.022042712251697,3.46,3.46
2026-05-11,2026-05-11 18:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.322205743477127,3.09,3.09
2026-05-11,2026-05-11 19:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.009753060710674888,0.0,0.0
2026-05-11,2026-05-11 19:00:00+00:00,NQR,Quick Reserve,downward,0.5,345,0.0,0.7067791821278882,0.0,0.0
2026-05-11,2026-05-11 19:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 19:00:00+00:00,PBR,Balancing Reserve,upward,0.5,400,2.79,10.586302522145765,2.85,2.85
2026-05-11,2026-05-11 19:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,3.86,8.36505890183907,8.57,8.57
2026-05-11,2026-05-11 19:00:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.292080364152861,3.09,3.09
2026-05-11,2026-05-11 19:30:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.007057738974560558,0.0,0.0
2026-05-11,2026-05-11 19:30:00+00:00,NQR,Quick Reserve,downward,0.5,304,0.0,0.5496986022862209,0.0,0.0
2026-05-11,2026-05-11 19:30:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 19:30:00+00:00,PBR,Balancing Reserve,upward,0.5,400,2.79,8.157859434497531,2.85,2.85
2026-05-11,2026-05-11 19:30:00+00:00,PQR,Quick Reserve,upward,0.5,493,11.86,8.509462748697233,5.89,5.89
2026-05-11,2026-05-11 19:30:00+00:00,PSR,Slow Reserve,upward,0.5,1800,3.05,5.261050128763269,3.09,3.09
2026-05-11,2026-05-11 20:00:00+00:00,NBR,Balancing Reserve,downward,0.5,0,0.0,0.009057749464475727,0.0,0.0
2026-05-11,2026-05-11 20:00:00+00:00,NQR,Quick Reserve,downward,0.5,300,1.0,0.7477212034557792,0.0,0.0
2026-05-11,2026-05-11 20:00:00+00:00,NSR,Slow Reserve,downward,0.5,0,0.0,0.0,0.0,0.0
2026-05-11,2026-05-11 20:00:00+00:00,PBR,Balancing Reserve,upward,0.5,395,1.18,5.511801880220242,2.9,2.9
2026-05-11,2026-05-11 20:00:00+00:00,PQR,Quick Reserve,upward,0.5,500,10.48,7.8789460267646865,5.93,5.93
2026-05-11,2026-05-11 20:00:00+00:00,PSR,Slow Reserve,upward,0.5,1798,6.31,4.322398015729914,2.95,2.95
