settlement_date,scenario,forecast_selection_objective_gbp,realised_wholesale_margin_gbp,acceptance_calibrated_ancillary_gbp,acceptance_calibrated_total_gbp,stage11_perfect_information_total_gbp,reserve_aware_wholesale_only_gbp,offered_mw_hours,acceptance_calibrated_expected_accepted_mw_hours,price_eligible_offer_pct,mean_predicted_acceptance_pct,contract_rows,mean_reserve_corridor_width_mwh,baseline_forecast_wholesale_value_gbp
2026-05-26 00:00:00,non_bm,3995.4177265133326,1158.71747112018,2900.7730155318486,4059.4904866520287,9164.149000613152,1363.903653404618,574.5,264.3147497139839,100.0,51.61592067026002,20,116.24751360461532,2082.713286568117
2026-05-26 00:00:00,bm_eligible,4027.0955584988137,1224.489897602573,2826.578794924311,4051.068692526884,9167.165379308171,1363.903653404618,596.0,265.5669213876613,100.0,49.23556543729533,21,116.24751360461532,2082.713286568117
2026-05-27 00:00:00,non_bm,3814.603090513174,1605.5981501705485,3307.8373952589304,4913.435545429479,11547.090329084747,1908.4359275781223,599.5,300.64048852270827,100.0,52.46952032713993,22,109.97906807800518,1929.953152416374
2026-05-27 00:00:00,bm_eligible,3824.517057241868,1594.0446663648745,3245.326651394653,4839.371317759527,11547.315329084748,1908.4359275781223,600.0,302.2546967937751,100.0,53.715152368871976,21,109.97906807800518,1929.953152416374
2026-05-28 00:00:00,non_bm,3830.7859644455975,7068.624826422496,3252.1642072745394,10320.789033697036,18262.35717011226,8151.347692009025,600.0,276.5068543241932,100.0,41.80761657379429,21,107.59369900026908,2049.5132380259784
2026-05-28 00:00:00,bm_eligible,3834.184760073743,7068.624826422495,3196.3713492045504,10264.996175627046,18269.09717011225,8151.347692009025,600.0,270.62282112295384,100.0,44.96488681540328,21,107.59369900026908,2049.5132380259784
2026-05-29 00:00:00,non_bm,4161.16570477165,2917.087632649596,2778.564931629432,5695.652564279028,10280.544924341084,3098.82819198444,600.0,254.7274532130023,100.0,35.17795955549484,22,109.35994977482136,2526.535728405181
2026-05-29 00:00:00,bm_eligible,4165.8965582433575,2917.233268344967,2735.231076701153,5652.464345046121,10279.997089699562,3098.82819198444,600.0,258.52130864978807,100.0,43.0292320547716,31,109.35994977482136,2526.535728405181
2026-05-30 00:00:00,non_bm,3904.67084706322,652.3977555496966,2799.0881759966533,3451.48593154635,8839.88995748971,600.8310713245608,599.5,230.5078851105481,100.0,32.927396008886234,23,115.36792103540364,2333.26334546207
2026-05-30 00:00:00,bm_eligible,3912.95666083507,643.9696102382908,2898.974274821227,3542.943885059518,8839.88995748971,600.8310713245608,599.5,217.38375760768943,100.0,38.77217027864637,23,115.36792103540364,2333.26334546207
2026-05-31 00:00:00,non_bm,3749.472112570281,1367.0615867542028,3566.3463914587387,4933.407978212941,9995.86668710905,1477.877665613018,600.0,239.6625461606578,100.0,26.39175173544003,22,112.4844463354059,2088.8240901482664
2026-05-31 00:00:00,bm_eligible,3776.064697824,1372.7723588209003,3531.489047047997,4904.261405868898,9997.96668710906,1477.877665613018,600.0,234.75891019698835,100.0,37.28952895397085,22,112.4844463354059,2088.8240901482664
2026-06-01 00:00:00,non_bm,4183.688450686883,1987.078057660204,3469.853546153625,5456.9316038138295,10054.333839841463,2111.716069890404,541.5,248.0881159585544,100.0,43.22152398374317,16,109.35410568452066,2018.9290000438025
2026-06-01 00:00:00,bm_eligible,4192.3189817718885,2044.304852797384,3414.4573544601853,5458.76220725757,10054.50407133216,2111.716069890404,590.5,248.1561033762796,100.0,42.03331024357412,21,109.35410568452066,2018.9290000438025
2026-06-02 00:00:00,non_bm,4239.087179600183,199.18160329531577,3236.697031222268,3435.878634517584,7953.235557319825,1238.7946464256654,585.5,279.72219681521534,100.0,48.669898997688,21,111.83375590136002,1967.119466614478
2026-06-02 00:00:00,bm_eligible,4242.792766884447,303.63681625102384,3238.7702537579044,3542.4070700089283,8047.05531650545,1238.7946464256654,590.5,284.83127320562045,100.0,48.80447723406887,20,111.83375590136002,1967.119466614478
2026-06-03 00:00:00,non_bm,3914.72607816562,3819.3791821491673,2503.078089727072,6322.457271876239,13084.703723254754,5309.592898685641,600.0,287.28558060141046,100.0,47.52898356188947,22,103.27265236394352,1782.7268770385865
2026-06-03 00:00:00,bm_eligible,3921.9027415030746,3816.860848815832,2501.835227010417,6318.6960758262485,13085.303723254754,5309.592898685641,600.0,289.4413596186656,100.0,49.31045597332135,21,103.27265236394352,1782.7268770385865
2026-06-04 00:00:00,non_bm,4077.986398330516,6447.696514717754,2306.4199735823254,8754.11648830008,17889.905119758187,7112.299571805094,600.0,273.4840919384078,100.0,46.31997984836583,24,99.6915023665118,2157.099632328345
2026-06-04 00:00:00,bm_eligible,4085.1894525003545,6630.249848051088,2213.927787824291,8844.177635875378,17907.53511975826,7112.299571805094,600.0,274.13856970461774,100.0,45.79229708091528,31,99.6915023665118,2157.099632328345
2026-06-05 00:00:00,non_bm,4464.574873736167,-697.6275124998913,2715.9759666405907,2018.3484541406997,9945.310686267678,1181.933067034383,600.0,248.38011407220657,100.0,36.08369463408818,22,108.2340196374006,2895.6128890897994
2026-06-05 00:00:00,bm_eligible,4468.956781239374,-628.4929402220816,2675.882898020321,2047.3899577982395,10011.61433492662,1181.933067034383,600.0,242.8590409745008,100.0,45.66836762910999,30,108.2340196374006,2895.6128890897994
2026-06-06 00:00:00,non_bm,3862.216099975898,4362.879495778861,3090.434895854605,7453.314391633467,17434.911326244237,3253.3334459623384,600.0,257.6213979765543,100.0,31.925479425117956,22,104.35957656588702,2212.6363928828005
2026-06-06 00:00:00,bm_eligible,3873.038835067895,4034.5372445470775,2891.2649620772468,6925.802206624325,17435.19132624423,3253.3334459623384,599.5,236.19907187868205,100.0,44.50616475185336,30,104.35957656588702,2212.6363928828005
2026-06-07 00:00:00,non_bm,4330.08299421643,10006.146800058705,2287.2716505191984,12293.4184505779,19220.11804100569,7422.623962734161,568.0,248.196296750812,100.0,34.99316121237105,19,101.136475015492,2424.407012100245
2026-06-07 00:00:00,bm_eligible,4331.652794975836,9608.5368000587,2307.7058983000984,11916.2426983588,19250.76744090604,7422.623962734161,600.0,249.07535531051823,100.0,44.21554083524077,30,101.136475015492,2424.407012100245
2026-06-08 00:00:00,non_bm,4934.217129542127,724.6661517046664,1398.8331331653608,2123.499284870027,7075.952186114148,798.8259828737802,587.5,258.95793036610775,100.0,48.10928809639485,14,107.38782851614114,3037.5591927899786
2026-06-08 00:00:00,bm_eligible,4934.588730400199,725.0584092274241,1404.5342542745686,2129.592663501993,7332.327186114148,798.8259828737802,600.0,257.52043882880184,95.65217391304348,46.930900555364886,23,107.38782851614114,3037.5591927899786
2026-06-09 00:00:00,non_bm,4252.861454710768,3976.762972954168,1966.1673494546503,5942.930322408818,9932.450999538958,4267.42932964233,599.0,253.44983327901036,100.0,47.49713472733623,23,104.28057245296152,2418.58503335936
2026-06-09 00:00:00,bm_eligible,4264.098627778778,3992.102994192924,1969.281622667632,5961.384616860556,10043.3898861467,4267.42932964233,600.0,255.9365432997949,100.0,47.20575896866448,22,104.28057245296152,2418.58503335936
2026-06-10 00:00:00,non_bm,4545.1847485850485,2162.874525828068,3594.99538940802,5757.869915236088,11055.285562109044,3151.0557333395154,599.5,279.1562197936856,100.0,47.433781529419086,22,111.21989195139258,2758.7603709217765
2026-06-10 00:00:00,bm_eligible,4552.858978547321,2335.0167480502937,3498.698086355798,5833.714834406092,11058.383063664443,3151.0557333395154,599.5,282.9716812057034,100.0,48.776307298072666,22,111.21989195139258,2758.7603709217765
2026-06-11 00:00:00,non_bm,4493.712138184921,37.86308556297013,3884.319895352344,3922.182980915314,9700.470410125414,518.5948224160454,565.0,272.50825443286027,100.0,49.22659559103561,17,106.79689781208022,2527.236313337625
2026-06-11 00:00:00,bm_eligible,4493.71213818489,37.86308556293432,3884.319895352344,3922.182980915279,9707.778743458744,518.5948224160454,565.0,272.50825443286027,100.0,49.22659559103561,17,106.79689781208022,2527.236313337625
2026-06-12 00:00:00,non_bm,4206.263638039675,5251.483494700361,4406.529105863812,9658.012600564172,20538.52436646421,5704.823990670493,572.0,263.66818453069845,100.0,40.3291757879297,19,98.96580898020056,2189.9670735669056
2026-06-12 00:00:00,bm_eligible,4206.531638267345,5251.483494700358,4406.529105863812,9658.01260056417,20538.52436646421,5704.823990670493,584.5,263.66818453069845,100.0,48.2746125202252,20,98.96580898020056,2189.9670735669056
2026-06-13 00:00:00,non_bm,4991.286454573266,8219.16933342676,1319.5862427358031,9538.755576162564,16927.734048045266,6357.951026749188,600.0,259.53672923695893,100.0,34.87189447051558,22,99.27305220778952,2876.988042720845
2026-06-13 00:00:00,bm_eligible,4992.21764038079,8219.16933342676,1319.5862427358031,9538.755576162564,16981.317673270554,6357.951026749188,600.0,259.53672923695893,100.0,47.14988749007958,22,99.27305220778952,2876.988042720845
2026-06-14 00:00:00,non_bm,5401.909627985678,8.35358292729586,2029.1324659025404,2037.4860488298364,15530.431194767983,-283.5176003593965,561.0,238.51535392762267,100.0,50.579652436957765,11,115.00991697816056,3784.025807867549
2026-06-14 00:00:00,bm_eligible,5428.195546247358,-262.1419681312394,2184.3924549854423,1922.2504868542028,16457.910133571,-283.5176003593965,600.0,191.3259934443952,100.0,40.15731880941178,29,115.00991697816056,3784.025807867549
2026-06-15 00:00:00,non_bm,4761.135003564101,-315.72018125490865,3640.7818650185945,3325.061683763686,10579.67197907204,-102.05003494790792,514.5,246.98439517159164,93.33333333333331,53.79410234060654,15,114.02300435336645,2825.4385275800096
2026-06-15 00:00:00,bm_eligible,4795.062404404723,-49.10535014162144,3309.728059727886,3260.6227095862646,10623.855212325983,-102.05003494790792,600.0,238.7533732875272,100.0,42.837111699549,29,114.02300435336645,2825.4385275800096
2026-06-16 00:00:00,non_bm,4760.6430411849615,2251.204554435773,3706.507060215956,5957.711614651729,10548.387758619569,3234.1688012850886,560.0,273.9523873325781,100.0,50.65522222374673,18,115.57487259887586,2520.5293878243306
2026-06-16 00:00:00,bm_eligible,4767.910533475453,2250.533675970939,3699.6496515770887,5950.183327548028,10549.10775861957,3234.1688012850886,600.0,257.1421265952327,100.0,46.04117376103088,21,115.57487259887586,2520.5293878243306
2026-06-17 00:00:00,non_bm,4808.2310187957655,2078.9999809966694,3504.2387786733907,5583.23875967006,10419.348984572678,2204.1086401684224,565.0,275.4911105179421,100.0,50.522491022366346,20,107.82965165042005,2550.2769998635395
2026-06-17 00:00:00,bm_eligible,4811.06643932625,2078.9999809966694,3491.1866543370047,5570.186635333674,10436.348984572678,2204.1086401684224,599.5,255.1687158161928,100.0,46.69735936956485,23,107.82965165042005,2550.2769998635395
2026-06-18 00:00:00,non_bm,4782.883693578448,1096.722452022476,4306.877089999806,5403.599542022283,11761.153431905996,1224.2933973537938,567.0,290.5798487785825,100.0,54.900336479771774,12,110.91975614085392,2630.1907086208566
2026-06-18 00:00:00,bm_eligible,4784.369167784561,1096.722452022479,4306.877089999806,5403.599542022285,11772.866989825692,1224.2933973537938,599.5,290.5798487785825,100.0,50.82567079120071,15,110.91975614085392,2630.1907086208566
2026-06-19 00:00:00,non_bm,4814.342415610454,2311.4912789107766,4213.604208941961,6525.095487852737,13489.11663151723,2623.515218927345,571.5,284.4731638410957,100.0,53.62106724919295,12,104.43246946589711,2570.925796960926
2026-06-19 00:00:00,bm_eligible,4816.6228982917055,2311.491278910774,4213.604208941961,6525.095487852735,13492.596631517226,2623.515218927345,600.0,284.4731638410957,100.0,49.52815529859888,15,104.43246946589711,2570.925796960926
2026-06-20 00:00:00,non_bm,4922.788822937934,791.7904439517936,3209.489329331547,4001.279773283341,9285.319878445016,1219.07740853511,566.0,296.81306998842655,100.0,55.58785815363009,12,113.27426129102128,2794.0633593257
2026-06-20 00:00:00,bm_eligible,4926.320357501778,791.7904439517935,3209.489329331547,4001.279773283341,9287.694878445014,1219.07740853511,600.0,296.81306998842655,100.0,51.37568813028736,15,113.27426129102128,2794.0633593257
2026-06-21 00:00:00,non_bm,4497.86175137243,1647.7416804756624,3202.2309122986494,4849.972592774312,9289.737180496024,1484.6542072658883,540.5,260.04669071354914,93.75,50.93650541904757,16,116.51042606669114,2402.086302638212
2026-06-21 00:00:00,bm_eligible,4506.150900598131,1647.7416804756624,3202.230912298649,4849.972592774311,9297.98718049603,1484.6542072658883,599.5,257.12301486219883,100.0,47.51904522042281,22,116.51042606669114,2402.086302638212
2026-06-22 00:00:00,non_bm,4635.108272484424,4338.7732351448585,4415.014192924254,8753.787428069112,15617.199520853485,4871.264675167042,587.5,289.38127959282883,100.0,52.12959674677686,13,114.9154354437358,2380.644013594485
2026-06-22 00:00:00,bm_eligible,4636.663762583029,4338.7732351448585,4388.909944251483,8727.683179396341,15719.202649544311,4871.264675167042,600.0,284.16042985827454,100.0,50.355141136106994,14,114.9154354437358,2380.644013594485
2026-06-23 00:00:00,non_bm,5239.012153886885,21514.46698482709,5269.708402637792,26784.17538746488,41845.78369435775,28196.93309020429,600.0,296.5821052795286,100.0,51.618153108343634,14,116.57759008581888,2653.126932871369
