product,family,direction,delivery_start_utc,delivery_end_utc,window_hours,contracted_mw,clearing_price_gbp_per_mw_per_hour,energy_guard_hours,bm_required,raw_forecast_price_gbp_per_mw_per_hour,prior_same_window_price_gbp_per_mw_per_hour,capacity_selection_acceptance_prior,standalone_wholesale_opportunity_cost_gbp,opportunity_cost_bid_gbp_per_mw_per_hour,predicted_acceptance_ratio_at_bid_time,acceptance_lookup_level,acceptance_lookup_orders,opportunity_cost_bid_feasible,realised_clearing_price_gbp_per_mw_per_hour,realised_system_cleared_volume_mw,price_eligible_after_auction,acceptance_calibrated_expected_accepted_mw,acceptance_calibrated_availability_payment_gbp,settlement_date,scenario
NQR,Quick Reserve,downward,2026-05-01 07:30:00+00:00,2026-05-01T08:00:00+00:00,0.5,25.0,0.0474079096778828,1.0,False,0.5392519712943205,0.0,0.0879142074605562,0.0,0.0,0.4126759714306841,standalone_parent:product_margin_quantity,707,True,0.0,350,True,10.316899285767102,0.0,2026-05-01,non_bm
PQR,Quick Reserve,upward,2026-05-01 08:00:00+00:00,2026-05-01T08:30:00+00:00,0.5,25.0,2.0497990449618,1.0,False,8.866113460115113,9.09,0.2311947680551323,0.0,0.0,0.5989761163562776,standalone_parent:product_margin_quantity,1552,True,5.71,498,True,14.97440290890694,42.75192030492931,2026-05-01,non_bm
NQR,Quick Reserve,downward,2026-05-01 08:30:00+00:00,2026-05-01T09:00:00+00:00,0.5,1.0,0.0711248220650943,1.0,False,0.8090253454995356,0.0,0.0879142074605562,0.0,0.0,0.3772274695177137,standalone_parent:product_margin,1250,True,1.2,300,True,0.3772274695177137,0.2263364817106282,2026-05-01,non_bm
PQR,Quick Reserve,upward,2026-05-01 08:30:00+00:00,2026-05-01T09:00:00+00:00,0.5,24.0,1.824567779738918,1.0,False,7.8919077411986205,6.73,0.2311947680551323,0.0,0.0,0.5989761163562776,standalone_parent:product_margin_quantity,1552,True,4.32,486,True,14.375426792550662,31.050921871909438,2026-05-01,non_bm
PQR,Quick Reserve,upward,2026-05-01 09:00:00+00:00,2026-05-01T09:30:00+00:00,0.5,25.0,1.7111220344006188,1.0,False,7.401214347517469,9.0,0.2311947680551323,0.923205905603936,0.0738564724483148,0.5989761163562776,standalone_parent:product_margin_quantity,1552,True,1.27,500,True,14.97440290890694,9.508745847155906,2026-05-01,non_bm
PQR,Quick Reserve,upward,2026-05-01 09:30:00+00:00,2026-05-01T10:00:00+00:00,0.5,25.0,1.5758284847859976,1.0,False,6.816021392016166,7.89,0.2311947680551323,0.0,0.0,0.5989761163562776,standalone_parent:product_margin_quantity,1552,True,1.27,500,True,14.97440290890694,9.508745847155906,2026-05-01,non_bm
DRL,Dynamic Regulation,upward,2026-05-01 10:00:00+00:00,2026-05-01T14:00:00+00:00,4.0,25.0,3.0622111336688573,1.0,False,10.385201977544147,2.6,0.294862934807648,0.0,0.0,0.2332019370971083,standalone_parent:product_margin_quantity,129,True,21.51,480,True,5.83004842742771,501.6173666958802,2026-05-01,non_bm
DRL,Dynamic Regulation,upward,2026-05-01 14:00:00+00:00,2026-05-01T18:00:00+00:00,4.0,25.0,4.733768667327237,1.0,False,16.054132644427764,19.25,0.294862934807648,121.45584722835702,1.21455847228357,0.4781843929077178,standalone_parent:product_margin_quantity,466,True,17.98,480,True,11.954609822692944,859.7755384480765,2026-05-01,non_bm
NQR,Quick Reserve,downward,2026-05-01 18:00:00+00:00,2026-05-01T18:30:00+00:00,0.5,20.0,0.1575642838655865,1.0,False,1.7922505180551114,3.83,0.0879142074605562,0.0,0.0,0.313575299926706,standalone_parent:product_margin_quantity,318,True,0.29,300,True,6.271505998534121,0.9093683697874474,2026-05-01,non_bm
NQR,Quick Reserve,downward,2026-05-01 18:30:00+00:00,2026-05-01T19:00:00+00:00,0.5,25.0,0.1331203317812555,1.0,False,1.5142072666807758,1.19,0.0879142074605562,0.0,0.0,0.3660242464560623,standalone_parent:product_margin_quantity,268,True,1.0,300,True,9.150606161401557,4.575303080700778,2026-05-01,non_bm
NQR,Quick Reserve,downward,2026-05-01 19:00:00+00:00,2026-05-01T19:30:00+00:00,0.5,25.0,0.1097451773150865,1.0,False,1.2483212951026716,1.19,0.0879142074605562,0.0,0.0,0.3660242464560623,standalone_parent:product_margin_quantity,268,True,1.0,300,True,9.150606161401557,4.575303080700778,2026-05-01,non_bm
NQR,Quick Reserve,downward,2026-05-01 19:30:00+00:00,2026-05-01T20:00:00+00:00,0.5,25.0,0.0877687710207765,1.0,False,0.9983457003824436,1.19,0.0879142074605562,0.0,0.0,0.3660242464560623,standalone_parent:product_margin_quantity,268,True,0.0,300,True,9.150606161401557,0.0,2026-05-01,non_bm
NQR,Quick Reserve,downward,2026-05-01 20:00:00+00:00,2026-05-01T20:30:00+00:00,0.5,25.0,0.1065949805399672,1.0,False,1.2124886707053844,1.93,0.0879142074605562,0.0,0.0,0.3660242464560623,standalone_parent:product_margin_quantity,268,True,1.0,300,True,9.150606161401557,4.575303080700778,2026-05-01,non_bm
NQR,Quick Reserve,downward,2026-05-01 20:30:00+00:00,2026-05-01T21:00:00+00:00,0.5,12.0,0.0985288378624574,1.0,False,1.1207385098325946,1.93,0.0879142074605562,0.0,0.0,0.3660242464560623,standalone_parent:product_margin_quantity,268,True,0.5,300,True,4.392290957472747,1.0980727393681868,2026-05-01,non_bm
PSR,Slow Reserve,upward,2026-05-01 20:30:00+00:00,2026-05-01T21:00:00+00:00,0.5,12.0,2.631180063148679,1.0,False,4.855821210801682,4.92,0.5418609847693051,0.0,0.0,0.55535754449506,standalone_parent:product_margin_quantity,40443,True,4.91,1797,True,6.66429053394072,16.360833260824467,2026-05-01,non_bm
PSR,Slow Reserve,upward,2026-05-01 21:00:00+00:00,2026-05-01T21:30:00+00:00,0.5,25.0,2.6308192332061275,1.0,False,4.855155302104261,4.92,0.5418609847693051,0.0,0.0,0.55535754449506,standalone_parent:product_margin_quantity,40443,True,4.91,1797,True,13.8839386123765,34.08506929338431,2026-05-01,non_bm
PSR,Slow Reserve,upward,2026-05-01 21:30:00+00:00,2026-05-01T22:00:00+00:00,0.5,25.0,2.6327483524558257,1.0,False,4.858715475846091,4.92,0.5418609847693051,0.0,0.0,0.55535754449506,standalone_parent:product_margin_quantity,40443,True,4.91,1797,True,13.8839386123765,34.08506929338431,2026-05-01,non_bm
