settlement_date,settlement_period,wind_share,actual_mw,old_lower_mw,old_upper_mw,new_lower_mw,new_upper_mw
2026-04-02,4,0.0,0.0,0.0,0.01116333296522,0.0,0.043188081323850006
2026-04-02,5,0.0,0.0,0.0,0.01477828773205,0.0,0.04725448597757
2026-04-02,6,0.0,0.0,0.0,0.015788784367029997,0.0,0.04841170084265
2026-04-02,7,0.0,0.0,0.0,0.015788784367029997,0.0,0.04841170084265
2026-04-02,8,0.0,0.0,0.0,0.014875989290890002,0.0,0.047352187536410004
2026-04-02,9,0.0,0.0,0.0,0.014875989290890002,0.0,0.047352187536410004
2026-04-02,10,0.0,0.0,0.0,0.0062319624703399985,0.0,0.037220352530230004
2026-04-02,11,0.0,0.0,0.0,0.009632750879969997,0.0,0.04035635793115
2026-04-02,12,0.0,0.0,0.0,0.009632750879969997,0.0,0.04035635793115
2026-04-02,13,0.0,0.0,0.0,0.01931763836183,0.0,0.46138951809141004
2026-04-02,14,0.0,0.03874133700658,0.0,0.016061434871519994,0.0,0.04869793119443
2026-04-02,15,0.0,1.91554388532564,0.05602603956072995,0.5743731877904499,0.0,1.43709757501203
2026-04-02,16,0.0,6.6807283371357205,2.47848324335678,6.80936902351148,2.80615391339574,5.64327280256102
2026-04-02,17,0.0,12.44457836511557,6.7027738970198705,15.45206669846948,7.370230875985349,13.06938345604555
2026-04-02,18,0.0,17.66604967500323,9.599568739226111,20.945371891037183,11.45852744214996,17.84464560602162
2026-04-02,19,0.0,24.1918126641126,12.160891179180929,24.874200211143062,15.446906214943459,22.9097616846885
2026-04-02,20,0.0,29.000043045930006,19.08280565670924,32.321080960015955,22.7520188386413,31.44365158653001
2026-04-02,21,0.0,32.54702767853299,24.029082164002176,37.67792265740955,27.71864027246599,36.97088076011782
2026-04-02,22,0.0,36.62778184322672,26.14293794465225,40.04642807159968,29.995633452328228,40.5926690764924
2026-04-02,23,0.0,40.72144978692265,31.485107645226236,45.13394813863361,34.2982259871837,45.40545195788402
2026-04-02,24,0.0,43.08036675132366,33.10419331474375,46.75303380815113,35.83454616368047,48.21864302092711
2026-04-02,25,0.0,49.11540613834962,32.91090141220163,46.55974190560901,35.544179270980905,48.29324339615615
2026-04-02,26,0.0,52.08557530885455,36.075487837029215,49.72432833043659,38.70876569580849,51.034641244245506
2026-04-02,27,0.0,55.33123843140631,37.09786842746806,50.74670892087543,39.64945656489163,52.596621305179866
2026-04-02,28,0.0,56.153415694546084,39.454293355179544,53.103133848586914,41.90980277549453,54.93158014351847
2026-04-02,29,0.0,56.58387499461925,38.953563675118204,52.602404168525574,41.50515181254177,54.93802815227736
