settlement_date,settlement_period,wind_share,actual_mw,old_lower_mw,old_upper_mw,new_lower_mw,new_upper_mw
2026-04-03,45,0.5,24.287050023375407,15.293468913687192,24.934107586071487,18.330462589256598,25.909247075317698
2026-04-03,46,0.5,23.12607137291569,14.33354375691612,23.641835951355365,17.14031439293043,24.86646507885671
2026-04-03,47,0.5,21.01449275362318,13.924197868866505,23.039356431331022,16.65206603971037,23.8753748345543
2026-04-03,48,0.5,19.93922393641888,13.615505822714319,22.51967379720878,16.11898609769971,23.4798512992895
2026-04-04,1,0.5,17.61726663549945,16.818768744628898,26.98052371778108,19.96186512599526,28.01461308187882
2026-04-04,2,0.5,16.76796010596852,15.759390209190046,25.509511049313005,19.21942961557535,27.09104582843842
2026-04-04,3,0.5,15.87190275829827,15.12621325376724,24.84872743482906,18.53135565255144,25.873350781986797
2026-04-04,4,0.5,15.52906342527661,13.371308777469512,22.243022318347904,15.95581542787589,23.73499200502107
2026-04-04,5,0.5,15.583606046439142,10.601240335680167,18.794994216705533,13.501338544532299,21.06628503147265
2026-04-04,6,0.5,15.217391304347819,9.764617122792973,16.99276325823011,12.254289037703,19.6767736768693
2026-04-04,7,0.5,13.207106124357171,8.90835521194006,15.081414926865772,10.80806526775436,18.39956081595269
2026-04-04,8,0.5,12.80193236714976,8.724939609438355,14.899037159648326,10.33621062873444,18.221131506313732
2026-04-04,9,0.5,11.67212092878292,8.8757706531586,15.008540945230214,10.495448026631319,18.274403976108
2026-04-04,10,0.5,11.20461274738974,8.274605955608436,14.293321152224317,9.92181399669348,17.60056972398698
2026-04-04,11,0.5,9.7553373850709,8.052297332467646,14.009395842830907,9.48786791605124,17.214152023063008
2026-04-04,12,0.5,9.1164095371669,8.529478530379139,14.647292987508347,9.9655792453206,17.96047696181019
2026-04-04,13,0.5,8.18918497740377,8.943585735080337,15.41541514586126,10.48297170513602,18.23026568710081
2026-04-04,14,0.5,8.00523355864996,8.668245093796958,14.877772407868179,10.22062758739833,18.332432025171137
2026-04-04,15,0.5,8.18055566707784,8.533831281249729,14.637840158806231,9.84677460189744,18.12679460354438
2026-04-04,16,0.5,8.67291839538806,10.699411864162128,18.910051473430432,12.79902733755001,21.65004452713013
2026-04-04,17,0.5,9.47570050542978,13.267843138373706,22.094654400752702,15.068441358679472,24.64705957750002
2026-04-04,18,0.5,11.10762993838595,14.423821518734082,23.986741535464613,17.170596412080343,26.857820329016928
2026-04-04,19,0.5,13.15001945317823,14.680833074501578,24.50228161992842,17.82382020015298,28.03483533312386
2026-04-04,20,0.5,16.433786642462188,17.25383133299085,27.376098543623616,20.28953732854349,31.189245226200928
2026-04-04,21,0.5,19.41492625303787,20.72475802644989,30.60163800721262,23.03613680011032,33.88392299412378
2026-04-04,22,0.5,22.44125972985093,26.057897488104366,35.03461420413343,26.36422831551442,38.04987002140399
2026-04-04,23,0.5,24.99495868902154,27.722098778132636,37.853753450607044,29.300255915539047,40.7537569200364
2026-04-04,24,0.5,28.67609911194911,30.009539190002148,39.90011173299035,31.484020222442798,42.68407628828791
2026-04-04,25,0.5,31.33871896479508,35.227071613220076,42.505796551516,33.76469355207771,45.47414618502188
2026-04-04,26,0.5,33.67563132202718,38.26745988797175,45.894112966001046,36.517158094519345,48.61429112472443
2026-04-04,27,0.5,36.86447106664494,40.71916907316965,48.50359922065327,38.91631282576419,51.32486151971726
2026-04-04,28,0.5,40.60448754860083,45.416855978698486,53.69482713796367,44.21783563966625,56.12505561253066
2026-04-04,29,0.5,41.63041353467612,48.50387424798798,56.999228804379364,47.44766544206404,59.80134272633472
2026-04-04,30,0.5,42.269365867174876,44.79756139291228,53.10386037244389,43.753569043388055,55.42263158890475
2026-04-04,31,0.5,41.24642096436205,42.665739755562186,50.63421505548229,41.32319814372724,52.30718398784548
2026-04-04,32,0.5,41.39011870312654,43.70359246842893,51.84236341461387,42.26910873684001,53.66928418958782
2026-04-04,33,0.5,41.6500981426409,44.13178510723392,52.40166881427017,42.71033821339625,53.7949422392773
2026-04-04,34,0.5,42.1289832754588,43.145932902026495,51.24027645005772,41.69863737191009,52.1149570407711
2026-04-04,35,0.5,41.61218123212611,39.782332945370065,47.56866419061866,38.26486789025913,48.30290914396702
2026-04-04,36,0.5,41.89793490018506,40.20619384100685,48.015061629264025,38.43188955497221,48.92172477930607
2026-04-04,37,0.5,41.94484134643349,38.67392035197244,46.307725944711166,36.63727129603138,46.824807569191265
2026-04-04,38,0.5,41.748595977870664,37.22712193850726,44.6620293780163,35.053093524172404,45.840159053661324
2026-04-04,39,0.5,41.68238795663291,36.83202682297975,44.13434890760918,34.43673654565806,45.47745927688911
2026-04-04,40,0.5,42.13673583604932,36.345686779800104,43.557469054224725,34.32644553323631,44.99818482624612
2026-04-04,41,0.5,42.50428549166277,36.377483092213886,43.60046613075008,34.49464616256847,45.54485080094981
2026-04-04,42,0.5,42.84712482468443,36.4216233119023,43.644606350438494,34.538786382256895,45.88755844442594
2026-04-04,43,0.5,43.42371824840268,35.99547096338393,43.22145997647838,34.449290340652574,45.44111887148054
2026-04-04,44,0.5,43.50163627863487,36.443555180470646,43.80909286919927,34.53519864468627,45.97942708341825
2026-04-04,45,0.5,43.3535920211937,35.32321062291582,42.60723173599476,33.97065548275328,45.06151727047142
2026-04-04,46,0.5,43.01854449119526,32.55082193372086,41.223845264206524,32.22289141494323,43.62613578814464
2026-04-04,47,0.5,43.15100514258999,31.811072145522324,40.73312112364159,31.9454025533919,42.54862214229785
2026-04-04,48,0.5,43.338008415147264,31.94220832449266,40.85304420300408,32.05096301608012,42.748911125366
2026-04-05,1,0.5,42.56661991584852,35.83490324322411,43.11821218397267,36.99501576208727,44.92343609347102
2026-04-05,2,0.5,41.23422159887798,35.51641674108878,42.74284508784228,36.84841743062683,44.499838976597026
2026-04-05,3,0.5,41.01605111422783,35.60092194483755,42.88532209903064,37.05723940545731,44.570671732859154
2026-04-05,4,0.5,40.71217079632226,35.98872222188702,43.21515056864052,37.26944662154924,45.01575211344665
2026-04-05,5,0.5,40.49400031167212,35.20578818670703,42.46221003864507,36.80304417563756,44.24438127729459
2026-04-05,6,0.5,40.24466261492909,35.25776947051478,42.55835614254196,36.8220681151884,44.25938287478551
2026-04-05,7,0.5,39.69923640330372,31.332616858176426,40.61702833085304,34.73978400328337,42.58436595970064
2026-04-05,8,0.5,39.27068723702664,31.02019749749745,40.47058707899863,34.4323171260126,41.8981977532094
2026-04-05,9,0.5,38.67071840423874,28.504615016188023,38.44202498749718,32.612171783654084,40.14823650889578
2026-04-05,10,0.5,37.244818450989555,27.61180886528716,37.699308291677994,31.55989970687736,39.04698516182301
2026-04-05,11,0.5,35.57737260402057,27.230134682611478,36.50846197813691,29.81070236885916,37.36656984415208
2026-04-05,12,0.5,35.429328346579396,27.221478367393726,36.48855603712902,29.66106816291209,37.286977299578076
2026-04-05,13,0.5,34.104721832632066,26.01495757781967,34.98057638426281,28.456060898692858,36.17417632642387
2026-04-05,14,0.5,33.67069750848185,25.000000185389453,33.78137303477279,27.50443593235709,35.10111598486852
2026-04-05,15,0.5,33.44496161945858,24.30824321087074,33.132230886538295,26.815399293001068,34.87636250351679
2026-04-05,16,0.5,35.09768316903532,25.831760073529747,34.72347727855987,27.88609236849276,35.9338747416383
2026-04-05,17,0.5,36.75193282564895,26.528029541427106,35.50853139382221,28.571236481356248,36.92039826075802
2026-04-05,18,0.5,39.70488362415095,29.563459320458385,39.545291387697375,32.90992964025385,41.139333118471896
2026-04-05,19,0.5,43.35351051767966,37.78152635700451,45.416639528214944,38.49421581846576,47.47854961565597
2026-04-05,20,0.5,47.09220516692433,40.4083900905937,48.71468907012531,41.75463572885245,51.51300135320594
2026-04-05,21,0.5,49.474497540395,44.689433151144556,53.584970101655486,46.74576909159765,55.70494322949067
2026-04-05,22,0.5,53.016438011073575,47.16987767120497,56.23781041795111,49.48008497758074,58.35778354578631
2026-04-05,23,0.5,55.863433235108516,51.59749992986815,60.66543267661429,53.68817159360375,62.82698047675592
2026-04-05,24,0.5,59.646455398422816,54.55514051815169,63.623073264897826,56.489613002158265,66.10242632168237
2026-04-05,25,0.5,60.09049023236732,56.45028211971419,65.51821486646033,58.354457725791484,67.85429769993098
2026-04-05,26,0.5,61.76178083152326,57.835058950387406,66.90299169713354,59.7392345564647,69.6987023773301
2026-04-05,27,0.5,62.55406810636218,57.77619638343947,66.8441291301856,59.802407875818965,69.61955258595513
2026-04-05,28,0.5,62.35109484072896,57.07903363605635,66.14696638280249,58.85317526548337,68.92742355588175
2026-04-05,29,0.5,60.4270816334568,56.600211643182206,65.66814438992834,58.528845034628404,68.4486015630076
2026-04-05,30,0.5,59.82546931417181,56.58847846885817,65.65641121560431,58.51482563456274,68.28439534125683
2026-04-05,31,0.5,57.42228688570156,55.2422867049803,64.31021945172644,57.127322151196495,66.05341789736244
2026-04-05,32,0.5,55.191936851318815,52.28503801723616,61.3529707639823,54.10847033069317,62.251521722521574
2026-04-05,33,0.5,52.406458668491375,49.69957777162688,58.767510518373015,51.6032720225329,59.200453835161525
2026-04-05,34,0.5,49.484786101272164,43.868629742496005,52.763692317979235,45.6947447036299,53.319584796858386
2026-04-05,35,0.5,44.06575631065106,40.72549500732907,49.187301127688784,42.12029736028133,49.70273622570935
2026-04-05,36,0.5,39.76872167077884,37.52174930360789,44.93263983473029,38.05129691261343,45.32202199285819
2026-04-05,37,0.5,33.8094698188362,33.70864348461567,41.478409170916024,34.61931046293467,41.893103100549375
2026-04-05,38,0.5,28.374803092708863,27.29210291781988,36.56728795531878,28.716281524050107,35.79698670234937
2026-04-05,39,0.5,23.96966494213951,22.132979225542083,31.31394788756841,24.306494224756563,31.35946994399031
2026-04-05,40,0.5,21.48475293638546,17.095381765977272,27.23352542212133,20.54198887546172,27.4026155125426
2026-04-05,41,0.5,19.53405017921147,15.800133970373508,25.622994255149006,19.535605611298408,26.659952369476482
2026-04-05,42,0.5,18.4743649680536,14.353702636320866,24.08701924864302,17.849284334702702,25.48345335898124
2026-04-05,43,0.5,16.370578151784322,13.274624608648663,22.17118883263956,15.79054092399631,23.64832705916847
2026-04-05,44,0.5,15.373227364812209,11.55439769300285,20.35966037738478,14.15326673236215,22.06095951235215
2026-04-05,45,0.5,15.147265077138849,10.343886962259443,18.32927464470768,12.948471969158721,20.55367846096733
2026-04-05,46,0.5,14.336917562724011,9.159704847230755,15.765684330616983,10.97072496434148,19.1451637143179
2026-04-05,47,0.5,13.487611033193081,8.543834016580048,14.713511394991013,10.2816903384123,18.11346229537282
2026-04-05,48,0.5,13.347358578775129,8.067774194056721,13.816902166588346,9.5335507111807,16.93680803495376
2026-04-06,1,0.5,12.98893563970702,6.9842334111046,12.688802019157514,7.55364649021486,14.510300989481081
2026-04-06,2,0.5,12.80193236714976,7.875230315836718,13.678927511143495,8.29061544556596,15.470431443659018
2026-04-06,3,0.5,12.04612747389746,8.121170564078948,14.176279932150726,8.782029717232,15.80572612203876
2026-04-06,4,0.5,11.594202898550721,8.22742040267303,14.298660603533147,9.054613159690431,15.68291426689451
2026-04-06,5,0.5,10.838398005298421,8.181233750056432,14.262518883727186,8.79789718737381,15.089688975094651
2026-04-06,6,0.5,10.33193080878915,8.1225853219221,14.151345451348618,8.95505486739702,15.67670494876315
2026-04-06,7,0.5,9.52158329437431,7.784010343381424,13.752064271691003,8.31843515781369,14.531438409623801
2026-04-06,8,0.5,9.33458002181704,6.854357571900454,12.011635334693556,7.460878188054219,13.866544972262759
2026-04-06,9,0.5,8.9995324918186,6.896871350217239,12.05414911301034,7.368440112015021,13.73810249380793
2026-04-06,10,0.5,8.94498987065607,6.851400991324026,12.184642087609296,7.44484209074617,13.814504472539092
2026-04-06,11,0.5,8.9995324918186,6.6745114876894345,11.831789250482535,7.206805314429319,13.724214212052019
2026-04-06,12,0.5,8.750194795075581,6.852640721701531,12.727412441209957,7.482871267455179,14.048886682272471
2026-04-06,13,0.5,8.46968988623967,6.878737547393814,12.491853442645318,7.36713248916623,13.62610386055087
2026-04-06,14,0.5,8.67274096592745,7.7637975541406705,13.567494749447448,7.70250938667088,14.32082348858258
2026-04-06,15,0.5,9.421280307241,8.325071742013899,14.404649597874892,8.80151071605684,15.197645552925989
2026-04-06,16,0.5,11.339058663391869,10.094119865326604,17.87467395631101,11.07979565524457,18.076469017358672
2026-04-06,17,0.5,13.59635785146191,10.969359644234041,19.479843624515546,12.30465392920111,19.20587323757072
2026-04-06,18,0.5,16.05199701486503,14.11491748968507,23.321803310846853,15.44869799565998,22.95981777441859
2026-04-06,19,0.5,18.64827065944533,16.57746565458272,26.360523947487803,17.93424162719062,26.20688949768227
2026-04-06,20,0.5,23.06006761357114,16.579685927600607,26.36274422050569,18.091907910407638,26.566558220855963
2026-04-06,21,0.5,27.404243818882502,18.381395691734216,28.408608943442037,19.73472826676691,28.2995121999017
2026-04-06,22,0.5,31.556943449715856,24.3094829958029,33.07630375521328,23.67038451731952,32.60872717835347
2026-04-06,23,0.5,35.08237191217983,28.421622210205083,38.34833391595899,28.5698498869131,38.099669733887
2026-04-06,24,0.5,37.98052920627444,33.40240823080478,41.44159239591918,31.00434363546189,42.12945647575978
2026-04-06,25,0.5,40.4647636931052,38.736054062950174,46.38384306177345,35.18913937210248,46.452294500852695
2026-04-06,26,0.5,41.68034265445756,38.751289010154764,46.39907800897804,35.277137908835485,47.25778259092573
2026-04-06,27,0.5,41.61997169352771,39.049419131574034,46.73264854136799,35.58618526446734,47.60156900494798
2026-04-06,28,0.5,42.00002425651907,39.04052611857357,46.72375552836752,35.679009192035736,47.41871017437108
2026-04-06,29,0.5,41.1843038828804,36.65707649659143,44.12116300976713,33.18363546931798,44.726303025106986
2026-04-06,30,0.5,39.6763325742371,34.52998871559517,42.01794445495838,30.823373778862628,42.35752786407121
2026-04-06,31,0.5,37.611680525517485,30.968093481721027,40.46423920084059,28.95434807262936,39.87750049079152
2026-04-06,32,0.5,35.84450523466213,28.916935934218372,38.86873339045718,27.42963442498282,37.97855697616367
2026-04-06,33,0.5,32.78175846977641,26.739171619690303,35.87075356151123,24.01900982684613,34.15146588374944
2026-04-06,34,0.5,30.32620148069815,23.2215731105311,32.01622443257209,21.269311742452977,31.20643660337743
2026-04-06,35,0.5,26.858634140499184,17.701258126966152,27.837322188805423,18.4682236345348,27.11165632231515
2026-04-06,36,0.5,23.13020356753693,14.440456708959646,24.28395584554987,15.595584760846329,23.46908785360398
2026-04-06,37,0.5,19.149276785108572,11.000050448357921,19.506429406472893,12.12132556284476,19.00837551489017
2026-04-06,38,0.5,16.14687649655796,9.233350669934584,15.839330153320812,9.80704128173244,16.15660190050571
2026-04-06,39,0.5,14.95975299457829,7.064721034983306,13.047369368730227,7.3239630732976595,13.64879413284981
2026-04-06,40,0.5,15.155956437465159,6.92042816606669,12.533544061318194,7.15225380320961,13.22370326634508
2026-04-06,41,0.5,15.47452080411407,7.096453291393136,13.101147743018299,7.682894196405369,14.594337651300272
2026-04-06,42,0.5,15.9264453794608,7.8585249576249545,13.66222215293173,8.24277238031523,15.47228727400799
2026-04-06,43,0.5,15.83294374318217,9.060972459957704,15.60421723052855,9.682713924188981,17.20083795163765
2026-04-06,44,0.5,16.58095683341125,8.692525550050835,14.866623100260806,9.4520667345276,16.8654752084545
2026-04-06,45,0.5,16.80691912108461,9.522137024340289,16.618870915739123,10.581103522896269,18.0849148252411
2026-04-06,46,0.5,17.056256817827638,9.432163068878975,16.44383551967166,10.64749523221767,18.03985093532646
2026-04-06,47,0.5,17.500389590151162,9.378783498879395,16.1821152655114,10.46784535356825,17.81301406228101
2026-04-06,48,0.5,17.38351254480286,9.541961529192584,16.628968829003487,10.70528781268145,18.1660678045992
2026-04-07,1,0.5,17.858812529219257,11.177751706218562,19.81645322513705,12.9276139479902,20.3548569270665
2026-04-07,2,0.5,17.58609942340657,11.1815791211305,19.82028064004899,12.93008804785517,20.19622496340128
2026-04-07,3,0.5,17.68739286270843,10.899407505068785,19.33035762910858,12.78632749228261,19.86823304018404
2026-04-07,4,0.5,17.37572074177965,10.973977052792307,19.484461033073813,12.64100631120616,19.514276175382513
2026-04-07,5,0.5,17.65622565061555,10.77253860582021,19.06631727008591,12.39224320617022,19.248957085176162
2026-04-07,6,0.5,17.17313386317593,10.666421680984806,18.8925600028243,12.22793003418,19.07867784927302
2026-04-07,7,0.5,17.391304347826082,10.019744241049604,17.750705661474804,11.70294864837356,18.68035383955847
2026-04-07,8,0.5,16.55758142434159,9.846944947595262,17.48543459404463,11.344140092334019,18.4231554134762
2026-04-07,9,0.5,16.97833878759544,9.898228006512454,17.179093999876596,11.09700110709011,18.03249465068933
2026-04-07,10,0.5,15.98877980364656,9.82257187760229,17.434190096556282,11.120389012183999,18.34773278625655
2026-04-07,11,0.5,16.90042075736325,10.240310829077085,18.248389022763213,11.57104625357587,18.684395017297987
2026-04-07,12,0.5,16.323827333645,10.009146424734139,17.75038218482195,11.64242259641575,18.381674427483
2026-04-07,13,0.5,16.60433224248091,10.359867663945161,18.364108613382907,11.91554313259871,18.79431834266061
2026-04-07,14,0.5,16.768288803267932,11.157477584543468,19.625219306556595,12.21985009271758,19.6069621759209
2026-04-07,15,0.5,18.468332030987668,12.86732108126789,21.78089496625399,13.749515137496148,21.73979715546507
2026-04-07,16,0.5,21.09557969414608,16.29371830785848,26.022893476152586,17.99581936352855,26.673667270066233
2026-04-07,17,0.5,23.9996850677385,22.13077851029826,31.42609802755933,22.471295454223732,31.80930285549875
2026-04-07,18,0.5,26.2960298055198,27.356937436327534,36.58373389150161,26.587477359381488,36.24348894318475
2026-04-07,19,0.5,29.001035510530997,27.89058986506418,37.47721613823359,28.1197824443447,37.89527202287424
2026-04-07,20,0.5,32.4963116976654,28.049438759174773,38.009651687786885,28.968748162743452,39.19039071169972
2026-04-07,21,0.5,36.55382159680383,29.08332009311843,39.06807038000306,29.930435622871844,40.57082960163765
2026-04-07,22,0.5,41.1795045669035,33.506431001924845,41.48355697907897,32.34404030826526,43.33203981303589
2026-04-07,23,0.5,45.076105398788066,36.86295865368719,44.311511544959444,35.39739589902189,47.073041911943534
2026-04-07,24,0.5,49.164091910285194,37.91111825580696,45.43851174894667,36.36487594347207,48.7659562582583
2026-04-07,25,0.5,51.92833826000274,39.98567574922691,47.859258109470105,38.633985505938064,51.21422903633624
2026-04-07,26,0.5,54.115469295187864,39.840106360977124,47.62453650846074,38.73378934426384,50.99011746193389
2026-04-07,27,0.5,54.95202639436631,39.916747447892526,47.79032980813572,38.88547433951408,51.14530073500186
2026-04-07,28,0.5,55.29990116877179,40.35547893486781,48.47673913744058,39.53085510114188,51.93032370901614
2026-04-07,29,0.5,54.163977302257436,41.38743960528859,49.821516781121154,40.85532548547266,52.9989488570452
2026-04-07,30,0.5,52.69477181521547,39.87419669948756,47.70618163529729,38.8863131882029,49.67219116121054
2026-04-07,31,0.5,48.85077898610259,39.44927540093363,47.07562421673253,38.08262218260674,48.25870074834696
2026-04-07,32,0.5,45.82707341065782,37.743583146969975,45.1091208356986,36.19256320017832,46.07997199283102
2026-04-07,33,0.5,42.54732672599438,36.55427642908217,43.738383083988666,34.81195277281618,44.48284720389016
2026-04-07,34,0.5,38.96724026290766,29.108921004923786,39.09160154870233,29.76687783589907,39.26451839474324
2026-04-07,35,0.5,34.50382139790842,26.84720056799734,35.97878250981827,26.124224975067328,35.29673086068405
2026-04-07,36,0.5,30.05075314378674,22.466342766188372,31.576412193095475,22.85400192341735,31.772500434991507
2026-04-07,37,0.5,26.09576493855268,18.02844536420797,28.245287427008254,19.64334617182125,28.2529700244473
2026-04-07,38,0.5,23.76948560355133,15.182729369095869,24.87330213944087,16.766762110858018,24.91498482100436
2026-04-07,39,0.5,21.79585855758085,13.383158632079567,22.42736318062674,14.623148328067881,22.40838609449933
2026-04-07,40,0.5,20.83402854489186,13.236071487835858,22.062882750214854,14.3797519374253,21.84658243667702
2026-04-07,41,0.5,20.43010752688172,12.813518515073042,21.89412909075795,14.153007345091021,21.9411052710277
2026-04-07,42,0.5,19.36263051270063,12.409382942324571,21.58987784336012,13.795151488672412,21.698783195423342
2026-04-07,43,0.5,17.88997974131214,11.564168268822227,20.43765159938995,13.231869401189911,20.72184138568872
2026-04-07,44,0.5,17.35234533270999,10.895129622854826,19.358766322701417,12.630694267951489,19.87237605355967
2026-04-07,45,0.5,16.7212092878292,9.871664033297202,17.503872316655173,11.52621008334674,19.23072242898795
2026-04-07,46,0.5,16.17578307620383,9.859255117127308,17.17172142118328,11.208101331930411,18.6241846895557
2026-04-07,47,0.5,15.51347981923017,8.680786355414863,14.91209747242101,9.61432126600402,17.48398291874127
2026-04-07,48,0.5,14.99922081969767,8.346043690847798,14.457562652394051,9.14428843018614,16.528613557516948
2026-04-08,1,0.5,13.791491351098639,7.966321939912178,14.047607073582933,7.6796619145359,14.910527686714081
2026-04-08,2,0.5,12.825307776219411,6.740710680932052,12.011224240767648,6.18639410521504,13.591747621841119
2026-04-08,3,0.5,11.73445535296867,6.604952581582135,11.864679424266122,5.96916686532606,12.71537301331874
2026-04-08,4,0.5,11.157861929250421,6.938397111697685,12.241720542220795,6.18307121280903,12.802372054661252
2026-04-08,5,0.5,9.86442262739598,6.926827746227775,12.694239857100834,6.12868298006597,12.36895821244153
2026-04-08,6,0.5,9.40470624902602,7.201692922768431,13.442099503565231,6.5605598525023705,12.880169445962588
2026-04-08,7,0.5,8.39177185600748,7.787181976015299,13.89086587338187,6.94674955361598,13.190357778904168
2026-04-08,8,0.5,7.745052205080249,7.994741897670781,14.11148500433774,7.31571703464059,13.6984036343234
2026-04-08,9,0.5,7.00483091787439,8.8619939575871,15.422925462292245,8.185650087416931,14.84607217167197
2026-04-08,10,0.5,6.552906342527661,7.287881701047659,13.492221418975497,6.82751207244317,13.12258855535204
2026-04-08,11,0.5,6.10877357020414,5.896694866775301,10.583582951268315,5.177552170448959,10.68721465964352
2026-04-08,12,0.5,5.78151784322892,5.763948327386419,10.08873994584246,4.64745845563006,10.40417611778188
2026-04-08,13,0.5,5.3763440860215,5.361025971895597,9.698233027905987,4.329379992270701,9.829972796328109
2026-04-08,14,0.5,5.05083414419267,5.678605613821734,9.989937363994734,4.43049843253066,10.36206831488248
2026-04-08,15,0.5,5.8389077208963,5.8338278252144775,10.47530390029909,5.12747142505837,10.87353342306103
2026-04-08,16,0.5,8.12127041345229,8.533047412145505,14.712769723367108,8.02272310530266,14.74550104306633
2026-04-08,17,0.5,10.597204287256561,9.570454418814785,16.95057888625407,9.52750606003758,16.686153875419123
2026-04-08,18,0.5,13.356805942890098,10.27477984699073,18.219857189042806,10.54954609652279,17.84215883521107
2026-04-08,19,0.5,16.44775024039008,13.3991724443533,22.506718734240096,13.87271555693511,21.50287002166369
2026-04-08,20,0.5,19.549373846067038,16.254283558346636,26.02680266175559,17.17551511037973,25.129531500286976
2026-04-08,21,0.5,22.57171566312462,18.826912180842374,28.864879890646172,19.64204725381223,27.892822410428096
2026-04-08,22,0.5,25.466390107467042,23.19989341111017,31.95344677005949,22.46559537722629,31.25710753649487
2026-04-08,23,0.5,27.75700444386003,27.17328725612573,36.297962673033474,26.02882392646133,34.79146311958671
2026-04-08,24,0.5,29.65513676366799,27.638371651566253,36.56270390189806,26.82903752358029,36.35910132637897
2026-04-08,25,0.5,31.06050420408205,27.845653596447807,37.96746395678903,28.38418180201787,37.60596758924178
2026-04-08,26,0.5,32.23263072407312,27.908507301005326,38.0478177851836,28.61647844753038,38.05715808696561
2026-04-08,27,0.5,32.837397195810894,28.054790883746573,38.15648264054459,28.72514330289137,38.1658229423266
2026-04-08,28,0.5,32.821538221924826,27.769875976370663,37.891686336711885,28.232014935271387,37.799080405900995
2026-04-08,29,0.5,32.08477093960611,27.780233160092678,37.19636575757448,27.63218831791124,37.25090633483726
2026-04-08,30,0.5,31.24872265043095,26.906804032580183,36.0357007643927,26.00049117078736,35.44277681556202
2026-04-08,31,0.5,29.291820930514277,25.550541035147102,34.591520512916304,24.69080009656485,33.48360058735539
2026-04-08,32,0.5,27.334044137889258,21.744552281691277,31.15857083450798,21.71715625997733,30.04706115094482
2026-04-08,33,0.5,24.50235715206114,18.544291169704415,28.525446158871297,19.214734660907222,27.43794319899795
2026-04-08,34,0.5,21.160957922405522,15.182879870823921,24.877056563968093,16.017947845966628,23.73152083590882
2026-04-08,35,0.5,17.431056932136478,13.022586416400287,21.781478613191368,12.87419862785637,20.46030471943437
2026-04-08,36,0.5,14.19185069908582,10.297792827809479,18.23103505422982,10.48954798645231,17.48668668165096
2026-04-08,37,0.5,10.92128842069782,8.017897261907155,14.127630969134742,7.45974704657483,13.65263107140483
2026-04-08,38,0.5,8.29605755025511,5.859748164664366,10.324176777000584,5.26189992703012,10.69956280070577
2026-04-08,39,0.5,6.702782919710371,4.0806615721168455,8.19569553791325,3.31739310381229,8.14619232498269
2026-04-08,40,0.5,6.568572122898949,3.4051697357178004,7.377530413984909,2.59697542643679,7.22490729995076
2026-04-08,41,0.5,7.487922705314009,3.453238518498125,7.425599196765234,2.8088226526416,7.919996708792949
2026-04-08,42,0.5,8.274894810659179,3.5224346153589208,7.499423274609855,2.93238598328765,8.25366578924214
2026-04-08,43,0.5,7.62038335670874,3.716055187494437,7.798841661794148,3.02735435006007,8.82419306224813
2026-04-08,44,0.5,8.16580956833411,3.426141284374039,7.3985019626411495,2.81864457714963,8.30632294278804
2026-04-08,45,0.5,7.5346735234533195,3.59555455705739,7.639509633911359,3.01503378849168,8.55312956666862
2026-04-08,46,0.5,7.77621941717313,4.163717844327313,8.188249411159326,3.39345069437106,9.31627245450358
2026-04-08,47,0.5,7.807386629266009,4.45247089092046,8.622816098091016,3.56622685445707,9.65626440758899
2026-04-08,48,0.5,7.61259155368552,4.587938332383315,8.77113163300919,3.7013503088287605,10.123523768511431
2026-04-09,1,0.5,7.04378993299049,5.029137702831756,9.268151082305707,5.19814113153327,11.43315387688629
2026-04-09,2,0.5,7.41779647810503,5.712624157985631,10.17652526083968,6.01118619410577,12.591563962043251
2026-04-09,3,0.5,7.86972105345176,6.326695984379755,11.175927347885446,6.827574770848011,13.37966559921897
2026-04-09,4,0.5,8.60994234065762,6.758581839711969,12.110940537318362,7.2790922354464,14.1895935534232
2026-04-09,5,0.5,8.477481689262891,6.418375548038608,11.469238398761174,7.22489265996253,13.792274207668209
2026-04-09,6,0.5,9.00732429484182,6.82977648773782,12.59718859861088,7.57911441349375,14.618646600694921
2026-04-09,7,0.5,8.3216456287985,7.1236497630307145,13.389946162111535,8.05490163241504,15.256316806218079
2026-04-09,8,0.5,8.26710300763596,7.702039403770924,13.852885367340246,8.46199012629822,15.58283105029767
2026-04-09,9,0.5,7.67492597787127,7.657381666085956,13.899979913967563,8.65332647629518,15.65937583570411
2026-04-09,10,0.5,8.25931120461274,7.532325987049951,13.804953302713876,8.526103144074689,15.709858327825629
2026-04-09,11,0.5,8.62552594670406,7.214013048756525,13.496332757982831,8.33958707840314,15.530507376119552
2026-04-09,12,0.5,9.00732429484182,7.783605379913805,13.916029183757303,8.5541336914696,15.70167303705397
2026-04-09,13,0.5,9.030699703911479,7.253006866215585,13.632756763715864,8.27253254304561,15.5754684868083
2026-04-09,14,0.5,10.00301583126268,8.854631235534185,15.54768395300276,9.52356794455263,17.56230258482417
2026-04-09,15,0.5,10.59463072156429,9.740763049728281,17.120887517167567,10.9196390014373,18.604289537480458
2026-04-09,16,0.5,12.36597074136542,10.738296258032964,18.923309303068315,12.50081251281979,20.58485788828239
2026-04-09,17,0.5,13.44337609101593,13.269664482223753,22.180254866288827,14.717252954796109,24.07737026794009
2026-04-09,18,0.5,15.63779011922099,14.200721505124644,23.507114312018732,16.241048231321432,26.099377332860357
2026-04-09,19,0.5,16.95036664741506,14.31546923692969,24.08499636868076,16.85455158089153,27.502797232662278
