settlement_date,market_index_vwap_gbp_per_mwh,system_price_mean_gbp_per_mwh,system_price_max_gbp_per_mwh,market_error_reduction_pct,market_settlement_improvement_gbp,market_restore_import_mwh,market_restore_export_mwh,market_restoration_net_cost_gbp,market_throughput_mwh,market_throughput_cost_gbp,market_net_value_improvement_gbp,arbitrage_gross_margin_gbp,arbitrage_net_margin_gbp,arbitrage_throughput_mwh,coopt_net_value_gbp,coopt_firming_value_gbp,coopt_arbitrage_value_gbp,coopt_throughput_mwh,coopt_error_reduction_pct,reactive_error_reduction_pct,reactive_settlement_improvement_gbp,reactive_restore_import_mwh,reactive_restore_export_mwh,reactive_restoration_net_cost_gbp,reactive_throughput_mwh,reactive_throughput_cost_gbp,reactive_net_value_improvement_gbp
2025-05-02,73.72807187490336,73.66748079246496,114.5,74.17475633214866,463.7517111846744,0.0,1.5936666702930997,-117.49797081200758,29.322133465540897,58.644266931081795,522.6054150656001,5290.205272363077,4447.261136132681,421.4720681151979,4771.7914713529635,143.3116700562063,5475.053874675704,423.28703668947304,57.53325053342297,100.0,-490.935337787023,0.0,10.531319933700432,-776.453913009468,39.53114902627884,79.06229805255768,206.45627716988733
2025-05-03,52.10933514589848,53.77974318114105,92.5,27.951709446446504,-58.83692027477407,0.0,4.4222603587053895,-230.44104713420035,6.48394399658833,12.96788799317666,158.6362388662496,7756.920470430647,7014.254111978029,371.33317922630897,7121.885173346802,-81.25982796207995,7949.149890379456,373.0024445352876,24.247429393441678,100.0,-833.2973973640292,0.0,10.453232317095278,-544.7109861694547,23.196949757262995,46.39389951452599,-334.9803107091004
2025-05-04,28.51208792861364,17.35655343929066,105.0,49.29507191228639,1516.1541092626435,15.507713691983616,0.0,442.1572963576025,24.470278186449967,48.940556372899934,1025.056256532141,8262.25937002426,7477.370789349419,392.44429033742006,7637.762201835087,891.57706833362,7531.465364476069,392.64011548730093,26.864076779353763,100.0,1176.8345903560999,42.56312123641109,0.0,1213.5634552087954,49.64041482684388,99.28082965368776,-136.0096945063833
2025-05-05,77.04303745046965,70.92723505742482,111.5,39.36659239334524,334.23615361670693,1.2423190570047782,0.0,95.71203363425127,13.24022532310773,26.48045064621546,212.0436693362402,1856.404309925194,1275.8487543696385,290.2777777777777,1471.742760926328,406.56685541788664,1640.412707412032,287.61840095179537,35.97382190214585,100.0,873.6492013268216,12.990351716192691,0.0,1000.8161537654063,33.63315064411297,67.26630128822595,-194.4332537268106
2025-05-06,81.10705015529582,78.20852344986253,154.12,86.67199019198374,-440.412904004973,0.0,11.596263593043595,-940.5387328550178,22.31191658666751,44.62383317333502,455.5019956767098,4810.400106596966,4020.2337481443483,395.08317922630897,4312.433990769089,-438.3022610351593,5541.387606397924,395.3256772968381,86.55191227250054,100.0,-486.0717069356043,0.0,11.216511376444153,-909.7381507767021,25.74293787098375,51.4858757419675,372.1805680991303
2025-05-07,91.75811874346468,91.19481147294344,141.87,63.45682382821995,685.390654586396,0.6940066760810786,0.0,63.68074699260484,24.429620226508227,48.859240453016454,572.8506671407747,5566.715171321917,4734.326590647077,416.19429033742006,5000.357043106329,581.7482258397168,5253.719677010022,417.5554298717047,60.93885971421944,100.0,1414.2842505533858,11.86129426827647,0.0,1088.3700479196893,38.49801920852538,76.99603841705076,248.91816421664575
2025-05-08,96.89693213735839,101.9959697721493,137.45,48.734378330481086,1820.0945407842833,16.330882167862153,0.0,1582.4123811625354,19.31902317907648,38.63804635815296,199.0441132635949,4345.698766737982,3613.5879638409197,366.05540144853114,3871.1110290824963,2159.5228970885005,2471.88266365896,380.147265832482,54.98194032195944,100.0,3484.2356283635854,36.89088204920051,0.0,3574.613294408675,39.64146838617479,79.28293677234959,-169.660602817439
2025-05-09,92.28784947373616,107.63089166013663,179.0,47.112739382329295,250.31292359426357,0.0,0.4854003498759159,-44.79655442384739,9.83536903236152,19.67073806472304,275.43873995338794,5039.682653598809,4256.294381138017,391.69413623039577,4409.047765290194,250.31292359426357,4942.123114156721,391.69413623039577,47.112739382329295,100.0,-673.135473126652,0.0,6.423658404259754,-592.8256198830244,20.876241036517822,41.752482073035644,-122.06233531666322
2025-05-10,75.53571398047971,73.15237345568323,130.0,58.25635628435707,1274.3893706044123,3.2640355372569254,0.0,246.55125476436055,24.926603218592238,49.853206437184475,977.9849094028672,4301.773256725432,3660.88498426464,320.44413623039577,4417.411603573994,621.5288975543956,4434.883994332411,319.50064415640617,37.31418641531336,100.0,2131.1536309849275,17.987684772935605,0.0,1358.712612179494,42.78778284196517,85.57556568393034,686.8654531215032
2025-05-11,69.35429872378126,73.46465625171906,110.0,56.022481994508034,4897.327217058329,56.12534065229451,0.0,3892.533641573217,50.51280658706506,101.02561317413011,903.7679623109816,5395.280500967707,4659.392228506916,367.9441362303957,5152.538883426865,2557.5729029303766,3354.965980496489,380.0,27.654842183429363,84.37931236731603,5989.889911447156,84.32740427115678,0.0,5848.467986422875,76.08081137814659,152.16162275629318,-10.739697732011848
2025-05-12,87.25919866786822,92.12729590007773,132.0,55.541395763388934,1581.4248294976696,14.0724664407677,0.0,1227.952144901857,16.4076229004836,32.8152458009672,320.65743879484535,3512.441992683387,2769.7756342307694,371.33317922630897,3030.3802250762938,1607.562279649522,2169.7109219684357,373.44648827083216,54.40667772109491,100.0,1684.2352589894906,20.108447919519165,0.0,1754.647051911804,29.541250584305544,59.08250116861109,-129.49429409092454
2025-05-13,84.3060422101276,91.24713504747886,140.0,48.54982597855263,-420.78818905361425,0.0,10.136213416378382,-854.5440361320576,16.856868275563645,33.71373655112729,400.0421105273161,5936.430127259509,5151.541546584669,392.44429033742006,5412.927330634146,-459.57849924698826,6661.204662868411,394.3494164936389,43.40644193101054,100.0,-2211.6147098219258,0.0,25.542568136216786,-2153.3928274469527,34.72075941736708,69.44151883473415,-127.66340120970727
2025-05-14,77.34451995186785,76.65087209845574,115.0,59.26368783469711,-160.36956114875218,0.0,4.899380911949853,-378.94026469610594,15.330882222254786,30.661764444509572,187.9089391028442,1941.8611111111168,1414.0833333333392,263.8888888888888,1591.005808698738,-213.60365229122155,2344.5719567604747,269.98124788525763,53.11039268536795,100.0,-587.4564427991008,0.0,7.001166793255854,-541.5018847273321,25.868930507694483,51.737861015388965,-97.69241908715767
2025-05-15,87.66082497122174,94.84285090857794,124.04319914524456,81.42670417718885,3890.0636749838795,30.552673094191658,0.0,2678.272528512891,59.7204079025676,119.4408158051352,1092.3503306658536,3014.9339100171983,2551.9897737868027,231.47206811519786,3394.8023503958,3145.379379737477,739.5003535749311,245.03869145830382,71.2952865900127,100.0,3893.519147005929,31.76268181342666,0.0,2784.3428910634025,73.34253363934859,146.68506727869718,962.4911886638293
2025-05-16,67.54014951741051,62.943729574980104,125.0,45.82897269472398,-543.1663425260617,0.0,20.976867494159915,-1416.780766962469,25.625858257344454,51.25171651468891,822.3627079217183,6359.364372662398,5627.253569765336,366.05540144853114,6070.447189704212,-647.2640262121856,7470.9831830557205,376.6359835696612,47.78560421451371,100.0,-2717.98167012303,0.0,46.111055672784204,-3114.347594545485,55.91628341320994,111.83256682641988,284.5333575960351
2025-05-17,59.378220593038904,59.01251708944226,115.0,45.170375641262886,502.83560477390483,0.0,5.633230045765896,-334.49117630882205,15.045111035997472,30.090222071994944,807.236559010732,9926.711561792192,9285.8232893314,320.44413623039577,9640.561997050607,-359.06374913467835,10681.920712333396,341.14748307405534,67.63104440063233,100.0,-587.7396343462316,0.0,19.45954164763065,-1155.4729565924406,33.307473808683255,66.61494761736651,501.1183746288425
2025-05-18,69.44671979379585,74.49202536593982,113.0,59.866333241666105,583.689668440599,0.0,0.0,0.0,28.910033770541688,57.820067541083375,525.8696008995156,6570.77063891499,5953.27063891499,308.75000000000006,6306.645950987199,43.910712820207095,6913.721099533721,325.49293068336425,53.585032975666365,100.0,-254.03397294943687,0.0,5.03004862165441,-349.32037717720283,48.29097124395237,96.58194248790474,-1.295538260138784
2025-05-19,81.08932832495374,73.28703258468803,118.0,15.298990045101446,465.58537476933384,4.014959781551328,0.0,325.57039193770015,7.274683221156996,14.549366442313993,125.46561638931968,4085.0817885730175,3252.693207898177,416.19429033742006,3357.9324886504337,524.9964484574241,3665.8184310051333,416.441195406062,13.537539443421153,100.0,1727.4863623233105,35.40140086735163,0.0,2870.6758180959787,47.550087945094575,95.10017589018915,-1238.2896316628573
2025-05-20,81.28078336920711,83.96494669386281,150.0,58.74999983417489,1003.6122391211271,8.967578023704649,0.0,728.8917666912,15.284376961287393,30.568753922574786,244.15171850735237,2962.000452465649,2430.445205124142,265.7776236707534,2590.0863372638173,836.6331827864523,2295.791736694272,271.16929110845354,52.318984746168255,100.0,1579.6572734620281,18.658280677945122,0.0,1516.5596698259203,26.015960858601517,52.03192171720303,11.065681918904772
2025-05-21,81.55805742125688,80.08772974149791,140.0,54.43248609783045,-397.7258580484119,0.0,14.41112436677912,-1175.3433086106456,20.537422883383194,41.07484576676639,736.5426047954674,5190.090275647861,4549.202003187069,320.44413623039577,4982.453204241208,-363.99777866843084,5993.714087052685,323.6315520715226,53.16187695606159,100.0,-1827.3629670624882,0.0,25.621750968508312,-2089.660236722745,37.73008428546085,75.4601685709217,186.83710108933522
2025-05-22,94.30371007638357,93.38500528938555,126.0,37.10050509947921,279.84103961399353,1.1398578931904353,0.0,107.49282828770819,8.324019776797229,16.648039553594458,155.70017177269088,1687.8055555555584,1160.0277777777806,263.88888888888886,1298.9868950629836,334.38879243031636,1496.0110494241903,265.70647339576146,37.54089382193008,100.0,-362.88056187523665,0.0,1.8287433366733572,-172.45728142576257,22.436405527303926,44.87281105460785,-235.29609150408191
2025-05-23,77.40768980718235,68.60418386355218,115.5,55.18345049598119,-174.33968444207767,0.0,6.041288172868632,-467.6421609212145,14.52625100284325,29.0525020056865,264.2499744734503,1990.8915216437344,1359.05849652445,315.91651255964223,1585.3975639745147,-151.30642514507872,2371.431984113293,317.3639974968497,53.760677580475466,100.0,-207.47381665794978,0.0,2.6376290739968806,-204.17277318635615,26.323564170568023,52.647128341136046,-55.948171812729676
2025-05-24,21.504159895820255,28.240903687677406,100.0,14.924238915382604,225.764517528603,0.0,4.064287750462776,-87.39909364857515,10.13848926690138,20.27697853380276,292.8866326433754,10646.77765757216,9851.333521341765,397.7220681151979,10050.224584907226,206.48441002101038,10649.330768955027,402.79529703440573,14.979808674275219,100.0,-2193.6997964860266,0.0,8.330893690961185,-179.14887000550948,67.93304050132508,135.86608100265016,-2150.4170074831673
2025-05-25,14.705338509152863,9.266349189870537,110.0,71.46977645658508,648.1335993790267,0.0,58.19196047379473,-855.732477278395,64.65773385977192,129.31546771954385,1374.5506089378778,7641.500983645751,6847.557155629404,396.9719140081735,7378.6054213155885,604.5969128159044,7495.379310500294,360.68540100030475,43.53725739609092,93.51674560651057,9.178865554121273,0.0,75.8946638440411,-1116.056722864989,84.6033267297373,169.2066534594746,956.0289349596358
2025-05-26,31.198094336530094,28.648763029366293,116.45,36.8365805276603,-9.013474666414453,0.0,16.605175926169483,-518.049845019314,18.680284776365223,37.360569552730446,471.67580080016916,10569.110003647625,9712.609695433577,428.2501541070244,9875.692028489022,63.329272209201164,10645.738516643949,416.68788018206396,16.622219647705005,100.0,-1764.2991597226587,0.0,19.198072390852722,-598.943273529357,50.71123461728036,101.42246923456072,-1266.7783554278624
2025-05-27,77.39071099200538,71.7780136898932,132.0,63.2675463835526,6532.949738093486,62.53512195471363,0.0,4839.637550047053,58.97484680479689,117.94969360959378,1575.3624944368394,7781.554035146253,7211.554035146253,285.0,7829.889094378526,5810.443482453231,2684.4456119252964,332.5,54.62969223070466,84.63035307655042,7023.689640068989,84.32740427115678,0.0,6526.157772655095,78.8881882263564,157.7763764527128,339.7554909611815
2025-05-28,87.60471054873625,89.63741313274106,138.0,68.30840150214695,4039.086091393412,38.698540403917505,0.0,3390.174430743768,43.117233970991094,86.23446794198219,562.677192707662,1721.375,1246.375,237.5,1800.0722316619404,3680.405794345902,-1398.6509162383672,240.8413232227972,60.49592153252694,100.0,5165.5828771360575,59.642285661849385,0.0,5224.945171871358,63.121421410565304,126.24284282113061,-185.60513755643117
2025-05-29,26.848300708121084,34.629763841800646,112.0,56.727112779146594,1260.809184805656,0.0,75.8946638440411,-2037.6427570265805,84.32740427115678,168.65480854231356,3129.7971332899233,13341.946332819909,12416.058060359117,462.94413623039577,13158.757482423809,1091.5000187701958,12993.145736114406,462.94413623039577,44.10322576067743,56.727112779146616,-908.5594923766571,0.0,75.8946638440411,-2037.6427570265805,84.3274042711568,168.6548085423136,960.4284561076098
2025-05-30,68.92471913984697,71.08707348949036,120.5,60.611928075300156,3882.9704988803483,36.90649478348342,0.0,2543.769787387822,42.42320424158698,84.84640848317396,1254.3543030093524,5515.032567055378,4930.699541936094,292.16651255964234,5724.568130366017,3313.8131938241604,3064.364115247392,326.80458935276783,54.03407061457265,100.0,3830.6900164899976,50.97822344002536,0.0,3513.6597328521116,69.99151089350477,139.98302178700953,177.04726185087645
2025-05-31,57.57777485445837,57.071284259340736,120.005757061592,51.74243272754928,1271.4790353011495,10.67976254354863,0.0,614.9169632315206,17.608874150954218,35.217748301908436,621.3443237677204,11510.592306127517,10774.704033666725,367.94413623039577,10974.035368206378,719.1423199364351,10999.822072623243,372.4645121766499,42.21252014081617,100.0,1156.8030025683088,19.151466019650243,0.0,1102.6987986122317,34.031786336127766,68.06357267225553,-13.95936871617846
2025-06-01,30.362920396702084,27.044757370444618,97.81,22.389139664384217,454.9588810774349,0.7372072071309368,0.0,22.383763745991697,12.412020347986726,24.82404069597345,407.75107663546976,11022.703922444409,10096.815649983617,462.94413623039577,10515.744136387746,433.81037643712546,11015.772733185182,466.9194866172813,19.13938245200313,100.0,-596.4144239603783,33.53248428160198,0.0,1018.1441509459448,55.43768333238503,110.87536666477006,-1725.433941571093
2025-06-02,63.56645081607983,62.88279980485256,102.0,53.83023560030371,852.8781827141564,0.0,0.0,0.0,29.37268547347144,58.74537094694288,794.1328117672135,7152.678470447734,6234.345137114401,459.1666666666667,6532.1967881241435,937.8244590442719,6498.812745540276,452.22020823020245,34.30104952341316,100.0,83.4954094045853,0.0,4.689795212084583,-298.1136366864613,54.56540389599505,109.1308077919901,272.4782382990565
2025-06-03,12.389756283869906,0.4002931489941591,110.0,58.766468612421576,590.1116779253713,0.0,25.60435580267709,-317.23172820065935,35.77933652513078,71.55867305026156,835.784733075769,12207.093539631427,11316.649403401032,445.2220681151978,11505.948024272777,311.3937748369508,12084.99838566622,445.22206811519777,16.031751831091512,100.0,-472.47498240551033,0.0,5.5278041184388975,-68.48814581243028,60.88393155134735,121.7678631026947,-525.7546996957748
2025-06-04,42.60891870246573,34.66231996024342,117.9,65.6232626700459,219.97840822959068,0.0,19.907045219284612,-848.2176713548071,29.567091351383517,59.134182702767035,1009.0618968816307,10892.341669706355,10096.89753347596,397.7220681151979,10541.771965453387,41.959457397547524,11316.968297930094,408.57789493712835,49.38244238994466,100.0,-658.8971922000278,0.0,27.761397098187423,-1182.883112023536,45.05580818199638,90.11161636399277,433.8743034595153
2025-06-05,90.08768015455136,89.73641448006089,138.9,58.009673197178365,8412.677923342255,79.37687558953702,0.0,7150.878579777827,74.01172656152741,148.02345312305482,1113.7758904413731,4637.801591254478,4168.079369032255,234.8611111111111,5078.392976227825,7850.002452884489,-2180.7462804902875,295.4315980831885,54.188230886105735,62.50693359573083,5587.110845018888,80.47250528346304,0.0,7249.5813172120625,79.74956283173486,159.49912566346973,-1821.9695978566447
2025-06-06,89.43147752976539,91.34117137308162,130.0,52.61137211112845,5592.380697587507,52.59478222941948,0.0,4703.629085133232,49.785642189781264,99.57128437956253,789.1803280747117,8300.987135718577,7405.265221710403,447.8609570040867,7947.79256065005,4377.834929231075,4472.457631418976,451.25000000000006,38.0709838376616,83.91564746609504,6070.595570525875,83.27769862437694,0.0,7447.64763325654,79.40858090616375,158.8171618123275,-1535.8692245429925
2025-06-07,98.76759006640253,105.94104132158627,144.79502573665945,49.55670661404128,6325.085912114829,57.942678908489526,0.0,5722.858757782882,52.148411017640576,104.29682203528115,497.93033229666526,2661.961243521142,2035.4059961796352,313.2776236707534,2608.6772951825124,6279.681035699771,-2936.5224215367166,367.240659490271,49.22580816017985,72.1228032895987,7445.6714617667085,84.32740427115678,0.0,8328.814496417415,75.89466384404112,151.78932768808224,-1034.932362338789
