settlement_date,evaluation_segment,perfect_foresight_margin_gbp,forecast_strategy_margin_gbp,naive_strategy_margin_gbp,reserve_aware_forecast_margin_gbp,reserve_corridor_feasible,mean_reserve_corridor_width_mwh
2025-12-10,development_oof,6261.412505777012,5591.347347229263,3748.6893849501066,2948.611909920693,True,95.45214897959521
2025-12-11,development_oof,2622.538847319774,2197.302087479632,866.8864231765014,1448.9555219475174,True,90.88351131404302
2025-12-12,development_oof,2111.531032475682,1414.5744003815064,1302.7622117588585,956.6680241667867,True,102.03937392589238
2025-12-13,development_oof,1902.0338052249583,1472.9736442841688,1449.3986619054238,1411.4550556341796,True,98.48340511896322
2025-12-14,development_oof,4958.1468489574945,3405.9636913878685,3090.820795514771,2092.7737426037556,True,101.1482405076418
2025-12-15,development_oof,2799.0259193690817,2419.087095772765,1463.1189418926817,1725.8447041391964,True,96.58592704468707
2025-12-16,development_oof,1577.5833333333383,862.8273540036218,280.5094783883088,831.7589032364918,True,120.87994102489311
2025-12-17,development_oof,1280.3931163262419,590.8254189270793,-175.16666666666356,520.2315534644833,True,100.35239333728073
2025-12-18,development_oof,6732.411259945069,4796.797341673989,4602.390406313634,3193.4476919617755,True,87.37795860377771
2025-12-19,development_oof,6618.295728598893,6244.711089817269,4824.241739175461,3362.652763173631,True,99.45047857194804
2025-12-20,development_oof,1614.2673466430847,869.2145481009117,835.7389034879408,637.432932598259,True,90.71618797009937
2025-12-21,development_oof,100.75000000000058,-511.7842825105853,-1034.253244842475,-539.0918046029102,True,115.19031585332976
2025-12-22,development_oof,3704.46581461662,3278.1547924812194,100.3055555555567,1748.4326520653503,True,109.8342702748774
2025-12-23,development_oof,1142.0742085795348,339.73030898432,-306.7237298345258,324.2843998184407,True,111.57771142712987
2025-12-24,development_oof,2498.621202033189,2031.8989027776108,1020.951603461562,859.2840932399386,True,95.72834973188054
2025-12-25,development_oof,2646.2599299213525,1749.3451833061947,1904.0057211789574,1038.0531921889005,True,89.0524348235583
2025-12-26,development_oof,1551.1826616293565,1373.5695170365439,585.9340324105324,867.988534452912,True,106.16612765298764
2025-12-27,development_oof,551.9817178057976,175.36427186527118,-175.43503728965152,325.96884587068325,True,97.35346696312543
2025-12-28,development_oof,1359.0800017028653,1303.6029519584995,255.80218665612966,979.7189203290036,True,131.90190038925857
2025-12-29,development_oof,1125.501217140458,999.4521323531594,926.6805374680036,784.3508735671345,True,127.28019635022042
2025-12-30,development_oof,1505.572930302882,1480.3126224538114,1092.9180606243765,1259.9991635705796,True,128.49564027248246
2025-12-31,development_oof,3147.393491657745,1914.9070047689888,1823.3655623691584,1801.5872982838428,True,97.50794537963293
2026-01-01,development_oof,5124.935498473882,3041.284183334096,1149.123865370218,2260.769361181717,True,96.96062500457849
2026-01-02,development_oof,3954.3482378060676,3715.82527899312,-2707.629430433171,2216.5253133062665,True,91.20753961676304
2026-01-03,development_oof,1676.3602612514555,1291.8274178569784,701.2570631678614,862.4775792774072,True,91.09066795479153
2026-01-04,development_oof,1923.7273825338427,1842.0355118782838,1423.3330297016478,1632.004123769736,True,97.88454119722927
2026-01-05,development_oof,10826.201239119666,9775.357441659999,9389.80182669234,7658.154517168679,True,107.53658993915185
2026-01-06,development_oof,19005.33234136681,-996.1197116363044,879.9422783511466,663.580969629302,True,99.10124825671305
2026-01-07,development_oof,920.7957816870587,376.24773361351583,-1274.470229618933,296.49084129815594,True,105.33753388346388
