product,margin_bin,quantity_bin,orders,accepted_fraction_sum,sample_class,source_month
DML,<-10,10:25,1,1.0,standalone_parent,202604
DML,<-10,5:10,3,3.0,standalone_parent,202604
DML,>5,10:25,426,0.0,standalone_parent,202604
DML,>5,1:5,1,0.0,standalone_parent,202604
DML,>5,5:10,13,0.0,standalone_parent,202604
DML,>5,>25,282,0.0,standalone_parent,202604
DRH,-0.5:0,10:25,27,7.0,standalone_parent,202604
DRH,-0.5:0,1:5,2,0.0,standalone_parent,202604
DRH,-0.5:0,5:10,22,7.0,standalone_parent,202604
DRH,-0.5:0,>25,56,4.0,standalone_parent,202604
DRH,-10:-5,10:25,133,98.0,standalone_parent,202604
DRH,-10:-5,1:5,5,1.0,standalone_parent,202604
DRH,-10:-5,5:10,75,49.0,standalone_parent,202604
DRH,-10:-5,>25,48,13.0,standalone_parent,202604
DRH,-1:-0.5,10:25,31,10.0,standalone_parent,202604
DRH,-1:-0.5,1:5,1,0.0,standalone_parent,202604
DRH,-1:-0.5,5:10,21,9.0,standalone_parent,202604
DRH,-1:-0.5,>25,21,2.0,standalone_parent,202604
DRH,-2:-1,10:25,58,26.0,standalone_parent,202604
DRH,-2:-1,1:5,3,0.0,standalone_parent,202604
DRH,-2:-1,5:10,29,14.0,standalone_parent,202604
DRH,-2:-1,>25,79,13.0,standalone_parent,202604
DRH,-5:-2,0:1,1,0.0,standalone_parent,202604
DRH,-5:-2,10:25,122,79.0,standalone_parent,202604
DRH,-5:-2,1:5,3,1.0,standalone_parent,202604
DRH,-5:-2,5:10,70,44.0,standalone_parent,202604
DRH,-5:-2,>25,87,21.0,standalone_parent,202604
DRH,0.5:1,10:25,27,1.0,standalone_parent,202604
DRH,0.5:1,1:5,3,0.0,standalone_parent,202604
DRH,0.5:1,5:10,12,0.0,standalone_parent,202604
DRH,0.5:1,>25,17,3.0,standalone_parent,202604
DRH,0:0.5,10:25,26,1.0,standalone_parent,202604
DRH,0:0.5,1:5,5,1.0,standalone_parent,202604
DRH,0:0.5,5:10,14,5.0,standalone_parent,202604
DRH,0:0.5,>25,40,4.0,standalone_parent,202604
DRH,1:2,10:25,41,6.0,standalone_parent,202604
DRH,1:2,1:5,1,0.0,standalone_parent,202604
DRH,1:2,5:10,32,1.0,standalone_parent,202604
DRH,1:2,>25,44,2.0,standalone_parent,202604
DRH,2:5,10:25,87,5.0,standalone_parent,202604
DRH,2:5,1:5,7,0.0,standalone_parent,202604
DRH,2:5,5:10,37,4.0,standalone_parent,202604
DRH,2:5,>25,132,7.0,standalone_parent,202604
DRH,<-10,0:1,1,1.0,standalone_parent,202604
DRH,<-10,10:25,119,90.0,standalone_parent,202604
DRH,<-10,1:5,7,0.0,standalone_parent,202604
DRH,<-10,5:10,74,49.0,standalone_parent,202604
DRH,<-10,>25,39,10.0,standalone_parent,202604
DRH,>5,10:25,251,2.0,standalone_parent,202604
DRH,>5,1:5,19,0.0,standalone_parent,202604
DRH,>5,5:10,92,2.0,standalone_parent,202604
DRH,>5,>25,303,5.0,standalone_parent,202604
DRL,-0.5:0,10:25,14,3.0,standalone_parent,202604
DRL,-0.5:0,5:10,5,0.0,standalone_parent,202604
DRL,-0.5:0,>25,17,1.0,standalone_parent,202604
DRL,-10:-5,10:25,286,127.0,standalone_parent,202604
DRL,-10:-5,1:5,1,0.0,standalone_parent,202604
DRL,-10:-5,5:10,269,75.0,standalone_parent,202604
DRL,-10:-5,>25,304,145.0,standalone_parent,202604
DRL,-1:-0.5,10:25,13,3.0,standalone_parent,202604
DRL,-1:-0.5,1:5,1,1.0,standalone_parent,202604
DRL,-1:-0.5,5:10,5,1.0,standalone_parent,202604
DRL,-1:-0.5,>25,17,2.0,standalone_parent,202604
DRL,-2:-1,10:25,34,8.0,standalone_parent,202604
DRL,-2:-1,1:5,1,0.0,standalone_parent,202604
DRL,-2:-1,5:10,25,5.0,standalone_parent,202604
DRL,-2:-1,>25,41,10.0,standalone_parent,202604
DRL,-5:-2,10:25,129,27.0,standalone_parent,202604
DRL,-5:-2,1:5,3,1.0,standalone_parent,202604
DRL,-5:-2,5:10,80,20.0,standalone_parent,202604
DRL,-5:-2,>25,133,53.0,standalone_parent,202604
DRL,0.5:1,10:25,13,3.0,standalone_parent,202604
DRL,0.5:1,1:5,1,0.0,standalone_parent,202604
DRL,0.5:1,5:10,12,3.0,standalone_parent,202604
DRL,0.5:1,>25,26,7.0,standalone_parent,202604
DRL,0:0.5,10:25,19,0.0,standalone_parent,202604
DRL,0:0.5,5:10,14,1.0,standalone_parent,202604
DRL,0:0.5,>25,18,6.0,standalone_parent,202604
DRL,1:2,0:1,1,0.0,standalone_parent,202604
DRL,1:2,10:25,32,8.0,standalone_parent,202604
DRL,1:2,1:5,4,0.0,standalone_parent,202604
DRL,1:2,5:10,24,4.0,standalone_parent,202604
DRL,1:2,>25,33,5.0,standalone_parent,202604
DRL,2:5,10:25,99,11.0,standalone_parent,202604
DRL,2:5,1:5,2,0.0,standalone_parent,202604
DRL,2:5,5:10,54,9.0,standalone_parent,202604
DRL,2:5,>25,125,11.0,standalone_parent,202604
DRL,<-10,10:25,466,232.0,standalone_parent,202604
DRL,<-10,1:5,1,1.0,standalone_parent,202604
DRL,<-10,5:10,498,193.0,standalone_parent,202604
DRL,<-10,>25,489,272.0,standalone_parent,202604
DRL,>5,0:1,2,0.0,standalone_parent,202604
DRL,>5,10:25,450,16.0,standalone_parent,202604
DRL,>5,1:5,24,1.0,standalone_parent,202604
DRL,>5,5:10,174,9.0,standalone_parent,202604
DRL,>5,>25,382,6.0,standalone_parent,202604
NQR,-0.5:0,0:1,7,5.0,standalone_parent,202604
NQR,-0.5:0,10:25,707,308.0,standalone_parent,202604
NQR,-0.5:0,1:5,69,9.0,standalone_parent,202604
NQR,-0.5:0,5:10,125,11.0,standalone_parent,202604
NQR,-0.5:0,>25,342,153.0,standalone_parent,202604
NQR,-10:-5,0:1,16,9.0,standalone_parent,202604
NQR,-10:-5,10:25,313,151.0,standalone_parent,202604
NQR,-10:-5,1:5,50,5.0,standalone_parent,202604
NQR,-10:-5,5:10,123,32.0,standalone_parent,202604
NQR,-10:-5,>25,113,49.0,standalone_parent,202604
NQR,-1:-0.5,0:1,2,2.0,standalone_parent,202604
NQR,-1:-0.5,10:25,203,115.0,standalone_parent,202604
NQR,-1:-0.5,1:5,41,14.0,standalone_parent,202604
NQR,-1:-0.5,5:10,65,29.0,standalone_parent,202604
NQR,-1:-0.5,>25,117,54.0,standalone_parent,202604
NQR,-2:-1,0:1,5,3.0,standalone_parent,202604
NQR,-2:-1,10:25,268,112.0,standalone_parent,202604
NQR,-2:-1,1:5,46,3.0,standalone_parent,202604
NQR,-2:-1,5:10,97,29.0,standalone_parent,202604
NQR,-2:-1,>25,88,30.0,standalone_parent,202604
NQR,-5:-2,0:1,17,6.0,standalone_parent,202604
NQR,-5:-2,10:25,318,111.0,standalone_parent,202604
NQR,-5:-2,1:5,73,8.0,standalone_parent,202604
NQR,-5:-2,5:10,90,22.0,standalone_parent,202604
NQR,-5:-2,>25,215,66.0,standalone_parent,202604
NQR,0.5:1,0:1,2,0.0,standalone_parent,202604
NQR,0.5:1,10:25,371,113.0,standalone_parent,202604
NQR,0.5:1,1:5,61,3.0,standalone_parent,202604
NQR,0.5:1,5:10,65,4.0,standalone_parent,202604
NQR,0.5:1,>25,309,120.0,standalone_parent,202604
NQR,0:0.5,0:1,6,5.0,standalone_parent,202604
NQR,0:0.5,10:25,219,108.0,standalone_parent,202604
NQR,0:0.5,1:5,33,4.0,standalone_parent,202604
NQR,0:0.5,5:10,55,6.0,standalone_parent,202604
NQR,0:0.5,>25,189,78.0,standalone_parent,202604
NQR,1:2,0:1,6,3.0,standalone_parent,202604
NQR,1:2,10:25,198,60.0,standalone_parent,202604
NQR,1:2,1:5,50,1.0,standalone_parent,202604
NQR,1:2,5:10,65,6.0,standalone_parent,202604
NQR,1:2,>25,274,50.0,standalone_parent,202604
NQR,2:5,0:1,37,7.0,standalone_parent,202604
NQR,2:5,10:25,1450,73.0,standalone_parent,202604
NQR,2:5,1:5,400,0.0,standalone_parent,202604
NQR,2:5,5:10,674,11.0,standalone_parent,202604
NQR,2:5,>25,830,21.0,standalone_parent,202604
NQR,<-10,0:1,8,5.0,standalone_parent,202604
NQR,<-10,10:25,172,101.0,standalone_parent,202604
NQR,<-10,1:5,37,15.0,standalone_parent,202604
NQR,<-10,5:10,73,35.0,standalone_parent,202604
NQR,<-10,>25,61,29.0,standalone_parent,202604
NQR,>5,0:1,110,7.0,standalone_parent,202604
NQR,>5,10:25,6798,55.0,standalone_parent,202604
NQR,>5,1:5,2596,1.0,standalone_parent,202604
NQR,>5,5:10,4649,14.0,standalone_parent,202604
NQR,>5,>25,2615,8.0,standalone_parent,202604
NSR,-0.5:0,10:25,4,4.0,standalone_parent,202604
NSR,-0.5:0,>25,4,4.0,standalone_parent,202604
NSR,-10:-5,10:25,13,0.0,standalone_parent,202604
NSR,-10:-5,5:10,13,0.0,standalone_parent,202604
NSR,-2:-1,>25,2,2.0,standalone_parent,202604
NSR,-5:-2,10:25,4,4.0,standalone_parent,202604
NSR,-5:-2,>25,2,2.0,standalone_parent,202604
NSR,0:0.5,10:25,736,0.0,standalone_parent,202604
NSR,0:0.5,5:10,560,0.0,standalone_parent,202604
NSR,2:5,10:25,2,0.0,standalone_parent,202604
NSR,2:5,>25,1,0.0,standalone_parent,202604
NSR,<-10,10:25,3,0.0,standalone_parent,202604
NSR,<-10,5:10,3,0.0,standalone_parent,202604
NSR,>5,10:25,2110,0.0,standalone_parent,202604
NSR,>5,>25,1103,0.0,standalone_parent,202604
PBR,-0.5:0,0:1,142,81.0,standalone_parent,202604
PBR,-0.5:0,10:25,460,277.0,standalone_parent,202604
PBR,-0.5:0,1:5,123,48.0,standalone_parent,202604
PBR,-0.5:0,5:10,501,252.0,standalone_parent,202604
PBR,-10:-5,0:1,182,156.0,standalone_parent,202604
PBR,-10:-5,10:25,728,416.0,standalone_parent,202604
PBR,-10:-5,1:5,72,28.0,standalone_parent,202604
PBR,-10:-5,5:10,344,184.0,standalone_parent,202604
PBR,-1:-0.5,0:1,30,20.0,standalone_parent,202604
PBR,-1:-0.5,10:25,459,317.0,standalone_parent,202604
PBR,-1:-0.5,1:5,157,85.0,standalone_parent,202604
PBR,-1:-0.5,5:10,429,245.0,standalone_parent,202604
PBR,-2:-1,0:1,235,175.0,standalone_parent,202604
PBR,-2:-1,10:25,1536,1066.0,standalone_parent,202604
PBR,-2:-1,1:5,281,177.0,standalone_parent,202604
PBR,-2:-1,5:10,904,504.0,standalone_parent,202604
PBR,-5:-2,0:1,737,608.0,standalone_parent,202604
PBR,-5:-2,10:25,2107,1266.0,standalone_parent,202604
PBR,-5:-2,1:5,196,120.0,standalone_parent,202604
PBR,-5:-2,5:10,1009,675.0,standalone_parent,202604
PBR,0.5:1,10:25,168,29.0,standalone_parent,202604
PBR,0.5:1,1:5,88,11.0,standalone_parent,202604
PBR,0.5:1,5:10,333,38.0,standalone_parent,202604
PBR,0:0.5,0:1,115,5.0,standalone_parent,202604
PBR,0:0.5,10:25,540,129.0,standalone_parent,202604
PBR,0:0.5,1:5,167,27.0,standalone_parent,202604
PBR,0:0.5,5:10,634,111.0,standalone_parent,202604
PBR,1:2,10:25,85,9.0,standalone_parent,202604
PBR,1:2,1:5,154,14.0,standalone_parent,202604
PBR,1:2,5:10,412,55.0,standalone_parent,202604
PBR,2:5,10:25,17,0.0,standalone_parent,202604
PBR,2:5,1:5,122,19.0,standalone_parent,202604
PBR,2:5,5:10,597,63.0,standalone_parent,202604
PBR,<-10,0:1,118,99.0,standalone_parent,202604
PBR,<-10,10:25,507,330.0,standalone_parent,202604
PBR,<-10,1:5,54,24.0,standalone_parent,202604
PBR,<-10,5:10,228,137.0,standalone_parent,202604
