sample_class,product,margin_bin,quantity_bin,orders,accepted_fraction_sum
standalone_parent,PBR,-1:-0.5,5:10,928,496.0
standalone_parent,PBR,-2:-1,0:1,536,455.0
standalone_parent,PBR,-2:-1,10:25,3539,2447.0
standalone_parent,PBR,-2:-1,1:5,516,339.0
standalone_parent,PBR,-2:-1,5:10,1536,874.0
standalone_parent,PBR,-5:-2,0:1,1390,1207.0
standalone_parent,PBR,-5:-2,10:25,4850,3213.0
standalone_parent,PBR,-5:-2,1:5,406,253.0
standalone_parent,PBR,-5:-2,5:10,1698,1101.0
standalone_parent,PBR,0.5:1,10:25,516,71.0
standalone_parent,PBR,0.5:1,1:5,198,25.0
standalone_parent,PBR,0.5:1,5:10,713,102.0
standalone_parent,PBR,0:0.5,0:1,286,38.0
standalone_parent,PBR,0:0.5,10:25,1228,347.0
standalone_parent,PBR,0:0.5,1:5,347,52.0
standalone_parent,PBR,0:0.5,5:10,1291,217.0
standalone_parent,PBR,1:2,10:25,228,17.0
standalone_parent,PBR,1:2,1:5,293,41.0
standalone_parent,PBR,1:2,5:10,843,99.0
standalone_parent,PBR,2:5,10:25,193,0.0
standalone_parent,PBR,2:5,1:5,262,38.0
standalone_parent,PBR,2:5,5:10,1168,137.0
standalone_parent,PBR,<-10,0:1,209,186.0
standalone_parent,PBR,<-10,10:25,1009,599.0
standalone_parent,PBR,<-10,1:5,100,30.0
standalone_parent,PBR,<-10,5:10,355,174.0
standalone_parent,PBR,>5,10:25,1415,0.0
standalone_parent,PBR,>5,1:5,11,1.0
standalone_parent,PBR,>5,5:10,361,46.0
standalone_parent,PQR,-0.5:0,0:1,468,282.0
standalone_parent,PQR,-0.5:0,10:25,1492,340.0
standalone_parent,PQR,-0.5:0,1:5,660,282.0
standalone_parent,PQR,-0.5:0,5:10,936,247.0
standalone_parent,PQR,-0.5:0,>25,542,200.0
standalone_parent,PQR,-10:-5,0:1,1125,1072.0
standalone_parent,PQR,-10:-5,10:25,2702,1604.0
standalone_parent,PQR,-10:-5,1:5,1174,979.0
standalone_parent,PQR,-10:-5,5:10,1291,755.0
standalone_parent,PQR,-10:-5,>25,350,194.0
standalone_parent,PQR,-1:-0.5,0:1,823,625.0
standalone_parent,PQR,-1:-0.5,10:25,1135,224.0
standalone_parent,PQR,-1:-0.5,1:5,739,455.0
standalone_parent,PQR,-1:-0.5,5:10,730,190.0
standalone_parent,PQR,-1:-0.5,>25,241,86.0
standalone_parent,PQR,-2:-1,0:1,642,501.0
standalone_parent,PQR,-2:-1,10:25,1291,477.0
standalone_parent,PQR,-2:-1,1:5,815,492.0
standalone_parent,PQR,-2:-1,5:10,1017,359.0
standalone_parent,PQR,-2:-1,>25,353,171.0
standalone_parent,PQR,-5:-2,0:1,1045,875.0
standalone_parent,PQR,-5:-2,10:25,2845,1140.0
standalone_parent,PQR,-5:-2,1:5,1396,959.0
standalone_parent,PQR,-5:-2,5:10,1933,848.0
standalone_parent,PQR,-5:-2,>25,491,226.0
standalone_parent,PQR,0.5:1,0:1,8,3.0
standalone_parent,PQR,0.5:1,10:25,1767,175.0
standalone_parent,PQR,0.5:1,1:5,468,50.0
standalone_parent,PQR,0.5:1,5:10,1198,168.0
standalone_parent,PQR,0.5:1,>25,463,84.0
standalone_parent,PQR,0:0.5,0:1,906,423.0
standalone_parent,PQR,0:0.5,10:25,1578,229.0
standalone_parent,PQR,0:0.5,1:5,1030,358.0
standalone_parent,PQR,0:0.5,5:10,1343,284.0
standalone_parent,PQR,0:0.5,>25,309,84.0
standalone_parent,PQR,1:2,0:1,13,4.0
standalone_parent,PQR,1:2,10:25,1607,85.0
standalone_parent,PQR,1:2,1:5,570,62.0
standalone_parent,PQR,1:2,5:10,1724,201.0
standalone_parent,PQR,1:2,>25,475,57.0
standalone_parent,PQR,2:5,0:1,55,9.0
standalone_parent,PQR,2:5,10:25,2660,78.0
standalone_parent,PQR,2:5,1:5,1282,53.0
standalone_parent,PQR,2:5,5:10,2803,210.0
standalone_parent,PQR,2:5,>25,1296,23.0
standalone_parent,PQR,<-10,0:1,568,558.0
standalone_parent,PQR,<-10,10:25,1089,676.0
standalone_parent,PQR,<-10,1:5,434,386.0
standalone_parent,PQR,<-10,5:10,319,165.0
standalone_parent,PQR,<-10,>25,100,66.0
standalone_parent,PQR,>5,0:1,279,8.0
standalone_parent,PQR,>5,10:25,12367,55.0
standalone_parent,PQR,>5,1:5,5099,3.0
standalone_parent,PQR,>5,5:10,7994,44.0
standalone_parent,PQR,>5,>25,8247,9.0
standalone_parent,PSR,-0.5:0,0:1,31,24.0
standalone_parent,PSR,-0.5:0,10:25,12651,7203.0
standalone_parent,PSR,-0.5:0,1:5,686,361.0
standalone_parent,PSR,-0.5:0,5:10,2077,890.0
standalone_parent,PSR,-0.5:0,>25,2115,1236.0
standalone_parent,PSR,-10:-5,0:1,40,32.0
standalone_parent,PSR,-10:-5,10:25,27562,14842.0
standalone_parent,PSR,-10:-5,1:5,829,588.0
standalone_parent,PSR,-10:-5,5:10,1917,982.0
standalone_parent,PSR,-10:-5,>25,7515,5960.0
standalone_parent,PSR,-1:-0.5,0:1,59,45.0
standalone_parent,PSR,-1:-0.5,10:25,16212,10551.0
standalone_parent,PSR,-1:-0.5,1:5,847,530.0
standalone_parent,PSR,-1:-0.5,5:10,2154,983.0
standalone_parent,PSR,-1:-0.5,>25,2081,1496.0
standalone_parent,PSR,-2:-1,0:1,91,62.0
standalone_parent,PSR,-2:-1,10:25,37297,22663.0
standalone_parent,PSR,-2:-1,1:5,1990,1526.0
standalone_parent,PSR,-2:-1,5:10,4397,2323.0
standalone_parent,PSR,-2:-1,>25,7279,5722.0
standalone_parent,PSR,-5:-2,0:1,140,105.0
standalone_parent,PSR,-5:-2,10:25,81536,45160.0
standalone_parent,PSR,-5:-2,1:5,2784,2138.0
standalone_parent,PSR,-5:-2,5:10,7376,3937.0
standalone_parent,PSR,-5:-2,>25,20285,15892.0
standalone_parent,PSR,0.5:1,0:1,12,3.0
standalone_parent,PSR,0.5:1,10:25,5572,1829.0
standalone_parent,PSR,0.5:1,1:5,216,69.0
standalone_parent,PSR,0.5:1,5:10,991,227.0
standalone_parent,PSR,0.5:1,>25,1089,389.0
standalone_parent,PSR,0:0.5,0:1,25,18.0
standalone_parent,PSR,0:0.5,10:25,8907,3954.0
standalone_parent,PSR,0:0.5,1:5,404,172.0
standalone_parent,PSR,0:0.5,5:10,1361,403.0
standalone_parent,PSR,0:0.5,>25,1499,797.0
standalone_parent,PSR,1:2,0:1,49,34.0
standalone_parent,PSR,1:2,10:25,6373,1503.0
standalone_parent,PSR,1:2,1:5,273,78.0
standalone_parent,PSR,1:2,5:10,1105,173.0
standalone_parent,PSR,1:2,>25,2087,309.0
standalone_parent,PSR,2:5,0:1,23,1.0
standalone_parent,PSR,2:5,10:25,6073,603.0
standalone_parent,PSR,2:5,1:5,318,75.0
standalone_parent,PSR,2:5,5:10,1189,108.0
standalone_parent,PSR,2:5,>25,4861,258.0
standalone_parent,PSR,<-10,0:1,12,7.0
standalone_parent,PSR,<-10,10:25,3361,2012.0
standalone_parent,PSR,<-10,1:5,111,91.0
standalone_parent,PSR,<-10,5:10,204,106.0
standalone_parent,PSR,<-10,>25,870,676.0
standalone_parent,PSR,>5,0:1,112,0.0
standalone_parent,PSR,>5,10:25,6451,55.0
standalone_parent,PSR,>5,1:5,940,30.0
standalone_parent,PSR,>5,5:10,2302,42.0
standalone_parent,PSR,>5,>25,4180,5.0
