auction_id,product,family,direction,delivery_start_utc,delivery_end_utc,window_hours,cleared_volume_mw,clearing_price_gbp_per_mw_per_hour,availability_payment_per_mw_gbp,minimum_mw,whole_mw,bm_required,response_seconds,energy_guard_hours
2703,NSR,Slow Reserve,downward,2026-04-29 16:30:00+00:00,2026-04-29 17:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 16:30:00+00:00,2026-04-29 17:00:00+00:00,0.5,393,2.4,1.2,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 16:30:00+00:00,2026-04-29 17:00:00+00:00,0.5,500,1.21,0.605,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 16:30:00+00:00,2026-04-29 17:00:00+00:00,0.5,1801,5.61,2.805,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 17:00:00+00:00,2026-04-29 17:30:00+00:00,0.5,4,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 17:00:00+00:00,2026-04-29 17:30:00+00:00,0.5,156,8.32,4.16,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 17:00:00+00:00,2026-04-29 17:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 17:00:00+00:00,2026-04-29 17:30:00+00:00,0.5,537,16.33,8.165,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 17:00:00+00:00,2026-04-29 17:30:00+00:00,0.5,441,5.0,2.5,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 17:00:00+00:00,2026-04-29 17:30:00+00:00,0.5,1801,5.61,2.805,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 17:30:00+00:00,2026-04-29 18:00:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 17:30:00+00:00,2026-04-29 18:00:00+00:00,0.5,287,8.78,4.39,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 17:30:00+00:00,2026-04-29 18:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 17:30:00+00:00,2026-04-29 18:00:00+00:00,0.5,472,20.77,10.385,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 17:30:00+00:00,2026-04-29 18:00:00+00:00,0.5,440,17.16,8.58,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 17:30:00+00:00,2026-04-29 18:00:00+00:00,0.5,1801,5.61,2.805,1,True,False,900.0,1.0
2703,DCH,Dynamic Containment,downward,2026-04-29 18:00:00+00:00,2026-04-29 22:00:00+00:00,4.0,1089,0.56,2.24,1,True,False,1.0,0.25
2703,DCL,Dynamic Containment,upward,2026-04-29 18:00:00+00:00,2026-04-29 22:00:00+00:00,4.0,1048,3.65,14.6,1,True,False,1.0,0.25
2703,DMH,Dynamic Moderation,downward,2026-04-29 18:00:00+00:00,2026-04-29 22:00:00+00:00,4.0,590,-2.15,-8.6,1,True,False,1.0,0.5
2703,DML,Dynamic Moderation,upward,2026-04-29 18:00:00+00:00,2026-04-29 22:00:00+00:00,4.0,530,6.82,27.28,1,True,False,1.0,0.5
2703,DRH,Dynamic Regulation,downward,2026-04-29 18:00:00+00:00,2026-04-29 22:00:00+00:00,4.0,500,-9.34,-37.36,1,True,False,10.0,1.0
2703,DRL,Dynamic Regulation,upward,2026-04-29 18:00:00+00:00,2026-04-29 22:00:00+00:00,4.0,480,18.68,74.72,1,True,False,10.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 18:00:00+00:00,2026-04-29 18:30:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 18:00:00+00:00,2026-04-29 18:30:00+00:00,0.5,300,1.0,0.5,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 18:00:00+00:00,2026-04-29 18:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 18:00:00+00:00,2026-04-29 18:30:00+00:00,0.5,400,3.38,1.69,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 18:00:00+00:00,2026-04-29 18:30:00+00:00,0.5,500,9.45,4.725,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 18:00:00+00:00,2026-04-29 18:30:00+00:00,0.5,1801,5.61,2.805,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 18:30:00+00:00,2026-04-29 19:00:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 18:30:00+00:00,2026-04-29 19:00:00+00:00,0.5,300,1.0,0.5,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 18:30:00+00:00,2026-04-29 19:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 18:30:00+00:00,2026-04-29 19:00:00+00:00,0.5,400,3.38,1.69,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 18:30:00+00:00,2026-04-29 19:00:00+00:00,0.5,500,9.16,4.58,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 18:30:00+00:00,2026-04-29 19:00:00+00:00,0.5,1801,5.61,2.805,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 19:00:00+00:00,2026-04-29 19:30:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 19:00:00+00:00,2026-04-29 19:30:00+00:00,0.5,300,1.27,0.635,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 19:00:00+00:00,2026-04-29 19:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 19:00:00+00:00,2026-04-29 19:30:00+00:00,0.5,400,3.38,1.69,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 19:00:00+00:00,2026-04-29 19:30:00+00:00,0.5,500,4.93,2.465,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 19:00:00+00:00,2026-04-29 19:30:00+00:00,0.5,1801,5.61,2.805,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 19:30:00+00:00,2026-04-29 20:00:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 19:30:00+00:00,2026-04-29 20:00:00+00:00,0.5,300,2.26,1.13,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 19:30:00+00:00,2026-04-29 20:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 19:30:00+00:00,2026-04-29 20:00:00+00:00,0.5,400,3.38,1.69,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 19:30:00+00:00,2026-04-29 20:00:00+00:00,0.5,500,7.65,3.825,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 19:30:00+00:00,2026-04-29 20:00:00+00:00,0.5,1801,5.61,2.805,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 20:00:00+00:00,2026-04-29 20:30:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 20:00:00+00:00,2026-04-29 20:30:00+00:00,0.5,300,1.0,0.5,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 20:00:00+00:00,2026-04-29 20:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 20:00:00+00:00,2026-04-29 20:30:00+00:00,0.5,400,6.32,3.16,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 20:00:00+00:00,2026-04-29 20:30:00+00:00,0.5,500,7.9,3.95,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 20:00:00+00:00,2026-04-29 20:30:00+00:00,0.5,1806,4.9,2.45,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 20:30:00+00:00,2026-04-29 21:00:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 20:30:00+00:00,2026-04-29 21:00:00+00:00,0.5,300,0.78,0.39,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 20:30:00+00:00,2026-04-29 21:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 20:30:00+00:00,2026-04-29 21:00:00+00:00,0.5,392,0.5,0.25,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 20:30:00+00:00,2026-04-29 21:00:00+00:00,0.5,479,10.99,5.495,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 20:30:00+00:00,2026-04-29 21:00:00+00:00,0.5,1806,4.9,2.45,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 21:00:00+00:00,2026-04-29 21:30:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 21:00:00+00:00,2026-04-29 21:30:00+00:00,0.5,300,0.78,0.39,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 21:00:00+00:00,2026-04-29 21:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 21:00:00+00:00,2026-04-29 21:30:00+00:00,0.5,390,1.76,0.88,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 21:00:00+00:00,2026-04-29 21:30:00+00:00,0.5,482,7.56,3.78,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 21:00:00+00:00,2026-04-29 21:30:00+00:00,0.5,1806,4.9,2.45,1,True,False,900.0,1.0
2703,NBR,Balancing Reserve,downward,2026-04-29 21:30:00+00:00,2026-04-29 22:00:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2703,NQR,Quick Reserve,downward,2026-04-29 21:30:00+00:00,2026-04-29 22:00:00+00:00,0.5,300,1.0,0.5,1,True,False,60.0,1.0
2703,NSR,Slow Reserve,downward,2026-04-29 21:30:00+00:00,2026-04-29 22:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2703,PBR,Balancing Reserve,upward,2026-04-29 21:30:00+00:00,2026-04-29 22:00:00+00:00,0.5,390,1.76,0.88,1,True,True,,0.5
2703,PQR,Quick Reserve,upward,2026-04-29 21:30:00+00:00,2026-04-29 22:00:00+00:00,0.5,493,9.08,4.54,1,True,False,60.0,1.0
2703,PSR,Slow Reserve,upward,2026-04-29 21:30:00+00:00,2026-04-29 22:00:00+00:00,0.5,1806,4.9,2.45,1,True,False,900.0,1.0
2704,DCH,Dynamic Containment,downward,2026-04-29 22:00:00+00:00,2026-04-30 02:00:00+00:00,4.0,1150,0.59,2.36,1,True,False,1.0,0.25
2704,DCL,Dynamic Containment,upward,2026-04-29 22:00:00+00:00,2026-04-30 02:00:00+00:00,4.0,1093,1.27,5.08,1,True,False,1.0,0.25
2704,DMH,Dynamic Moderation,downward,2026-04-29 22:00:00+00:00,2026-04-30 02:00:00+00:00,4.0,588,0.26,1.04,1,True,False,1.0,0.5
2704,DML,Dynamic Moderation,upward,2026-04-29 22:00:00+00:00,2026-04-30 02:00:00+00:00,4.0,530,4.06,16.24,1,True,False,1.0,0.5
2704,DRH,Dynamic Regulation,downward,2026-04-29 22:00:00+00:00,2026-04-30 02:00:00+00:00,4.0,500,-8.29,-33.16,1,True,False,10.0,1.0
2704,DRL,Dynamic Regulation,upward,2026-04-29 22:00:00+00:00,2026-04-30 02:00:00+00:00,4.0,480,13.02,52.08,1,True,False,10.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-29 22:00:00+00:00,2026-04-29 22:30:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-29 22:00:00+00:00,2026-04-29 22:30:00+00:00,0.5,339,0.0,0.0,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-29 22:00:00+00:00,2026-04-29 22:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-29 22:00:00+00:00,2026-04-29 22:30:00+00:00,0.5,186,0.01,0.005,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-29 22:00:00+00:00,2026-04-29 22:30:00+00:00,0.5,382,9.71,4.855,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-29 22:00:00+00:00,2026-04-29 22:30:00+00:00,0.5,1807,2.46,1.23,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-29 22:30:00+00:00,2026-04-29 23:00:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-29 22:30:00+00:00,2026-04-29 23:00:00+00:00,0.5,340,0.0,0.0,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-29 22:30:00+00:00,2026-04-29 23:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-29 22:30:00+00:00,2026-04-29 23:00:00+00:00,0.5,186,0.01,0.005,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-29 22:30:00+00:00,2026-04-29 23:00:00+00:00,0.5,300,3.32,1.66,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-29 22:30:00+00:00,2026-04-29 23:00:00+00:00,0.5,1807,2.46,1.23,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-29 23:00:00+00:00,2026-04-29 23:30:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-29 23:00:00+00:00,2026-04-29 23:30:00+00:00,0.5,300,1.91,0.955,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-29 23:00:00+00:00,2026-04-29 23:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-29 23:00:00+00:00,2026-04-29 23:30:00+00:00,0.5,203,0.7,0.35,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-29 23:00:00+00:00,2026-04-29 23:30:00+00:00,0.5,300,0.45,0.225,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-29 23:00:00+00:00,2026-04-29 23:30:00+00:00,0.5,1807,2.46,1.23,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-29 23:30:00+00:00,2026-04-30 00:00:00+00:00,0.5,4,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-29 23:30:00+00:00,2026-04-30 00:00:00+00:00,0.5,313,0.0,0.0,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-29 23:30:00+00:00,2026-04-30 00:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-29 23:30:00+00:00,2026-04-30 00:00:00+00:00,0.5,200,0.31,0.155,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-29 23:30:00+00:00,2026-04-30 00:00:00+00:00,0.5,300,0.01,0.005,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-29 23:30:00+00:00,2026-04-30 00:00:00+00:00,0.5,1807,2.46,1.23,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 00:00:00+00:00,2026-04-30 00:30:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 00:00:00+00:00,2026-04-30 00:30:00+00:00,0.5,300,1.91,0.955,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 00:00:00+00:00,2026-04-30 00:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 00:00:00+00:00,2026-04-30 00:30:00+00:00,0.5,204,0.77,0.385,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 00:00:00+00:00,2026-04-30 00:30:00+00:00,0.5,300,1.94,0.97,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 00:00:00+00:00,2026-04-30 00:30:00+00:00,0.5,1798,1.92,0.96,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 00:30:00+00:00,2026-04-30 01:00:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 00:30:00+00:00,2026-04-30 01:00:00+00:00,0.5,300,1.91,0.955,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 00:30:00+00:00,2026-04-30 01:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 00:30:00+00:00,2026-04-30 01:00:00+00:00,0.5,203,0.83,0.415,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 00:30:00+00:00,2026-04-30 01:00:00+00:00,0.5,300,0.89,0.445,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 00:30:00+00:00,2026-04-30 01:00:00+00:00,0.5,1798,1.92,0.96,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 01:00:00+00:00,2026-04-30 01:30:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 01:00:00+00:00,2026-04-30 01:30:00+00:00,0.5,301,0.5,0.25,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 01:00:00+00:00,2026-04-30 01:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 01:00:00+00:00,2026-04-30 01:30:00+00:00,0.5,203,0.73,0.365,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 01:00:00+00:00,2026-04-30 01:30:00+00:00,0.5,300,0.79,0.395,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 01:00:00+00:00,2026-04-30 01:30:00+00:00,0.5,1798,1.92,0.96,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 01:30:00+00:00,2026-04-30 02:00:00+00:00,0.5,0,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 01:30:00+00:00,2026-04-30 02:00:00+00:00,0.5,304,0.5,0.25,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 01:30:00+00:00,2026-04-30 02:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 01:30:00+00:00,2026-04-30 02:00:00+00:00,0.5,203,0.76,0.38,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 01:30:00+00:00,2026-04-30 02:00:00+00:00,0.5,300,1.0,0.5,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 01:30:00+00:00,2026-04-30 02:00:00+00:00,0.5,1798,1.92,0.96,1,True,False,900.0,1.0
2704,DCH,Dynamic Containment,downward,2026-04-30 02:00:00+00:00,2026-04-30 06:00:00+00:00,4.0,1210,0.2,0.8,1,True,False,1.0,0.25
2704,DCL,Dynamic Containment,upward,2026-04-30 02:00:00+00:00,2026-04-30 06:00:00+00:00,4.0,1234,3.43,13.72,1,True,False,1.0,0.25
2704,DMH,Dynamic Moderation,downward,2026-04-30 02:00:00+00:00,2026-04-30 06:00:00+00:00,4.0,510,2.24,8.96,1,True,False,1.0,0.5
2704,DML,Dynamic Moderation,upward,2026-04-30 02:00:00+00:00,2026-04-30 06:00:00+00:00,4.0,500,5.34,21.36,1,True,False,1.0,0.5
2704,DRH,Dynamic Regulation,downward,2026-04-30 02:00:00+00:00,2026-04-30 06:00:00+00:00,4.0,500,-4.52,-18.08,1,True,False,10.0,1.0
2704,DRL,Dynamic Regulation,upward,2026-04-30 02:00:00+00:00,2026-04-30 06:00:00+00:00,4.0,480,14.0,56.0,1,True,False,10.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 02:00:00+00:00,2026-04-30 02:30:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 02:00:00+00:00,2026-04-30 02:30:00+00:00,0.5,309,1.48,0.74,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 02:00:00+00:00,2026-04-30 02:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 02:00:00+00:00,2026-04-30 02:30:00+00:00,0.5,334,2.26,1.13,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 02:00:00+00:00,2026-04-30 02:30:00+00:00,0.5,320,0.0,0.0,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 02:00:00+00:00,2026-04-30 02:30:00+00:00,0.5,1800,2.5,1.25,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 02:30:00+00:00,2026-04-30 03:00:00+00:00,0.5,4,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 02:30:00+00:00,2026-04-30 03:00:00+00:00,0.5,307,9.42,4.71,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 02:30:00+00:00,2026-04-30 03:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 02:30:00+00:00,2026-04-30 03:00:00+00:00,0.5,336,2.08,1.04,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 02:30:00+00:00,2026-04-30 03:00:00+00:00,0.5,320,0.0,0.0,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 02:30:00+00:00,2026-04-30 03:00:00+00:00,0.5,1800,2.5,1.25,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 03:00:00+00:00,2026-04-30 03:30:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 03:00:00+00:00,2026-04-30 03:30:00+00:00,0.5,309,1.48,0.74,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 03:00:00+00:00,2026-04-30 03:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 03:00:00+00:00,2026-04-30 03:30:00+00:00,0.5,334,1.98,0.99,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 03:00:00+00:00,2026-04-30 03:30:00+00:00,0.5,320,0.0,0.0,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 03:00:00+00:00,2026-04-30 03:30:00+00:00,0.5,1800,2.55,1.275,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 03:30:00+00:00,2026-04-30 04:00:00+00:00,0.5,4,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 03:30:00+00:00,2026-04-30 04:00:00+00:00,0.5,309,1.48,0.74,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 03:30:00+00:00,2026-04-30 04:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 03:30:00+00:00,2026-04-30 04:00:00+00:00,0.5,336,2.03,1.015,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 03:30:00+00:00,2026-04-30 04:00:00+00:00,0.5,320,0.0,0.0,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 03:30:00+00:00,2026-04-30 04:00:00+00:00,0.5,1800,2.55,1.275,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 04:00:00+00:00,2026-04-30 04:30:00+00:00,0.5,4,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 04:00:00+00:00,2026-04-30 04:30:00+00:00,0.5,334,0.0,0.0,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 04:00:00+00:00,2026-04-30 04:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 04:00:00+00:00,2026-04-30 04:30:00+00:00,0.5,370,1.99,0.995,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 04:00:00+00:00,2026-04-30 04:30:00+00:00,0.5,300,1.78,0.89,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 04:00:00+00:00,2026-04-30 04:30:00+00:00,0.5,1821,2.99,1.495,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 04:30:00+00:00,2026-04-30 05:00:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 04:30:00+00:00,2026-04-30 05:00:00+00:00,0.5,336,0.0,0.0,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 04:30:00+00:00,2026-04-30 05:00:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 04:30:00+00:00,2026-04-30 05:00:00+00:00,0.5,222,2.4,1.2,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 04:30:00+00:00,2026-04-30 05:00:00+00:00,0.5,500,4.1,2.05,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 04:30:00+00:00,2026-04-30 05:00:00+00:00,0.5,1801,3.19,1.595,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 05:00:00+00:00,2026-04-30 05:30:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 05:00:00+00:00,2026-04-30 05:30:00+00:00,0.5,336,0.0,0.0,1,True,False,60.0,1.0
2704,NSR,Slow Reserve,downward,2026-04-30 05:00:00+00:00,2026-04-30 05:30:00+00:00,0.5,0,0.0,0.0,1,True,False,900.0,1.0
2704,PBR,Balancing Reserve,upward,2026-04-30 05:00:00+00:00,2026-04-30 05:30:00+00:00,0.5,289,4.5,2.25,1,True,True,,0.5
2704,PQR,Quick Reserve,upward,2026-04-30 05:00:00+00:00,2026-04-30 05:30:00+00:00,0.5,498,7.31,3.655,1,True,False,60.0,1.0
2704,PSR,Slow Reserve,upward,2026-04-30 05:00:00+00:00,2026-04-30 05:30:00+00:00,0.5,1802,3.96,1.98,1,True,False,900.0,1.0
2704,NBR,Balancing Reserve,downward,2026-04-30 05:30:00+00:00,2026-04-30 06:00:00+00:00,0.5,2,0.0,0.0,1,True,True,,0.5
2704,NQR,Quick Reserve,downward,2026-04-30 05:30:00+00:00,2026-04-30 06:00:00+00:00,0.5,350,0.0,0.0,1,True,False,60.0,1.0
