bmUnit,settlementDate,settlementPeriod,pair_count,bid_mean,offer_mean,spread,accepted,accepted_up,accepted_down
E_BROAB-1,2026-09-01,33,3,54.27666666666667,194.51666666666668,140.24,1,1,0
E_BROAB-1,2026-09-01,34,3,89.14666666666669,198.12333333333333,108.97666666666665,0,0,0
E_BROAB-1,2026-09-01,35,3,89.15666666666668,207.02333333333334,117.86666666666666,0,0,0
E_BROAB-1,2026-09-01,36,2,98.705,220.585,121.88000000000001,0,0,0
E_BROAB-1,2026-09-01,37,2,106.845,209.915,103.07,0,0,0
E_BROAB-1,2026-09-01,38,3,106.85666666666667,203.29333333333332,96.43666666666665,0,0,0
E_BROAB-1,2026-09-01,39,2,124.58500000000001,199.975,75.38999999999999,0,0,0
E_BROAB-1,2026-09-01,40,2,125.725,199.965,74.24000000000001,0,0,0
E_BROAB-1,2026-09-01,41,2,126.045,213.45499999999998,87.40999999999998,1,1,1
E_BROAB-1,2026-09-01,42,2,126.055,210.45499999999998,84.39999999999998,1,1,1
E_BROAB-1,2026-09-01,43,3,129.8166666666667,210.4433333333333,80.62666666666661,1,1,1
E_BROAB-1,2026-09-01,44,3,124.93666666666668,204.6833333333333,79.74666666666663,1,1,1
E_BROAB-1,2026-09-01,45,2,119.545,198.435,78.89,1,1,0
E_BROAB-1,2026-09-01,46,2,121.015,198.425,77.41000000000001,1,1,1
E_BROAB-1,2026-09-01,47,2,121.025,187.675,66.65,1,1,1
E_BROAB-1,2026-09-01,48,2,121.035,187.665,66.63,1,0,1
E_BROAB-1,2026-09-02,1,2,116.35499999999999,186.985,70.63000000000002,0,0,0
E_BROAB-1,2026-09-02,2,3,125.76333333333334,196.98333333333335,71.22000000000001,1,1,1
E_BROAB-1,2026-09-02,3,3,119.05666666666667,191.07333333333335,72.01666666666668,1,0,1
E_BROAB-1,2026-09-02,4,2,131.015,193.54500000000002,62.53000000000003,1,0,1
E_BROAB-1,2026-09-02,5,3,139.02666666666667,197.58,58.55333333333334,1,1,0
E_BROAB-1,2026-09-02,6,3,140.01666666666665,205.64333333333332,65.62666666666667,1,1,0
E_BROAB-1,2026-09-02,7,2,129.785,202.435,72.65,1,1,0
E_BROAB-1,2026-09-02,8,4,129.7975,203.065,73.26749999999998,0,0,0
E_BROAB-1,2026-09-02,9,3,132.53666666666666,206.27666666666664,73.73999999999998,0,0,0
E_BROAB-1,2026-09-02,10,3,132.02666666666667,212.74666666666667,80.72,0,0,0
E_BROAB-1,2026-09-02,11,2,129.165,209.975,80.81,0,0,0
E_BROAB-1,2026-09-02,12,3,130.40666666666667,215.58,85.17333333333335,0,0,0
E_BROAB-1,2026-09-02,13,2,139.245,211.695,72.44999999999999,1,1,1
E_BROAB-1,2026-09-02,14,3,139.83666666666667,199.98333333333335,60.146666666666675,1,1,1
E_BROAB-1,2026-09-02,15,3,137.60000000000002,199.97333333333333,62.373333333333306,1,1,1
E_BROAB-1,2026-09-02,16,3,131.85,199.96333333333334,68.11333333333334,1,0,1
E_BROAB-1,2026-09-02,17,3,127.47666666666667,199.95333333333335,72.47666666666667,1,1,1
E_BROAB-1,2026-09-02,18,3,118.73666666666666,197.97333333333336,79.2366666666667,1,0,0
E_BROAB-1,2026-09-02,19,2,121.745,192.35500000000002,70.61000000000001,1,1,1
E_BROAB-1,2026-09-02,20,2,121.755,192.345,70.59,0,0,0
E_BROAB-1,2026-09-02,21,2,121.765,198.185,76.42,1,0,1
E_BROAB-1,2026-09-02,22,3,130.60666666666665,195.88333333333333,65.27666666666667,1,1,1
E_BROAB-1,2026-09-02,23,3,125.62666666666667,201.92,76.29333333333332,1,1,0
E_BROAB-1,2026-09-02,24,3,122.92666666666668,195.81000000000003,72.88333333333335,0,0,0
E_BROAB-1,2026-09-02,25,3,127.27666666666669,196.9666666666667,69.69000000000001,1,1,1
E_BROAB-1,2026-09-02,26,3,127.28666666666668,200.41,73.12333333333332,1,1,1
E_BROAB-1,2026-09-02,27,3,127.29666666666667,198.1,70.80333333333333,1,1,1
E_BROAB-1,2026-09-02,28,4,-50.0,1250.0,1300.0,1,0,0
E_BROAB-1,2026-09-02,29,3,111.24666666666667,190.24333333333334,78.99666666666667,0,0,0
E_BROAB-1,2026-09-02,30,4,118.0275,199.185,81.1575,0,0,0
E_BROAB-1,2026-09-02,31,3,116.54666666666667,198.03666666666666,81.49,0,0,0
E_BROAB-1,2026-09-02,32,3,120.51666666666667,201.58,81.06333333333335,0,0,0
E_BROAB-1,2026-09-02,33,4,-50.0,1250.0,1300.0,0,0,0
E_BROAB-1,2026-09-02,34,2,119.485,215.115,95.63000000000001,0,0,0
E_BROAB-1,2026-09-02,35,3,131.04666666666665,215.10333333333332,84.05666666666667,1,1,1
E_BROAB-1,2026-09-02,36,3,133.45333333333332,204.98333333333335,71.53000000000003,0,0,0
E_BROAB-1,2026-09-02,37,3,133.93666666666664,204.97333333333333,71.03666666666669,0,0,0
E_BROAB-1,2026-09-02,38,3,128.81333333333333,204.96333333333334,76.15,0,0,0
E_BROAB-1,2026-09-02,39,3,129.21,204.95333333333335,75.74333333333334,1,1,0
E_BROAB-1,2026-09-02,40,3,125.04666666666667,204.9433333333333,79.89666666666663,1,1,1
E_BROAB-1,2026-09-02,41,3,120.63,196.48333333333335,75.85333333333335,1,0,1
E_BROAB-1,2026-09-02,42,3,122.77666666666669,194.70333333333335,71.92666666666666,1,1,1
E_BROAB-1,2026-09-02,43,4,114.9925,183.2075,68.215,1,0,1
E_BROAB-1,2026-09-02,44,2,103.775,180.945,77.16999999999999,1,0,0
E_BROAB-1,2026-09-02,45,3,114.12666666666667,185.07000000000002,70.94333333333336,0,0,0
E_BROAB-1,2026-09-02,46,2,114.08500000000001,178.885,64.79999999999998,0,0,0
E_BROAB-1,2026-09-02,47,3,118.98666666666666,173.48333333333335,54.496666666666684,1,1,1
E_BROAB-1,2026-09-02,48,3,118.90000000000002,171.58333333333334,52.68333333333332,1,1,1
E_BROAB-1,2026-09-03,1,3,114.93333333333334,171.57333333333335,56.640000000000015,1,1,1
E_BROAB-1,2026-09-03,2,3,100.03000000000002,171.56333333333336,71.53333333333335,1,1,1
E_BROAB-1,2026-09-03,3,2,88.705,168.985,80.28000000000002,1,0,1
E_BROAB-1,2026-09-03,4,2,87.685,163.085,75.4,0,0,0
E_BROAB-1,2026-09-03,5,3,92.31666666666666,160.41666666666666,68.1,1,1,1
E_BROAB-1,2026-09-03,6,2,93.065,163.065,70.0,1,1,1
E_BROAB-1,2026-09-03,7,2,101.015,163.055,62.040000000000006,1,1,1
E_BROAB-1,2026-09-03,8,3,101.02666666666669,169.59666666666666,68.56999999999998,1,1,1
E_BROAB-1,2026-09-03,9,3,104.78666666666668,174.14333333333332,69.35666666666664,1,1,1
E_BROAB-1,2026-09-03,10,3,104.79666666666667,184.29666666666665,79.49999999999999,1,1,1
E_BROAB-1,2026-09-03,11,2,104.805,191.375,86.57,0,0,0
E_BROAB-1,2026-09-03,12,3,109.85000000000001,200.05333333333337,90.20333333333336,0,0,0
E_BROAB-1,2026-09-03,13,2,93.065,182.285,89.22,0,0,0
E_BROAB-1,2026-09-03,14,3,89.60000000000001,181.88333333333333,92.28333333333332,0,0,0
E_BROAB-1,2026-09-03,15,2,79.285,181.875,102.59,0,0,0
E_BROAB-1,2026-09-03,16,3,80.14999999999999,180.08333333333334,99.93333333333335,0,0,0
E_BROAB-1,2026-09-03,17,3,73.91,180.07333333333335,106.16333333333336,0,0,0
E_BROAB-1,2026-09-03,18,2,61.095,171.785,110.69,0,0,0
E_BROAB-1,2026-09-03,19,2,48.035,171.775,123.74000000000001,0,0,0
E_BROAB-1,2026-09-03,20,3,52.81999999999999,145.34333333333333,92.52333333333334,1,1,1
E_BROAB-1,2026-09-03,21,3,40.25666666666666,143.48666666666665,103.22999999999999,1,0,0
E_BROAB-1,2026-09-03,22,3,25.846666666666664,142.34333333333333,116.49666666666667,1,0,1
E_BROAB-1,2026-09-03,23,3,4.516666666666667,119.22333333333334,114.70666666666668,1,0,0
E_BROAB-1,2026-09-03,24,3,4.526666666666667,109.20333333333333,104.67666666666666,0,0,0
E_BROAB-1,2026-09-03,25,4,8.912500000000001,94.86749999999999,85.95499999999998,0,0,0
E_BROAB-1,2026-09-03,26,3,-22.453333333333333,87.21666666666665,109.66999999999999,1,1,0
E_BROAB-1,2026-09-03,27,4,-2.4150000000000005,88.24000000000001,90.65500000000002,1,1,1
E_BROAB-1,2026-09-03,28,4,0.0275,102.035,102.0075,1,1,1
E_BROAB-1,2026-09-03,29,4,0.037500000000000006,139.8825,139.845,0,0,0
E_BROAB-1,2026-09-03,30,3,18.936666666666667,163.21,144.27333333333334,1,1,1
E_BROAB-1,2026-09-03,31,3,18.94666666666667,192.49,173.54333333333335,0,0,0
E_BROAB-1,2026-09-03,32,3,45.43666666666667,186.62666666666667,141.19,1,1,1
E_BROAB-1,2026-09-03,33,2,79.945,192.475,112.53,1,1,1
E_BROAB-1,2026-09-03,34,2,90.975,190.95499999999998,99.97999999999999,1,1,1
E_BROAB-1,2026-09-03,35,2,90.975,188.785,97.81,1,1,1
E_BROAB-1,2026-09-03,36,2,91.015,188.775,97.76,0,0,0
E_BROAB-1,2026-09-03,37,3,115.91666666666667,201.77999999999997,85.8633333333333,0,0,0
E_BROAB-1,2026-09-03,38,2,122.215,205.035,82.82,0,0,0
E_BROAB-1,2026-09-03,39,2,122.245,205.025,82.78,0,0,0
E_BROAB-1,2026-09-03,40,3,119.93,198.78333333333333,78.85333333333332,0,0,0
E_BROAB-1,2026-09-03,41,2,114.215,196.685,82.47,0,0,0
E_BROAB-1,2026-09-03,42,2,107.015,196.675,89.66000000000001,1,0,0
E_BROAB-1,2026-09-03,43,2,100.505,193.175,92.67000000000002,1,1,1
E_BROAB-1,2026-09-03,44,2,101.35499999999999,193.165,91.81,0,0,0
E_BROAB-1,2026-09-03,45,3,98.58,193.15333333333334,94.57333333333334,0,0,0
E_BROAB-1,2026-09-03,46,2,95.285,193.14499999999998,97.85999999999999,0,0,0
E_BROAB-1,2026-09-03,47,3,101.49,178.76333333333332,77.27333333333333,0,0,0
E_BROAB-1,2026-09-03,48,3,101.03666666666668,178.75333333333333,77.71666666666665,0,0,0
E_BROAB-1,2026-09-04,1,3,101.00666666666666,178.74333333333334,77.73666666666668,0,0,0
E_BROAB-1,2026-09-04,2,3,101.01666666666667,178.73333333333335,77.71666666666668,0,0,0
E_BROAB-1,2026-09-04,3,3,106.95333333333333,178.72333333333333,71.77,1,1,1
E_BROAB-1,2026-09-04,4,2,107.525,178.715,71.19,1,0,1
E_BROAB-1,2026-09-04,5,2,111.195,175.285,64.09,1,1,1
E_BROAB-1,2026-09-04,6,2,105.66499999999999,175.275,69.61000000000001,1,1,0
E_BROAB-1,2026-09-04,7,2,98.215,174.915,76.69999999999999,1,1,1
E_BROAB-1,2026-09-04,8,2,111.225,174.905,63.68000000000001,1,1,0
E_BROAB-1,2026-09-04,9,2,91.91499999999999,174.89499999999998,82.97999999999999,1,1,0
E_BROAB-1,2026-09-04,10,3,83.35666666666667,164.95333333333335,81.59666666666668,0,0,0
E_BROAB-1,2026-09-04,11,2,80.065,169.815,89.75,1,1,1
E_BROAB-1,2026-09-04,12,3,81.39666666666668,174.12666666666667,92.72999999999999,1,1,1
E_BROAB-1,2026-09-04,13,3,85.94,163.68333333333334,77.74333333333334,0,0,0
E_BROAB-1,2026-09-04,14,3,50.85,159.98333333333332,109.13333333333333,0,0,0
E_BROAB-1,2026-09-04,15,3,18.209999999999997,159.97333333333333,141.76333333333332,0,0,0
E_BROFB-1,2026-08-28,16,4,112.78249999999998,183.23,70.4475,0,0,0
E_BROFB-1,2026-08-28,17,4,108.91,183.26,74.35,0,0,0
E_BROFB-1,2026-08-28,18,4,105.8575,183.32,77.46249999999999,0,0,0
E_BROFB-1,2026-08-28,19,4,104.92,186.53,81.61,0,0,0
E_BROFB-1,2026-08-28,20,4,104.455,184.16,79.705,0,0,0
E_BROFB-1,2026-08-28,21,4,106.72999999999999,174.07,67.34,1,1,1
E_BROFB-1,2026-08-28,22,4,101.96999999999998,182.78,80.81000000000002,1,1,0
E_BROFB-1,2026-08-28,23,4,107.695,176.85,69.155,1,1,1
E_BROFB-1,2026-08-28,24,4,106.34,188.62,82.28,1,1,1
E_BROFB-1,2026-08-28,25,4,96.26249999999999,173.76,77.4975,0,0,0
E_BROFB-1,2026-08-28,26,4,102.32,200.0,97.68,0,0,0
E_BROFB-1,2026-08-28,27,4,107.85000000000001,173.1,65.24999999999999,1,0,1
E_BROFB-1,2026-08-28,28,4,109.26499999999999,181.35,72.08500000000001,1,1,1
E_BROFB-1,2026-08-28,29,4,97.6175,180.47000000000003,82.85250000000002,1,0,0
E_BROFB-1,2026-08-28,30,4,98.58500000000001,178.51500000000001,79.93,0,0,0
E_BROFB-1,2026-08-28,31,4,75.0,179.48250000000002,104.48250000000002,0,0,0
E_BROFB-1,2026-08-28,32,4,0.0,177.82999999999998,177.82999999999998,0,0,0
E_BROFB-1,2026-08-28,33,4,60.565,175.67,115.10499999999999,0,0,0
E_BROFB-1,2026-08-28,34,4,66.49249999999999,179.81,113.31750000000001,0,0,0
E_BROFB-1,2026-08-28,35,4,96.5725,167.16,70.58749999999999,0,0,0
E_BROFB-1,2026-08-28,36,4,101.35249999999999,209.35,107.9975,1,1,1
E_BROFB-1,2026-08-28,37,4,103.35249999999999,203.41,100.0575,0,0,0
E_BROFB-1,2026-08-28,38,4,107.92,240.0,132.07999999999998,0,0,0
E_BROFB-1,2026-08-28,39,4,108.1525,171.44,63.287499999999994,1,1,1
E_BROFB-1,2026-08-28,40,4,90.21000000000001,168.43,78.22,1,1,1
E_BROFB-1,2026-08-28,41,4,92.31,211.0,118.69,1,1,0
E_BROFB-1,2026-08-28,42,4,103.57749999999999,173.84,70.26250000000002,1,1,1
E_BROFB-1,2026-08-28,43,4,101.37,164.81,63.44,1,1,1
E_BROFB-1,2026-08-28,44,4,99.9275,156.81,56.88250000000001,1,1,1
E_BROFB-1,2026-08-28,45,4,93.81,194.0,100.19,1,1,1
E_BROFB-1,2026-08-28,46,4,87.37,190.0,102.63,1,1,1
E_BROFB-1,2026-08-28,47,4,79.8825,149.22,69.3375,0,0,0
E_BROFB-1,2026-08-28,48,4,84.53999999999999,151.09,66.55000000000001,1,0,1
E_BROFB-1,2026-08-29,1,4,78.8225,152.25,73.4275,1,1,1
E_BROFB-1,2026-08-29,2,4,77.55999999999999,158.8,81.24000000000002,1,1,1
E_BROFB-1,2026-08-29,3,4,81.0525,174.22,93.1675,1,1,1
E_BROFB-1,2026-08-29,4,4,77.27000000000001,154.68,77.41,1,0,0
E_BROFB-1,2026-08-29,5,4,77.21999999999998,162.75,85.53000000000002,1,1,1
E_BROFB-1,2026-08-29,6,4,74.0,142.49,68.49000000000001,1,1,1
E_BROFB-1,2026-08-29,7,4,70.0,151.09,81.09,0,0,0
E_BROFB-1,2026-08-29,8,4,70.0,154.13,84.13,0,0,0
E_BROFB-1,2026-08-29,9,4,70.0,170.06,100.06,0,0,0
E_BROFB-1,2026-08-29,10,4,70.0,175.87,105.87,0,0,0
E_BROFB-1,2026-08-29,11,4,79.4,182.82,103.41999999999999,1,1,1
E_BROFB-1,2026-08-29,12,4,78.4,189.79,111.38999999999999,1,1,1
E_BROFB-1,2026-08-29,13,4,75.0,193.41,118.41,1,1,1
E_BROFB-1,2026-08-29,14,4,68.33,199.44,131.11,0,0,0
E_BROFB-1,2026-08-29,15,4,64.0,183.1125,119.11250000000001,0,0,0
E_BROFB-1,2026-08-29,16,4,64.0,185.4425,121.4425,1,0,1
E_BROFB-1,2026-08-29,17,4,105.24,206.71,101.47000000000001,1,1,1
E_BROFB-1,2026-08-29,18,4,72.0,193.685,121.685,0,0,0
E_BROFB-1,2026-08-29,19,4,115.74,200.56,84.82000000000001,1,1,1
E_BROFB-1,2026-08-29,20,4,113.42,199.57,86.14999999999999,1,1,0
E_BROFB-1,2026-08-29,21,4,108.99749999999999,198.84,89.84250000000002,0,0,0
E_BROFB-1,2026-08-29,22,4,105.63,200.82,95.19,0,0,0
E_BROFB-1,2026-08-29,23,4,101.6775,198.18,96.50250000000001,0,0,0
E_BROFB-1,2026-08-29,24,4,104.88,197.99,93.11000000000001,0,0,0
E_BROFB-1,2026-08-29,25,4,102.66,194.42,91.75999999999999,0,0,0
E_BROFB-1,2026-08-29,26,4,99.62249999999999,195.87,96.24750000000002,0,0,0
E_BROFB-1,2026-08-29,27,4,98.695,198.05,99.35500000000002,0,0,0
E_BROFB-1,2026-08-29,28,4,99.53999999999999,197.33,97.79000000000002,0,0,0
E_BROFB-1,2026-08-29,29,4,99.33,200.0,100.67,0,0,0
E_BROFB-1,2026-08-29,30,4,96.35249999999999,192.41,96.0575,0,0,0
E_BROFB-1,2026-08-29,31,4,104.965,191.42,86.45499999999998,0,0,0
E_BROFB-1,2026-08-29,32,4,105.3675,188.58,83.2125,0,0,0
E_BROFB-1,2026-08-29,33,4,106.29750000000001,186.86,80.5625,1,1,1
E_BROFB-1,2026-08-29,34,4,106.33250000000001,185.08,78.7475,0,0,0
E_BROFB-1,2026-08-29,35,4,108.1325,186.07,77.9375,1,1,1
E_BROFB-1,2026-08-29,36,4,109.72500000000001,184.95,75.22499999999998,0,0,0
E_BROFB-1,2026-08-29,37,4,110.5675,186.46,75.89250000000001,0,0,0
E_BROFB-1,2026-08-29,38,4,117.13,205.0,87.87,0,0,0
E_BROFB-1,2026-08-29,39,4,100.32499999999999,191.53,91.20500000000001,0,0,0
E_BROFB-1,2026-08-29,40,4,103.91,192.54,88.63,0,0,0
E_BROFB-1,2026-08-29,41,4,109.98250000000002,190.14,80.15749999999997,1,0,1
E_BROFB-1,2026-08-29,42,4,101.05000000000001,190.57,89.51999999999998,1,0,0
E_BROFB-1,2026-08-29,43,4,99.6875,192.01,92.32249999999999,0,0,0
E_BROFB-1,2026-08-29,44,4,120.73,155.87,35.14,1,1,1
E_BROFB-1,2026-08-29,45,4,98.955,184.09,85.135,0,0,0
E_BROFB-1,2026-08-29,46,4,102.79750000000001,188.41,85.61249999999998,1,1,1
E_BROFB-1,2026-08-29,47,4,98.75,190.69,91.94,0,0,0
E_BROFB-1,2026-08-29,48,4,109.32,192.17,82.85,0,0,0
E_BROFB-1,2026-08-30,1,4,109.39999999999999,188.98,79.58,0,0,0
E_BROFB-1,2026-08-30,2,4,110.66250000000001,187.89,77.22749999999998,0,0,0
E_BROFB-1,2026-08-30,3,4,112.17250000000001,180.61,68.4375,0,0,0
E_BROFB-1,2026-08-30,4,4,122.78,215.0,92.22,0,0,0
E_BROFB-1,2026-08-30,5,4,109.86000000000001,186.64,76.77999999999997,0,0,0
E_BROFB-1,2026-08-30,6,4,109.24749999999999,184.68,75.43250000000002,0,0,0
E_BROFB-1,2026-08-30,7,4,110.36000000000001,185.21,74.85,0,0,0
E_BROFB-1,2026-08-30,8,4,112.9925,189.99,76.9975,0,0,0
E_BROFB-1,2026-08-30,9,4,117.96249999999999,187.4,69.43750000000001,1,1,1
E_BROFB-1,2026-08-30,10,4,120.28999999999999,186.97,66.68,1,0,0
E_BROFB-1,2026-08-30,11,4,110.7775,181.44,70.6625,1,1,1
E_BROFB-1,2026-08-30,12,4,109.93499999999999,179.945,70.01,1,1,0
E_BROFB-1,2026-08-30,13,4,113.68,182.22,68.53999999999999,1,1,1
E_BROFB-1,2026-08-30,14,4,111.39500000000001,181.29,69.89499999999998,1,1,1
E_BROFB-1,2026-08-30,15,4,114.4825,193.8,79.31750000000001,0,0,0
E_BROFB-1,2026-08-30,16,4,107.59499999999998,187.82,80.22500000000001,0,0,0
E_BROFB-1,2026-08-30,17,4,116.8125,186.95,70.13749999999999,0,0,0
E_BROFB-1,2026-08-30,18,4,119.44999999999999,181.01,61.56,0,0,0
E_BROFB-1,2026-08-30,19,4,107.28000000000002,220.0,112.71999999999998,0,0,0
E_BROFB-1,2026-08-30,20,4,120.25,240.0,119.75,0,0,0
E_BROFB-1,2026-08-30,21,4,110.31500000000001,199.44,89.12499999999999,0,0,0
E_BROFB-1,2026-08-30,22,4,105.465,196.31,90.845,0,0,0
E_BROFB-1,2026-08-30,23,4,111.53999999999999,208.62,97.08000000000001,0,0,0
E_BROFB-1,2026-08-30,24,4,115.795,212.28,96.485,0,0,0
E_BROFB-1,2026-08-30,25,4,114.955,211.17,96.21499999999999,0,0,0
E_BROFB-1,2026-08-30,26,4,114.82,210.03,95.21000000000001,0,0,0
E_BROFB-1,2026-08-30,27,4,114.0175,193.88,79.8625,0,0,0
E_BROFB-1,2026-08-30,28,4,113.88999999999999,194.38,80.49000000000001,0,0,0
E_BROFB-1,2026-08-30,29,4,112.27000000000001,201.47,89.19999999999999,0,0,0
E_BROFB-1,2026-08-30,30,4,109.91499999999999,209.48,99.565,0,0,0
E_BROFB-1,2026-08-30,31,4,104.39500000000001,204.18,99.785,1,1,1
E_BROFB-1,2026-08-30,32,4,106.4275,201.23,94.8025,1,1,0
E_BROFB-1,2026-08-30,33,4,109.2775,202.88,93.60249999999999,0,0,0
E_BROFB-1,2026-08-30,34,4,108.73750000000001,189.22750000000002,80.49000000000001,0,0,0
E_BROFB-1,2026-08-30,35,4,117.91,195.89,77.97999999999999,1,1,1
E_BROFB-1,2026-08-30,36,4,121.94999999999999,190.89,68.94,1,1,1
E_BROFB-1,2026-08-30,37,4,121.695,192.0,70.305,1,1,1
E_BROFB-1,2026-08-30,38,4,121.76249999999999,191.93,70.16750000000002,1,1,1
E_BROFB-1,2026-08-30,39,4,120.16749999999999,199.0,78.83250000000001,1,1,1
E_BROFB-1,2026-08-30,40,4,129.97,199.0,69.03,1,1,1
E_BROFB-1,2026-08-30,41,4,129.48,199.0,69.52000000000001,1,1,1
E_BROFB-1,2026-08-30,42,4,120.52000000000001,185.89,65.36999999999998,1,1,1
E_BROFB-1,2026-08-30,43,4,117.33,199.0,81.67,1,1,0
E_BROFB-1,2026-08-30,44,4,118.42,226.0,107.58,1,1,1
E_BROFB-1,2026-08-30,45,4,111.2225,192.56,81.3375,1,0,1
E_BROFB-1,2026-08-30,46,4,111.85000000000001,187.56,75.71,1,1,0
E_BROFB-1,2026-08-30,47,4,108.42,190.78,82.36,1,1,1
E_BROFB-1,2026-08-30,48,4,108.955,186.56,77.605,1,1,1
E_BROFB-1,2026-08-31,1,4,107.6825,188.46,80.7775,1,1,0
E_BROFB-1,2026-08-31,2,4,107.1775,187.56,80.38250000000001,0,0,0
E_BROFB-1,2026-08-31,3,4,106.01,186.61,80.60000000000001,0,0,0
E_BROFB-1,2026-08-31,4,4,102.6775,182.65,79.97250000000001,0,0,0
E_BROFB-1,2026-08-31,5,4,100.2225,188.22,87.9975,0,0,0
E_BROFB-1,2026-08-31,6,4,105.12249999999999,197.15,92.02750000000002,1,1,1
E_BROFB-1,2026-08-31,7,4,107.64750000000001,205.42,97.77249999999998,1,0,1
E_BROFB-1,2026-08-31,8,4,106.3075,189.01,82.70249999999999,1,1,1
E_BROFB-1,2026-08-31,9,4,106.6425,193.33,86.68750000000001,1,0,1
E_BROFB-1,2026-08-31,10,4,115.2325,196.0,80.7675,1,1,1
E_BROFB-1,2026-08-31,11,4,115.955,190.73,74.77499999999999,1,1,1
E_BROFB-1,2026-08-31,12,4,111.17500000000001,227.0,115.82499999999999,1,0,1
E_BROFB-1,2026-08-31,13,4,115.15,228.0,112.85,1,1,1
E_BROFB-1,2026-08-31,14,4,118.94,227.0,108.06,1,1,1
E_BROFB-1,2026-08-31,15,4,111.06,228.0,116.94,1,1,1
E_BROFB-1,2026-08-31,16,4,112.29,227.0,114.71,1,1,1
E_BROFB-1,2026-08-31,17,4,95.19,227.0,131.81,1,1,1
E_BROFB-1,2026-08-31,18,4,69.48,228.0,158.51999999999998,1,1,1
E_BROFB-1,2026-08-31,19,4,53.33,225.0,171.67000000000002,1,1,1
E_BROFB-1,2026-08-31,20,4,38.54,225.0,186.46,1,1,1
E_BROFB-1,2026-08-31,21,4,16.0875,117.16,101.07249999999999,1,1,0
E_BROFB-1,2026-08-31,22,4,17.31,210.0,192.69,0,0,0
E_BROFB-1,2026-08-31,23,4,25.590000000000003,194.52,168.93,1,1,1
E_BROFB-1,2026-08-31,24,4,30.089999999999996,213.19,183.1,1,1,0
E_BROFB-1,2026-08-31,25,4,28.205,226.77,198.565,0,0,0
E_BROFB-1,2026-08-31,26,4,31.097500000000004,216.37,185.2725,0,0,0
E_BROFB-1,2026-08-31,27,4,48.255,210.3375,162.0825,0,0,0
E_BROFB-1,2026-08-31,28,4,61.224999999999994,207.3375,146.1125,0,0,0
E_BROFB-1,2026-08-31,29,4,84.965,195.0375,110.07249999999999,1,0,0
E_BROFB-1,2026-08-31,30,4,50.0,190.75,140.75,1,1,0
E_BROFB-1,2026-08-31,31,4,92.28000000000002,192.1275,99.84749999999998,1,1,0
E_BROFB-1,2026-08-31,32,4,100.93,215.46,114.53,1,1,0
E_BROFB-1,2026-08-31,33,4,95.5075,208.76,113.2525,1,1,0
E_BROFB-1,2026-08-31,34,4,99.96249999999999,204.75,104.78750000000001,1,1,1
E_BROFB-1,2026-08-31,35,4,70.0,202.1825,132.1825,1,1,1
E_BROFB-1,2026-08-31,36,4,123.29,204.14,80.84999999999998,1,1,1
E_BROFB-1,2026-08-31,37,4,129.24,202.8,73.56,1,1,1
E_BROFB-1,2026-08-31,38,4,125.82,225.0,99.18,1,1,1
E_BROFB-1,2026-08-31,39,4,124.01,225.0,100.99,1,1,1
E_BROFB-1,2026-08-31,40,4,124.94,220.0,95.06,0,0,0
E_BROFB-1,2026-08-31,41,4,108.6425,195.73,87.08749999999999,0,0,0
E_BROFB-1,2026-08-31,42,4,104.3075,204.25,99.9425,0,0,0
E_BROFB-1,2026-08-31,43,4,104.135,202.12,97.985,0,0,0
E_BROFB-1,2026-08-31,44,4,104.28750000000001,199.63,95.34249999999999,0,0,0
E_BROFB-1,2026-08-31,45,4,107.72500000000001,200.34,92.615,0,0,0
E_BROFB-1,2026-08-31,46,4,107.85000000000001,206.74,98.89,1,1,1
E_BROFB-1,2026-08-31,47,4,106.295,202.97,96.675,1,1,1
E_BROFB-1,2026-08-31,48,4,102.8925,199.34,96.4475,1,1,1
E_BROFB-1,2026-09-01,1,4,100.79750000000001,199.34,98.54249999999999,1,1,1
E_BROFB-1,2026-09-01,2,4,107.82749999999999,202.97,95.14250000000001,1,1,1
E_BROFB-1,2026-09-01,3,4,108.81500000000001,199.11,90.295,1,1,1
E_BROFB-1,2026-09-01,4,4,98.39999999999999,195.05,96.65000000000002,1,1,0
E_BROFB-1,2026-09-01,5,4,87.53,185.77749999999997,98.24749999999997,1,0,0
E_BROFB-1,2026-09-01,6,4,91.67500000000001,190.9475,99.27249999999998,0,0,0
E_BROFB-1,2026-09-01,7,4,97.63,188.9675,91.3375,0,0,0
E_BROFB-1,2026-09-01,8,4,91.41749999999999,185.48749999999998,94.07,1,0,0
E_BROFB-1,2026-09-01,9,4,106.43,189.8,83.37,1,1,1
E_BROFB-1,2026-09-01,10,4,85.0,183.01749999999998,98.01749999999998,1,0,0
E_BROFB-1,2026-09-01,11,4,122.44,183.21,60.77000000000001,1,1,1
E_BROFB-1,2026-09-01,12,4,119.62,180.0,60.379999999999995,1,1,1
E_BROFB-1,2026-09-01,13,4,113.03,200.0,86.97,1,1,1
E_BROFB-1,2026-09-01,14,4,117.98,200.0,82.02,1,1,1
E_BROFB-1,2026-09-01,15,4,86.66250000000001,190.0,103.33749999999999,1,1,1
E_BROFB-1,2026-09-01,16,4,86.32,220.0,133.68,1,1,1
E_BROFB-1,2026-09-01,17,4,70.53,210.0,139.47,1,1,1
E_BROFB-1,2026-09-01,18,4,48.685,220.61,171.925,0,0,0
