bmUnit,settlementDate,settlementPeriod,pair_count,bid_mean,offer_mean,spread,accepted,accepted_up,accepted_down
E_ARNKB-2,2026-08-31,22,2,5.550000000000001,15.55,10.0,0,0,0
E_ARNKB-2,2026-08-31,23,2,34.15,44.15,10.0,0,0,0
E_ARNKB-2,2026-08-31,24,2,21.099999999999998,31.099999999999998,10.0,0,0,0
E_ARNKB-2,2026-08-31,25,2,37.699999999999996,47.699999999999996,10.0,0,0,0
E_ARNKB-2,2026-08-31,26,2,33.8,43.8,10.0,0,0,0
E_ARNKB-2,2026-08-31,27,2,41.099999999999994,51.099999999999994,10.0,0,0,0
E_ARNKB-2,2026-08-31,28,2,65.0,75.0,10.0,0,0,0
E_ARNKB-2,2026-08-31,29,2,54.300000000000004,64.3,9.999999999999993,0,0,0
E_ARNKB-2,2026-08-31,30,2,69.6,79.6,10.0,0,0,0
E_ARNKB-2,2026-08-31,31,2,67.15,77.15,10.0,0,0,0
E_ARNKB-2,2026-08-31,32,2,88.5,98.5,10.0,0,0,0
E_ARNKB-2,2026-08-31,33,2,89.05000000000001,99.05000000000001,10.0,0,0,0
E_ARNKB-2,2026-08-31,34,2,90.45,100.45,10.0,0,0,0
E_ARNKB-2,2026-08-31,35,2,90.5,100.5,10.0,0,0,0
E_ARNKB-2,2026-08-31,36,2,105.8,115.8,10.0,0,0,0
E_ARNKB-2,2026-08-31,37,2,95.15,105.15,10.0,0,0,0
E_ARNKB-2,2026-08-31,38,2,96.2,106.2,10.0,0,0,0
E_ARNKB-2,2026-08-31,39,2,94.4,104.4,10.0,0,0,0
E_ARNKB-2,2026-08-31,40,2,94.1,104.1,10.0,0,0,0
E_ARNKB-2,2026-08-31,41,2,94.10000000000001,104.10000000000001,10.0,0,0,0
E_ARNKB-2,2026-08-31,42,2,93.45,103.45,10.0,0,0,0
E_ARNKB-2,2026-08-31,43,2,93.7,103.7,10.0,0,0,0
E_ARNKB-2,2026-08-31,44,2,149.9,159.9,10.0,0,0,0
E_ARNKB-2,2026-08-31,45,2,90.0,100.0,10.0,0,0,0
E_ARNKB-2,2026-08-31,46,2,89.5,99.5,10.0,0,0,0
E_ARNKB-2,2026-08-31,47,2,137.25,147.25,10.0,0,0,0
E_ARNKB-2,2026-08-31,48,2,137.7,147.7,10.0,0,0,0
E_ARNKB-2,2026-09-01,1,2,139.39999999999998,149.39999999999998,10.0,0,0,0
E_ARNKB-2,2026-09-01,2,2,140.1,150.1,10.0,0,0,0
E_ARNKB-2,2026-09-01,3,2,140.89999999999998,150.89999999999998,10.0,0,0,0
E_ARNKB-2,2026-09-01,4,2,79.6,89.6,10.0,0,0,0
E_ARNKB-2,2026-09-01,5,2,79.8,89.8,10.0,0,0,0
E_ARNKB-2,2026-09-01,6,2,79.45,89.45,10.0,0,0,0
E_ARNKB-2,2026-09-01,7,2,74.3,84.3,10.0,0,0,0
E_ARNKB-2,2026-09-01,8,2,78.85,88.85,10.0,0,0,0
E_ARNKB-2,2026-09-01,9,2,75.4,85.4,10.0,0,0,0
E_ARNKB-2,2026-09-01,10,2,99.65,109.65,10.0,0,0,0
E_ARNKB-2,2026-09-01,11,2,84.25,94.25,10.0,0,0,0
E_ARNKB-2,2026-09-01,12,2,82.14999999999999,92.14999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-01,13,2,83.95,93.95,10.0,0,0,0
E_ARNKB-2,2026-09-01,14,2,136.15,146.15,10.0,0,0,0
E_ARNKB-2,2026-09-01,15,2,79.15,89.15,10.0,0,0,0
E_ARNKB-2,2026-09-01,16,2,104.9,114.9,10.0,0,0,0
E_ARNKB-2,2026-09-01,17,2,64.8,74.8,10.0,0,0,0
E_ARNKB-2,2026-09-01,18,2,85.8,95.8,10.0,0,0,0
E_ARNKB-2,2026-09-01,19,2,72.45,82.45,10.0,0,0,0
E_ARNKB-2,2026-09-01,20,2,68.6,78.6,10.0,0,0,0
E_ARNKB-2,2026-09-01,21,2,54.05,64.05,10.0,0,0,0
E_ARNKB-2,2026-09-01,22,2,30.849999999999998,40.85,10.000000000000004,0,0,0
E_ARNKB-2,2026-09-01,23,2,37.300000000000004,47.300000000000004,10.0,0,0,0
E_ARNKB-2,2026-09-01,24,2,20.049999999999997,30.049999999999997,10.0,0,0,0
E_ARNKB-2,2026-09-01,25,2,18.9,28.900000000000002,10.000000000000004,0,0,0
E_ARNKB-2,2026-09-01,26,2,23.35,33.35,10.0,0,0,0
E_ARNKB-2,2026-09-01,27,2,17.6,27.6,10.0,0,0,0
E_ARNKB-2,2026-09-01,28,2,39.4,49.4,10.0,0,0,0
E_ARNKB-2,2026-09-01,29,2,39.1,49.1,10.0,0,0,0
E_ARNKB-2,2026-09-01,30,2,41.8,51.8,10.0,0,0,0
E_ARNKB-2,2026-09-01,31,2,43.150000000000006,53.15,9.999999999999993,0,0,0
E_ARNKB-2,2026-09-01,32,2,71.45,81.45,10.0,0,0,0
E_ARNKB-2,2026-09-01,33,2,66.95,76.95,10.0,0,0,0
E_ARNKB-2,2026-09-01,34,2,84.85,94.85,10.0,0,0,0
E_ARNKB-2,2026-09-01,35,2,86.25,96.25,10.0,0,0,0
E_ARNKB-2,2026-09-01,36,2,94.89999999999999,104.89999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-01,37,2,106.45,116.45,10.0,0,0,0
E_ARNKB-2,2026-09-01,38,2,113.95,123.95,10.0,0,0,0
E_ARNKB-2,2026-09-01,39,2,97.0,107.0,10.0,0,0,0
E_ARNKB-2,2026-09-01,40,2,154.64999999999998,164.64999999999998,10.0,0,0,0
E_ARNKB-2,2026-09-01,41,2,153.3,163.3,10.0,0,0,0
E_ARNKB-2,2026-09-01,42,2,158.45,168.45,10.0,0,0,0
E_ARNKB-2,2026-09-01,43,2,95.14999999999999,105.14999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-01,44,2,166.7,176.7,10.0,0,0,0
E_ARNKB-2,2026-09-01,45,2,96.65,106.65,10.0,0,0,0
E_ARNKB-2,2026-09-01,46,2,98.05,108.05,10.0,0,0,0
E_ARNKB-2,2026-09-01,47,2,91.4,101.4,10.0,0,0,0
E_ARNKB-2,2026-09-01,48,2,100.7,110.7,10.0,0,0,0
E_ARNKB-2,2026-09-02,1,2,90.10000000000001,100.10000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-02,2,2,154.10000000000002,164.10000000000002,10.0,0,0,0
E_ARNKB-2,2026-09-02,3,2,81.4,91.4,10.0,0,0,0
E_ARNKB-2,2026-09-02,4,2,88.9,98.9,10.0,0,0,0
E_ARNKB-2,2026-09-02,5,2,158.7,168.7,10.0,0,0,0
E_ARNKB-2,2026-09-02,6,2,90.1,100.1,10.0,0,0,0
E_ARNKB-2,2026-09-02,7,2,92.10000000000001,102.10000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-02,8,2,94.85,104.85,10.0,0,0,0
E_ARNKB-2,2026-09-02,9,2,91.55,101.55,10.0,0,0,0
E_ARNKB-2,2026-09-02,10,2,91.95,101.95,10.0,0,0,0
E_ARNKB-2,2026-09-02,11,2,94.5,104.5,10.0,0,0,0
E_ARNKB-2,2026-09-02,12,2,96.0,106.0,10.0,0,0,0
E_ARNKB-2,2026-09-02,13,2,94.95,104.95,10.0,0,0,0
E_ARNKB-2,2026-09-02,14,2,168.2,178.2,10.0,0,0,0
E_ARNKB-2,2026-09-02,15,2,169.95,179.95,10.0,0,0,0
E_ARNKB-2,2026-09-02,16,2,98.75,108.75,10.0,0,0,0
E_ARNKB-2,2026-09-02,17,2,100.7,110.7,10.0,0,0,0
E_ARNKB-2,2026-09-02,18,2,90.64999999999999,100.64999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-02,19,2,91.8,101.8,10.0,0,0,0
E_ARNKB-2,2026-09-02,20,2,151.0,161.0,10.0,0,0,0
E_ARNKB-2,2026-09-02,21,2,151.95,161.95,10.0,0,0,0
E_ARNKB-2,2026-09-02,22,2,91.7,101.7,10.0,0,0,0
E_ARNKB-2,2026-09-02,23,2,91.1,101.1,10.0,0,0,0
E_ARNKB-2,2026-09-02,24,2,91.4,101.4,10.0,0,0,0
E_ARNKB-2,2026-09-02,25,2,86.30000000000001,96.30000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-02,26,2,88.0,98.0,10.0,0,0,0
E_ARNKB-2,2026-09-02,27,2,92.15,102.15,10.0,0,0,0
E_ARNKB-2,2026-09-02,28,2,140.55,150.55,10.0,0,0,0
E_ARNKB-2,2026-09-02,29,2,147.60000000000002,157.60000000000002,10.0,0,0,0
E_ARNKB-2,2026-09-02,30,2,87.85000000000001,97.85000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-02,31,2,83.5,93.5,10.0,0,0,0
E_ARNKB-2,2026-09-02,32,2,92.14999999999999,102.14999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-02,33,2,93.15,103.15,10.0,0,0,0
E_ARNKB-2,2026-09-02,34,2,103.35,113.35,10.0,0,0,0
E_ARNKB-2,2026-09-02,35,2,115.35,125.35,10.0,0,0,0
E_ARNKB-2,2026-09-02,36,2,110.75,120.75,10.0,0,0,0
E_ARNKB-2,2026-09-02,37,2,112.05,122.05,10.0,0,0,0
E_ARNKB-2,2026-09-02,38,2,117.0,127.0,10.0,0,0,0
E_ARNKB-2,2026-09-02,39,2,90.45,100.45,10.0,0,0,0
E_ARNKB-2,2026-09-02,40,2,91.05,101.05,10.0,0,0,0
E_ARNKB-2,2026-09-02,41,2,98.35,108.35,10.0,0,0,0
E_ARNKB-2,2026-09-02,42,2,95.55000000000001,105.55000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-02,43,2,89.5,99.5,10.0,0,0,0
E_ARNKB-2,2026-09-02,44,2,85.0,95.0,10.0,0,0,0
E_ARNKB-2,2026-09-02,45,2,82.35000000000001,92.35000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-02,46,2,79.55,89.55,10.0,0,0,0
E_ARNKB-2,2026-09-02,47,2,78.8,88.8,10.0,0,0,0
E_ARNKB-2,2026-09-02,48,2,79.05,89.05,10.0,0,0,0
E_ARNKB-2,2026-09-03,1,2,80.75,90.75,10.0,0,0,0
E_ARNKB-2,2026-09-03,2,2,132.25,142.25,10.0,0,0,0
E_ARNKB-2,2026-09-03,3,2,77.5,87.5,10.0,0,0,0
E_ARNKB-2,2026-09-03,4,2,76.10000000000001,86.10000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-03,5,2,77.1,87.1,10.0,0,0,0
E_ARNKB-2,2026-09-03,6,2,67.64999999999999,77.64999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-03,7,2,128.8,138.8,10.0,0,0,0
E_ARNKB-2,2026-09-03,8,2,128.55,138.55,10.0,0,0,0
E_ARNKB-2,2026-09-03,9,2,127.4,137.4,10.0,0,0,0
E_ARNKB-2,2026-09-03,10,2,81.65,91.65,10.0,0,0,0
E_ARNKB-2,2026-09-03,11,2,82.85000000000001,92.85000000000001,10.0,0,0,0
E_ARNKB-2,2026-09-03,12,2,85.85,95.85,10.0,0,0,0
E_ARNKB-2,2026-09-03,13,2,86.8,96.8,10.0,0,0,0
E_ARNKB-2,2026-09-03,14,2,87.89999999999999,97.89999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-03,15,2,138.5,148.5,10.0,0,0,0
E_ARNKB-2,2026-09-03,16,2,125.8,135.8,10.000000000000014,0,0,0
E_ARNKB-2,2026-09-03,17,2,69.15,79.15,10.0,0,0,0
E_ARNKB-2,2026-09-03,18,2,58.74999999999999,68.75,10.000000000000007,0,0,0
E_ARNKB-2,2026-09-03,19,2,61.75,71.75,10.0,0,0,0
E_ARNKB-2,2026-09-03,20,2,89.95,99.95,10.0,0,0,0
E_ARNKB-2,2026-09-03,21,2,85.05,95.05,10.0,0,0,0
E_ARNKB-2,2026-09-03,22,2,57.7,67.7,10.0,0,0,0
E_ARNKB-2,2026-09-03,23,2,56.05,66.05,10.0,0,0,0
E_ARNKB-2,2026-09-03,24,2,28.65,38.65,10.0,0,0,0
E_ARNKB-2,2026-09-03,25,2,12.849999999999998,22.849999999999998,10.0,0,0,0
E_ARNKB-2,2026-09-03,26,2,35.565000000000005,45.565000000000005,10.0,0,0,0
E_ARNKB-2,2026-09-03,27,2,24.750000000000004,34.75,9.999999999999996,0,0,0
E_ARNKB-2,2026-09-03,28,2,25.6,35.6,10.0,0,0,0
E_ARNKB-2,2026-09-03,29,2,27.049999999999997,37.05,10.0,0,0,0
E_ARNKB-2,2026-09-03,30,2,20.300000000000004,30.300000000000004,10.0,0,0,0
E_ARNKB-2,2026-09-03,31,2,51.699999999999996,61.699999999999996,10.0,0,0,0
E_ARNKB-2,2026-09-03,32,2,62.900000000000006,72.9,10.0,0,0,0
E_ARNKB-2,2026-09-03,33,2,62.7,72.7,10.0,0,0,0
E_ARNKB-2,2026-09-03,34,2,92.35,102.35,10.0,0,0,0
E_ARNKB-2,2026-09-03,35,2,85.0,95.0,10.0,0,0,0
E_ARNKB-2,2026-09-03,36,2,107.94999999999999,117.94999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-03,37,2,90.0,100.0,10.0,0,0,0
E_ARNKB-2,2026-09-03,38,2,94.3,104.3,10.0,0,0,0
E_ARNKB-2,2026-09-03,39,2,96.75,106.75,10.0,0,0,0
E_ARNKB-2,2026-09-03,40,2,172.85,182.85,10.0,0,0,0
E_ARNKB-2,2026-09-03,41,2,172.89999999999998,182.89999999999998,10.0,0,0,0
E_ARNKB-2,2026-09-03,42,2,98.75,108.75,10.0,0,0,0
E_ARNKB-2,2026-09-03,43,2,95.7,105.7,10.0,0,0,0
E_ARNKB-2,2026-09-03,44,2,136.7,146.7,10.0,0,0,0
E_ARNKB-2,2026-09-03,45,2,91.05,101.05,10.0,0,0,0
E_ARNKB-2,2026-09-03,46,2,84.75,94.75,10.0,0,0,0
E_ARNKB-2,2026-09-03,47,2,91.2,101.2,10.0,0,0,0
E_ARNKB-2,2026-09-03,48,2,77.4,87.4,10.0,0,0,0
E_ARNKB-2,2026-09-04,1,2,82.69999999999999,92.69999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-04,2,2,63.75,73.75,10.0,0,0,0
E_ARNKB-2,2026-09-04,3,2,93.0,103.0,10.0,0,0,0
E_ARNKB-2,2026-09-04,4,2,70.15,80.15,10.0,0,0,0
E_ARNKB-2,2026-09-04,5,2,75.69999999999999,85.69999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-04,6,2,79.89999999999999,89.89999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-04,7,2,133.55,143.55,10.0,0,0,0
E_ARNKB-2,2026-09-04,8,2,77.39999999999999,87.39999999999999,10.0,0,0,0
E_ARNKB-2,2026-09-04,9,2,75.75,85.75,10.0,0,0,0
E_ARNKB-2,2026-09-04,10,2,75.1,85.1,10.0,0,0,0
E_ARNKB-2,2026-09-04,11,2,128.35000000000002,138.35000000000002,10.0,0,0,0
E_ARNKB-2,2026-09-04,12,2,74.55,84.55,10.0,0,0,0
E_ARNKB-2,2026-09-04,13,2,66.0,76.0,10.0,0,0,0
E_ARNKB-2,2026-09-04,14,2,68.65,78.65,10.0,0,0,0
E_ARNKB-2,2026-09-04,15,2,74.10000000000001,84.10000000000001,10.0,0,0,0
E_BARNB-1,2026-08-28,16,5,99.78599999999999,187.98399999999998,88.198,1,0,0
E_BARNB-1,2026-08-28,17,5,100.23999999999998,189.428,89.18800000000002,1,0,0
E_BARNB-1,2026-08-28,18,4,82.38,192.95000000000002,110.57000000000002,0,0,0
E_BARNB-1,2026-08-28,19,5,87.048,206.51399999999998,119.46599999999998,0,0,0
E_BARNB-1,2026-08-28,20,5,75.042,194.44,119.398,0,0,0
E_BARNB-1,2026-08-28,21,5,79.164,198.984,119.82000000000001,0,0,0
E_BARNB-1,2026-08-28,22,5,47.532,219.602,172.07,0,0,0
E_BARNB-1,2026-08-28,23,5,51.212,188.3,137.08800000000002,0,0,0
E_BARNB-1,2026-08-28,24,4,48.7175,198.095,149.3775,0,0,0
E_BARNB-1,2026-08-28,25,4,40.0625,179.5975,139.535,0,0,0
E_BARNB-1,2026-08-28,26,5,82.6,182.56,99.96000000000001,0,0,0
E_BARNB-1,2026-08-28,27,5,87.03999999999999,184.26999999999998,97.22999999999999,0,0,0
E_BARNB-1,2026-08-28,28,5,88.816,190.072,101.256,0,0,0
E_BARNB-1,2026-08-28,29,5,80.392,211.19400000000002,130.80200000000002,0,0,0
E_BARNB-1,2026-08-28,30,5,79.824,201.952,122.128,1,0,1
E_BARNB-1,2026-08-28,31,5,-51.946000000000005,206.788,258.73400000000004,0,0,0
E_BARNB-1,2026-08-28,32,5,-147.12800000000001,185.0,332.12800000000004,0,0,0
E_BARNB-1,2026-08-28,33,4,61.912499999999994,176.7525,114.84,0,0,0
E_BARNB-1,2026-08-28,34,5,0.5720000000000013,193.88400000000001,193.312,0,0,0
E_BARNB-1,2026-08-28,35,4,6.852499999999999,170.37,163.5175,0,0,0
E_BARNB-1,2026-08-28,36,4,41.435,217.0125,175.5775,0,0,0
E_BARNB-1,2026-08-28,37,4,85.17,222.845,137.675,0,0,0
E_BARNB-1,2026-08-28,38,4,59.04,178.67,119.63,0,0,0
E_BARNB-1,2026-08-28,39,4,61.32000000000001,169.44,108.11999999999999,0,0,0
E_BARNB-1,2026-08-28,40,4,53.25,168.43,115.18,0,0,0
E_BARNB-1,2026-08-28,41,4,53.0775,171.78,118.7025,0,0,0
E_BARNB-1,2026-08-28,42,4,62.42999999999999,169.41,106.98,0,0,0
E_BARNB-1,2026-08-28,43,4,60.449999999999996,164.81,104.36000000000001,0,0,0
E_BARNB-1,2026-08-28,44,4,65.88749999999999,146.4,80.51250000000002,0,0,0
E_BARNB-1,2026-08-28,45,4,63.255,156.12,92.86500000000001,0,0,0
E_BARNB-1,2026-08-28,46,4,60.6075,154.13,93.5225,0,0,0
E_BARNB-1,2026-08-28,47,4,60.38250000000001,143.38,82.99749999999999,0,0,0
E_BARNB-1,2026-08-28,48,4,64.28999999999999,132.01,67.72,0,0,0
E_BARNB-1,2026-08-29,1,4,59.572500000000005,136.03,76.4575,0,0,0
E_BARNB-1,2026-08-29,2,4,58.56,139.38,80.82,0,0,0
E_BARNB-1,2026-08-29,3,4,62.302499999999995,134.7,72.3975,0,0,0
E_BARNB-1,2026-08-29,4,4,58.019999999999996,121.3,63.28,0,0,0
E_BARNB-1,2026-08-29,5,4,59.22,122.01,62.790000000000006,0,0,0
E_BARNB-1,2026-08-29,6,4,59.947500000000005,121.0,61.052499999999995,0,0,0
E_BARNB-1,2026-08-29,7,4,59.3925,121.32,61.927499999999995,0,0,0
E_BARNB-1,2026-08-29,8,4,57.9675,119.98,62.0125,0,0,0
E_BARNB-1,2026-08-29,9,4,58.7175,120.65,61.932500000000005,0,0,0
E_BARNB-1,2026-08-29,10,4,53.4675,115.96,62.49249999999999,0,0,0
E_BARNB-1,2026-08-29,11,4,59.550000000000004,121.32,61.76999999999999,0,0,0
E_BARNB-1,2026-08-29,12,4,58.800000000000004,120.65,61.85,0,0,0
E_BARNB-1,2026-08-29,13,4,59.550000000000004,121.32,61.76999999999999,0,0,0
E_BARNB-1,2026-08-29,14,4,51.2475,113.29,62.042500000000004,0,0,0
E_BARNB-1,2026-08-29,15,4,63.510000000000005,127.35,63.83999999999999,0,0,0
E_BARNB-1,2026-08-29,16,4,64.0875,132.64,68.55249999999998,0,0,0
E_BARNB-1,2026-08-29,17,4,66.92999999999999,150.7,83.77,0,0,0
E_BARNB-1,2026-08-29,18,4,67.98,144.72,76.74,0,0,0
E_BARNB-1,2026-08-29,19,4,62.362500000000004,177.08,114.7175,0,0,0
E_BARNB-1,2026-08-29,20,4,61.837500000000006,179.09,117.2525,0,0,0
E_BARNB-1,2026-08-29,21,4,62.010000000000005,178.42,116.40999999999998,0,0,0
E_BARNB-1,2026-08-29,22,4,63.0675,174.4,111.33250000000001,0,0,0
E_BARNB-1,2026-08-29,23,4,62.64,179.76,117.11999999999999,0,0,0
E_BARNB-1,2026-08-29,24,4,61.41,184.45,123.03999999999999,0,0,0
E_BARNB-1,2026-08-29,25,4,61.762499999999996,183.11,121.34750000000003,0,0,0
E_BARNB-1,2026-08-29,26,4,61.41,184.45,123.03999999999999,0,0,0
E_BARNB-1,2026-08-29,27,4,64.395,175.74,111.34500000000001,0,0,0
E_BARNB-1,2026-08-29,28,4,62.46,180.43,117.97,0,0,0
E_BARNB-1,2026-08-29,29,4,63.337500000000006,177.08,113.7425,0,0,0
E_BARNB-1,2026-08-29,30,4,64.74,161.49,96.75000000000001,0,0,0
E_BARNB-1,2026-08-29,31,4,64.92,163.5,98.58,0,0,0
E_BARNB-1,2026-08-29,32,4,61.230000000000004,180.83,119.60000000000001,0,0,0
E_BARNB-1,2026-08-29,33,4,60.885000000000005,182.17,121.28499999999998,0,0,0
E_BARNB-1,2026-08-29,34,4,61.0575,183.5,122.4425,0,0,0
E_BARNB-1,2026-08-29,35,4,61.582499999999996,181.49,119.90750000000001,0,0,0
E_BARNB-1,2026-08-29,36,4,62.8125,179.48,116.66749999999999,0,0,0
E_BARNB-1,2026-08-29,37,4,64.5675,175.46,110.89250000000001,0,0,0
E_BARNB-1,2026-08-29,38,4,62.46,177.84,115.38,0,0,0
E_BARNB-1,2026-08-29,39,4,63.862500000000004,172.48,108.61749999999998,0,0,0
E_BARNB-1,2026-08-29,40,4,62.985,178.14,115.15499999999999,0,0,0
E_BARNB-1,2026-08-29,41,4,62.1075,181.49,119.38250000000001,0,0,0
E_BARNB-1,2026-08-29,42,4,62.8125,180.15,117.3375,0,0,0
E_BARNB-1,2026-08-29,43,4,63.862500000000004,174.79,110.92749999999998,0,0,0
E_BARNB-1,2026-08-29,44,4,75.975,110.93,34.95500000000001,0,0,0
E_BARNB-1,2026-08-29,45,4,66.3225,158.76,92.43749999999999,0,0,0
E_BARNB-1,2026-08-29,46,4,66.15,161.45,95.29999999999998,0,0,0
E_BARNB-1,2026-08-29,47,4,62.287499999999994,180.49,118.20250000000001,0,0,0
E_BARNB-1,2026-08-29,48,4,65.44500000000001,174.8,109.355,0,0,0
E_BARNB-1,2026-08-30,1,4,65.44500000000001,179.8,114.355,0,0,0
E_BARNB-1,2026-08-30,2,4,65.61749999999999,178.15,112.53250000000001,0,0,0
E_BARNB-1,2026-08-30,3,4,65.61749999999999,179.18,113.56250000000001,0,0,0
E_BARNB-1,2026-08-30,4,4,63.165,193.2,130.035,0,0,0
E_BARNB-1,2026-08-30,5,4,66.67500000000001,182.14,115.46499999999997,0,0,0
E_BARNB-1,2026-08-30,6,4,66.495,182.82,116.32499999999999,0,0,0
E_BARNB-1,2026-08-30,7,4,66.67500000000001,183.15,116.475,0,0,0
E_BARNB-1,2026-08-30,8,4,69.3075,173.1,103.79249999999999,0,0,0
E_BARNB-1,2026-08-30,9,4,71.5875,166.45,94.86249999999998,0,0,0
E_BARNB-1,2026-08-30,10,4,73.515,161.4,87.885,0,0,0
E_BARNB-1,2026-08-30,11,4,68.0775,154.8,86.72250000000001,0,0,0
E_BARNB-1,2026-08-30,12,4,69.3075,151.81,82.5025,0,0,0
E_BARNB-1,2026-08-30,13,4,69.8325,158.15,88.31750000000001,0,0,0
E_BARNB-1,2026-08-30,14,4,-0.53,158.2,158.73,0,0,0
E_BARNB-1,2026-08-30,15,4,1.3575,159.8,158.44250000000002,0,0,0
E_BARNB-1,2026-08-30,16,4,-4.04,168.2,172.23999999999998,0,0,0
E_BARNB-1,2026-08-30,17,4,-1.0,172.84,173.84,0,0,0
E_BARNB-1,2026-08-30,18,4,-2.4,174.9,177.3,0,0,0
E_BARNB-1,2026-08-30,19,4,-11.29,188.82,200.10999999999999,0,0,0
E_BARNB-1,2026-08-30,20,4,-11.53,199.44,210.97,0,0,0
E_BARNB-1,2026-08-30,21,4,-11.53,199.44,210.97,0,0,0
E_BARNB-1,2026-08-30,22,4,-10.36,187.79,198.14999999999998,0,0,0
E_BARNB-1,2026-08-30,23,4,-21.56,191.81,213.37,0,0,0
E_BARNB-1,2026-08-30,24,4,-19.22,191.81,211.03,0,0,0
E_BARNB-1,2026-08-30,25,4,-19.46,192.48,211.94,0,0,0
E_BARNB-1,2026-08-30,26,4,-19.46,192.48,211.94,0,0,0
E_BARNB-1,2026-08-30,27,4,-18.75,175.62,194.37,0,0,0
E_BARNB-1,2026-08-30,28,4,-17.35,171.27,188.62,0,0,0
E_BARNB-1,2026-08-30,29,4,-20.39,190.21,210.60000000000002,0,0,0
E_BARNB-1,2026-08-30,30,4,-21.33,194.21,215.54000000000002,0,0,0
E_BARNB-1,2026-08-30,31,4,-18.52,184.85,203.37,0,0,0
E_BARNB-1,2026-08-30,32,4,-15.24,175.47,190.71,0,0,0
E_BARNB-1,2026-08-30,33,4,-14.07,172.12,186.19,0,0,0
E_BARNB-1,2026-08-30,34,4,-11.5,158.81,170.31,0,0,0
E_BARNB-1,2026-08-30,35,4,-17.12,174.89,192.01,0,0,0
E_BARNB-1,2026-08-30,36,4,-7.15,174.89,182.04,0,0,0
E_BARNB-1,2026-08-30,37,4,-10.89,185.61,196.5,0,0,0
E_BARNB-1,2026-08-30,38,4,-9.95,182.93,192.88,0,0,0
E_BARNB-1,2026-08-30,39,4,-6.91,183.23,190.14,0,0,0
E_BARNB-1,2026-08-30,40,4,-8.08,186.58,194.66000000000003,0,0,0
E_BARNB-1,2026-08-30,41,4,-11.12,195.29,206.41,0,0,0
E_BARNB-1,2026-08-30,42,4,-6.44,181.89,188.32999999999998,0,0,0
E_BARNB-1,2026-08-30,43,4,-8.86,186.24,195.10000000000002,0,0,0
E_BARNB-1,2026-08-30,44,4,-7.54,193.82,201.35999999999999,0,0,0
E_BARNB-1,2026-08-30,45,4,-4.92,183.77,188.69,0,0,0
E_BARNB-1,2026-08-30,46,4,-4.53,182.76,187.29,0,0,0
E_BARNB-1,2026-08-30,47,4,-2.63,176.4,179.03,0,0,0
E_BARNB-1,2026-08-30,48,4,-3.09,179.08,182.17000000000002,0,0,0
E_BARNB-1,2026-08-31,1,4,-2.42,177.4,179.82,0,0,0
E_BARNB-1,2026-08-31,2,4,-0.08,169.7,169.78,0,0,0
E_BARNB-1,2026-08-31,3,4,-1.06,175.72,176.78,0,0,0
E_BARNB-1,2026-08-31,4,4,-1.96,178.1,180.06,0,0,0
E_BARNB-1,2026-08-31,5,4,-2.58,178.73,181.31,0,0,0
E_BARNB-1,2026-08-31,6,4,-2.08,178.4,180.48000000000002,0,0,0
E_BARNB-1,2026-08-31,7,4,-0.24,172.03,172.27,0,0,0
E_BARNB-1,2026-08-31,8,4,1.9,167.01,165.10999999999999,0,0,0
E_BARNB-1,2026-08-31,9,4,2.1,165.33,163.23000000000002,0,0,0
E_BARNB-1,2026-08-31,10,4,2.6,165.0,162.4,0,0,0
E_BARNB-1,2026-08-31,11,4,-2.11,178.73,180.84,0,0,0
E_BARNB-1,2026-08-31,12,4,-2.8,180.48,183.28,0,0,0
E_BARNB-1,2026-08-31,13,4,-4.48,185.5,189.98,0,0,0
E_BARNB-1,2026-08-31,14,4,-5.59,188.45,194.04,0,0,0
E_BARNB-1,2026-08-31,15,4,-6.09,190.12,196.21,0,0,0
E_BARNB-1,2026-08-31,16,4,-6.29,190.46,196.75,0,0,0
E_BARNB-1,2026-08-31,17,4,-0.71,173.04,173.75,0,0,0
E_BARNB-1,2026-08-31,18,4,5.28,165.33,160.05,0,0,0
E_BARNB-1,2026-08-31,19,4,5.955,139.55,133.595,0,0,0
E_BARNB-1,2026-08-31,20,4,3.0374999999999996,130.17,127.1325,0,0,0
E_BARNB-1,2026-08-31,21,4,3.6975,101.05,97.35249999999999,0,0,0
E_BARNB-1,2026-08-31,22,4,-1.19,101.1,102.28999999999999,0,0,0
