simulation,annual_market_value_gbp,availability_fraction,available_days,capex_multiplier,fixed_opex_multiplier,degradation_multiplier,debt_rate_multiplier,project_npv_gbp,equity_npv_gbp,project_irr_fraction,equity_irr_fraction,minimum_dscr,llcr,dscr_breach,equity_irr_below_hurdle
35,1155329.6799556864,0.9283762026716683,336,0.9125253912672451,0.9350220489350106,1.024123737836454,0.9328177262108267,-18284949.596951604,-15588422.582076289,-0.12736092012190006,-0.2772548224094108,0.2693955631442661,0.3270734253696307,True,True
36,987130.6877626582,0.91805474004252,330,1.0803219869505787,1.072067565686328,0.9417160018899734,0.9852444778095657,-24166774.619480114,-20762044.56471113,-0.1859417067216861,-0.3852677881200973,0.13493181731423537,0.1731546983671324,True,True
37,1242952.119323518,0.9800156467473098,359,1.073167714001916,0.9978409640495299,1.2237009778268413,1.1826678167929758,-22108496.969961394,-19708666.619043395,-0.14131331134818137,-0.3158800706166938,0.21527141727232008,0.27419600964892227,True,True
38,1163688.714001105,0.9825569489472761,357,1.0782391433422374,1.053208378953864,1.122381331089261,0.9744098437064258,-22924257.900290165,-19664534.049035292,-0.15606058342247028,-0.33303310965075106,0.1934556629032196,0.24637057058922482,True,True
39,1033320.7659834495,0.9684365427348494,349,1.0191057504123957,0.9825583750831897,0.848405266271424,1.1823519219131586,-21873025.42733427,-19485526.761535686,-0.15678783309307903,-0.3376376759546862,0.18048818652570506,0.21767094580236276,True,True
40,1030509.5219563476,0.9406388025694665,344,0.9558713891226113,0.9819407220547628,1.1809656249433949,1.0278798720505447,-20567281.321156062,-17798089.39232966,-0.1644806300577621,-0.35260003116193017,0.17319362351244982,0.22791693971546198,True,True
41,1119940.755100106,0.9362572394967305,346,0.9333195277402108,1.0993005671516847,0.9852872059876749,1.080529786761451,-19679890.339897122,-17212951.695391044,-0.1511348797637061,-0.32780507705428547,0.19868612904839048,0.2500354741371728,True,True
42,1099444.411758856,0.9795939917102422,356,1.0358459085336156,1.0508180112629264,1.0236593534424694,1.076125588401047,-22228529.960980207,-19417402.20235058,-0.15999725146440666,-0.3429678985248761,0.17954370687697505,0.22658409232675267,True,True
43,1010791.4580467604,0.9159304173277614,337,1.0342660116758535,0.9623921625106628,1.1564163996658112,1.2099324635007567,-22569619.95075795,-20157073.76792255,-0.1716849541195673,-0.37108971400762464,0.151042645586092,0.19812080982891622,True,True
44,1106084.787725051,0.9591107744707729,352,1.1291773277525385,0.9311724984765403,0.9335865939941641,0.9186136739987748,-23962275.609830365,-20378207.863801,-0.15090182646462427,-0.31656751621443435,0.20811788533533196,0.24929461130145542,True,True
45,1035474.1378781205,0.9420243819357148,342,1.0316747447228674,1.0354259862416881,1.052153139748762,1.1299378546869188,-22542082.651429623,-19859699.500574462,-0.17147341976776953,-0.36655607103859483,0.15469468675797962,0.1998245937005099,True,True
46,1164488.6689641306,0.9537760586730426,347,1.0017213696383704,1.007305654433031,1.0023420001432002,0.9093511471773676,-20718524.26912897,-17581413.663934413,-0.14059804131694162,-0.29998995678357454,0.2346713938298475,0.28685519473686316,True,True
