portfolio_type,settlement_date,evaluation_segment,power_mw,energy_mwh,duration_hours,recommended_soc_pct,safe_soc_lower_pct,safe_soc_upper_pct,energy_band_feasible,preparation_action,grid_import_to_recommendation_mwh,grid_export_to_recommendation_mwh,reserve_coverage_pct,downward_reserve_required_mwh,upward_headroom_required_mwh,directional_interval_coverage_pct,before_mwh,fixed_residual_mwh,smart_residual_mwh,fixed_absorbed_pct,smart_absorbed_pct
wind,2025-11-21,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,89.1188505285167,153.29012224586614,167.377809483514,91.66666666666666,61.76744474190008,0.0,0.0,100.0,100.0
wind,2025-11-22,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,68.5926432810253,177.15253211059354,221.29097294909397,85.41666666666666,102.65207269536054,0.0,0.0,100.0,100.0
wind,2025-11-23,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,57.02965331853527,201.6745865784863,266.15860145646195,64.58333333333334,180.09556292801818,2.927470464725193,2.927470464725193,98.3744905109654,98.3744905109654
wind,2025-11-24,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,66.99577189787203,187.89310295032146,226.56553300030487,60.416666666666664,176.10663786652304,23.87319005146042,23.87319005146042,86.44390107001266,86.44390107001266
wind,2025-11-25,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,93.72835204495527,145.7514102603138,159.83436247240834,97.91666666666666,30.05351753211223,0.0,0.0,100.0,100.0
wind,2025-11-26,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,68.6584876139211,173.29927137166106,221.07875218810622,56.25,193.43871188006312,27.238478477691267,27.238478477691267,85.9188069373726,85.9188069373726
wind,2025-11-27,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,60.34094389111839,118.47860886315826,251.55278969778286,100.0,87.58141564990834,0.0,0.0,100.0,100.0
wind,2025-11-28,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,59.7259804696761,106.54446578480577,254.14288136324234,100.0,60.7345547810165,0.0,0.0,100.0,100.0
wind,2025-11-29,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,74.87158737177705,163.8882983831196,202.73288308202663,52.083333333333336,169.11623259989955,5.7500270215784965,5.7500270215784965,96.59995558487748,96.59995558487748
wind,2025-11-30,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,67.55853927417627,172.7321692964876,224.67822620034434,87.5,128.3834768077424,0.0,0.0,100.0,100.0
wind,2025-12-01,development_oof,15.0,360.0,24.0,50.0,,,False,hold current SOC,0.0,-0.0,60.5152281790011,110.20312951508342,250.8283158729845,50.0,149.4121069844802,0.0,0.0,100.0,100.0
