power_mw,duration_hours,energy_mwh,classification,development_overall_absorbed_pct,development_days_meeting_target_pct,development_days80_pct,development_days90_pct,development_days95_pct,development_p05_daily_absorbed_pct,development_median_daily_absorbed_pct,locked_overall_absorbed_pct,locked_days_meeting_target_pct,locked_days80_pct,locked_days90_pct,locked_days95_pct,locked_p05_daily_absorbed_pct,locked_median_daily_absorbed_pct,full_overall_absorbed_pct,full_days_meeting_target_pct,full_days80_pct,full_days90_pct,full_days95_pct,power_limited_periods,energy_limited_periods,equivalent_full_cycles,grid_reset_import_mwh,grid_reset_export_mwh,mean_daily_grid_reset_import_mwh,ending_soc_pct,wind_share_pct,design_operating_mode
5.0,4.0,20.0,short-duration BESS,47.60155990708618,20.833333333333336,29.444444444444446,20.833333333333336,15.833333333333332,15.781033720167166,56.359605171293765,44.42521608884793,13.333333333333334,22.22222222222222,13.333333333333334,6.666666666666667,15.109401658750867,52.044729918463965,46.90090626527412,19.333333333333332,28.000000000000004,19.333333333333332,14.000000000000002,1627,5562,236.8962462451757,1518.8717992228592,1253.9573119914708,3.375270664939687,10.0,10,grid_connected_daily_soc_restore_50pct
10.0,2.0,20.0,short-duration BESS,47.81540144050152,21.11111111111111,30.277777777777775,21.11111111111111,16.38888888888889,15.781033720167166,56.433714596984835,44.62959340686336,13.333333333333334,22.22222222222222,13.333333333333334,7.777777777777778,15.109401658750867,52.20811455163776,47.11266013521023,19.555555555555557,28.666666666666668,19.555555555555557,14.666666666666666,264,5695,237.96581399791853,1525.943579010036,1261.9314860857728,3.3909857311334135,10.0,10,grid_connected_daily_soc_restore_50pct
20.0,1.0,20.0,short-duration BESS,47.81540144050152,21.11111111111111,30.277777777777775,21.11111111111111,16.38888888888889,15.781033720167166,56.433714596984835,44.62959340686336,13.333333333333334,22.22222222222222,13.333333333333334,7.777777777777778,15.109401658750867,52.20811455163776,47.11266013521023,19.555555555555557,28.666666666666668,19.555555555555557,14.666666666666666,3,5697,237.96581399791853,1525.943579010036,1261.9314860857728,3.3909857311334135,10.0,10,grid_connected_daily_soc_restore_50pct
25.0,1.0,25.0,short-duration BESS,53.161629391607114,28.888888888888886,36.666666666666664,28.888888888888886,25.0,19.055975146153987,64.23945234459148,50.094704217218734,21.11111111111111,26.666666666666668,21.11111111111111,17.77777777777778,17.857320867699315,61.28575534869542,52.485111855859934,27.333333333333332,34.66666666666667,27.333333333333332,23.555555555555554,0,4997,212.081632914924,1875.684086850114,1575.5555951215608,4.16818685966692,10.0,10,grid_connected_daily_soc_restore_50pct
5.0,6.0,30.0,extended-duration BESS,57.10495761795018,34.44444444444444,42.77777777777778,34.44444444444444,30.555555555555557,21.914160550135527,70.20336279482405,53.9808337620969,25.555555555555554,35.55555555555556,25.555555555555554,21.11111111111111,20.205896320878995,66.55653041264154,56.41582291392132,32.666666666666664,41.333333333333336,32.666666666666664,28.666666666666668,1627,4265,189.97069554191634,2174.661724076856,1836.5458388277464,4.83258160905968,10.0,10,grid_connected_daily_soc_restore_50pct
15.0,2.0,30.0,short-duration BESS,57.64533541663158,36.11111111111111,43.05555555555556,36.11111111111111,32.5,21.914160550135527,71.97321989726436,54.64429121985136,27.77777777777778,35.55555555555556,27.77777777777778,23.333333333333332,20.205896320878995,68.29772507972369,56.98335023302534,34.44444444444444,41.55555555555556,34.44444444444444,30.666666666666664,25,4465,191.88174733520023,2191.2386824723567,1859.4810204488165,4.869419294383015,10.0,10,grid_connected_daily_soc_restore_50pct
30.0,1.0,30.0,short-duration BESS,57.64533541663158,36.11111111111111,43.05555555555556,36.11111111111111,32.5,21.914160550135527,71.97321989726436,54.64429121985136,27.77777777777778,35.55555555555556,27.77777777777778,23.333333333333332,20.205896320878995,68.29772507972369,56.98335023302534,34.44444444444444,41.55555555555556,34.44444444444444,30.666666666666664,0,4465,191.88174733520023,2191.2386824723567,1859.4810204488165,4.869419294383015,10.0,10,grid_connected_daily_soc_restore_50pct
5.0,8.0,40.0,extended-duration BESS,64.41170303686074,44.44444444444444,51.94444444444445,44.44444444444444,39.72222222222222,27.93024664059921,82.17479390102895,61.11298729827941,35.55555555555556,47.77777777777778,35.55555555555556,32.22222222222222,24.90304722723836,77.7319570893969,63.68405599113832,42.66666666666667,51.11111111111111,42.66666666666667,38.22222222222222,1627,3326,160.83392637061348,2751.5232435987073,2318.84335017447,6.1144960968860165,10.0,10,grid_connected_daily_soc_restore_50pct
10.0,4.0,40.0,short-duration BESS,65.26302815587461,46.666666666666664,53.888888888888886,46.666666666666664,43.611111111111114,27.93024664059921,82.94184923494174,62.138102047329944,40.0,50.0,40.0,35.55555555555556,24.90304722723836,80.48016518555704,64.57371648697607,45.33333333333333,53.11111111111111,45.33333333333333,42.0,264,3589,163.08076175908678,2762.8384018897464,2358.660162088644,6.139640893088325,10.0,10,grid_connected_daily_soc_restore_50pct
20.0,2.0,40.0,short-duration BESS,65.26596512750687,46.666666666666664,53.888888888888886,46.666666666666664,43.611111111111114,27.93024664059921,83.07168667051718,62.16291522299101,40.0,50.0,40.0,35.55555555555556,24.90304722723836,80.48016518555704,64.58147901997665,45.33333333333333,53.11111111111111,45.33333333333333,42.0,3,3600,163.1003660170386,2763.012229744433,2359.648566784371,6.140027177209851,10.0,10,grid_connected_daily_soc_restore_50pct
40.0,1.0,40.0,short-duration BESS,65.26596512750687,46.666666666666664,53.888888888888886,46.666666666666664,43.611111111111114,27.93024664059921,83.07168667051718,62.16291522299101,40.0,50.0,40.0,35.55555555555556,24.90304722723836,80.48016518555704,64.58147901997665,45.33333333333333,53.11111111111111,45.33333333333333,42.0,0,3600,163.1003660170386,2763.012229744433,2359.648566784371,6.140027177209851,10.0,10,grid_connected_daily_soc_restore_50pct
25.0,2.0,50.0,short-duration BESS,71.6232821476345,55.27777777777778,64.44444444444444,55.27777777777778,50.83333333333333,34.062441017017036,96.87082550194333,68.4107165474097,50.0,58.88888888888889,50.0,44.44444444444444,29.719710095581156,90.07528811058299,70.91463852585991,54.22222222222223,63.33333333333333,54.22222222222223,49.55555555555556,0,2981,143.2757957860462,3295.0399018365797,2781.4129216824704,7.322310892970177,10.0,10,grid_connected_daily_soc_restore_50pct
50.0,1.0,50.0,short-duration BESS,71.6232821476345,55.27777777777778,64.44444444444444,55.27777777777778,50.83333333333333,34.062441017017036,96.87082550194333,68.4107165474097,50.0,58.88888888888889,50.0,44.44444444444444,29.719710095581156,90.07528811058299,70.91463852585991,54.22222222222223,63.33333333333333,54.22222222222223,49.55555555555556,0,2981,143.2757957860462,3295.0399018365797,2781.4129216824704,7.322310892970177,10.0,10,grid_connected_daily_soc_restore_50pct
5.0,12.0,60.0,extended-duration BESS,75.42524708641204,59.44444444444444,70.0,59.44444444444444,52.5,40.373184431181826,96.57039902519055,71.41578749025513,48.888888888888886,56.666666666666664,48.888888888888886,46.666666666666664,34.969241394356594,87.44083328021114,74.54082064251915,57.333333333333336,67.33333333333333,57.333333333333336,51.33333333333333,1627,1910,125.50177248438514,3726.696620602907,3068.7549538404996,8.281548045784238,14.169740541756456,10,grid_connected_daily_soc_restore_50pct
10.0,6.0,60.0,extended-duration BESS,77.08637774357638,65.27777777777779,71.94444444444444,65.27777777777779,61.111111111111114,40.373184431181826,100.0,73.75355009018972,57.77777777777777,62.22222222222222,57.77777777777777,54.44444444444444,34.96924139435657,98.01765861766934,76.35120612283775,63.77777777777778,70.0,63.77777777777778,59.77777777777777,264,2414,128.5498551953285,3779.8057877984093,3168.4260100211695,8.399568417329798,11.887724919768438,10,grid_connected_daily_soc_restore_50pct
15.0,4.0,60.0,short-duration BESS,77.10825810370294,65.27777777777779,71.94444444444444,65.27777777777779,61.111111111111114,40.373184431181826,100.0,73.78528683953904,57.77777777777777,62.22222222222222,57.77777777777777,54.44444444444444,34.96924139435657,99.26212759654999,76.3752606540866,63.77777777777778,70.0,63.77777777777778,59.77777777777777,25,2442,128.59035496823125,3780.228237072901,3168.6870667411513,8.400507193495335,11.887724919768438,10,grid_connected_daily_soc_restore_50pct
30.0,2.0,60.0,short-duration BESS,77.10825810370294,65.27777777777779,71.94444444444444,65.27777777777779,61.111111111111114,40.373184431181826,100.0,73.78528683953904,57.77777777777777,62.22222222222222,57.77777777777777,54.44444444444444,34.96924139435657,99.26212759654999,76.3752606540866,63.77777777777778,70.0,63.77777777777778,59.77777777777777,0,2442,128.59035496823125,3780.228237072901,3168.6870667411513,8.400507193495335,11.887724919768438,10,grid_connected_daily_soc_restore_50pct
60.0,1.0,60.0,short-duration BESS,77.10825810370294,65.27777777777779,71.94444444444444,65.27777777777779,61.111111111111114,40.373184431181826,100.0,73.78528683953904,57.77777777777777,62.22222222222222,57.77777777777777,54.44444444444444,34.96924139435657,99.26212759654999,76.3752606540866,63.77777777777778,70.0,63.77777777777778,59.77777777777777,0,2442,128.59035496823125,3780.228237072901,3168.6870667411513,8.400507193495335,11.887724919768438,10,grid_connected_daily_soc_restore_50pct
75.0,1.0,75.0,short-duration BESS,83.34586655841139,75.83333333333333,80.27777777777779,75.83333333333333,73.61111111111111,49.855852166643274,100.0,80.32602673939945,64.44444444444444,72.22222222222221,64.44444444444444,62.22222222222222,42.74729281251298,100.0,82.679735343418,73.55555555555556,78.66666666666666,73.55555555555556,71.33333333333334,0,1801,111.36398279167818,4379.204866060595,3596.0025383684283,9.731566369023545,19.510179935814747,10,grid_connected_daily_soc_restore_50pct
5.0,16.0,80.0,long-duration storage territory,81.50125262834746,66.94444444444444,79.44444444444444,66.94444444444444,57.22222222222222,52.70250338897716,98.29348000407094,78.57500791217245,53.333333333333336,70.0,53.333333333333336,48.888888888888886,45.339976618565125,94.0582264196798,80.85576708441837,64.22222222222223,77.55555555555556,64.22222222222223,55.55555555555556,1627,1033,102.10052019695789,4387.4432964949465,3452.176930406606,9.749873992210992,23.127305406317333,10,grid_connected_daily_soc_restore_50pct
10.0,8.0,80.0,extended-duration BESS,84.91649491102356,78.33333333333333,83.61111111111111,78.33333333333333,75.27777777777777,52.70250338897715,100.0,82.11683216352421,67.77777777777779,76.66666666666667,67.77777777777779,64.44444444444444,45.33997661856511,100.0,84.2989314443051,76.22222222222223,82.22222222222221,76.22222222222223,73.11111111111111,264,1589,106.44837174725028,4548.357210454978,3697.4273629374493,10.107460467677727,21.415793689826323,10,grid_connected_daily_soc_restore_50pct
20.0,4.0,80.0,short-duration BESS,84.98032963139154,78.33333333333333,83.61111111111111,78.33333333333333,75.55555555555556,52.70250338897715,100.0,82.24761441590802,67.77777777777779,76.66666666666667,67.77777777777779,64.44444444444444,45.33997661856511,100.0,84.37753378266451,76.22222222222223,82.22222222222221,76.22222222222223,73.33333333333333,3,1626,106.54762675310303,4553.517388217897,3701.7858558772386,10.118927529373105,21.415793689826323,10,grid_connected_daily_soc_restore_50pct
40.0,2.0,80.0,short-duration BESS,84.98032963139154,78.33333333333333,83.61111111111111,78.33333333333333,75.55555555555556,52.70250338897715,100.0,82.24761441590802,67.77777777777779,76.66666666666667,67.77777777777779,64.44444444444444,45.33997661856511,100.0,84.37753378266451,76.22222222222223,82.22222222222221,76.22222222222223,73.33333333333333,0,1626,106.54762675310303,4553.517388217897,3701.7858558772386,10.118927529373105,21.415793689826323,10,grid_connected_daily_soc_restore_50pct
15.0,6.0,90.0,extended-duration BESS,87.7069446816779,83.33333333333334,86.94444444444444,83.33333333333334,80.0,58.33566746541904,100.0,85.78996011711982,75.55555555555556,82.22222222222221,75.55555555555556,71.11111111111111,50.52534423066938,100.0,87.28408673766599,81.77777777777779,86.0,81.77777777777779,78.22222222222223,25,1334,97.97144258975707,4859.3044811868795,3876.910668247412,10.79845440263751,24.591816613178946,10,grid_connected_daily_soc_restore_50pct
25.0,4.0,100.0,short-duration BESS,89.98560481052805,86.66666666666667,89.44444444444444,86.66666666666667,84.44444444444444,63.96883154186096,100.0,88.6847174837567,81.11111111111111,86.66666666666667,81.11111111111111,77.77777777777779,55.71071184277366,100.0,89.69864864480823,85.55555555555556,88.88888888888889,85.55555555555556,83.11111111111111,0,1069,90.61348638780228,5127.895552650413,4010.5949805729683,11.395323450334251,27.132634951861053,10,grid_connected_daily_soc_restore_50pct
50.0,2.0,100.0,short-duration BESS,89.98560481052805,86.66666666666667,89.44444444444444,86.66666666666667,84.44444444444444,63.96883154186096,100.0,88.6847174837567,81.11111111111111,86.66666666666667,81.11111111111111,77.77777777777779,55.71071184277366,100.0,89.69864864480823,85.55555555555556,88.88888888888889,85.55555555555556,83.11111111111111,0,1069,90.61348638780228,5127.895552650413,4010.5949805729683,11.395323450334251,27.132634951861053,10,grid_connected_daily_soc_restore_50pct
100.0,1.0,100.0,short-duration BESS,89.98560481052805,86.66666666666667,89.44444444444444,86.66666666666667,84.44444444444444,63.96883154186096,100.0,88.6847174837567,81.11111111111111,86.66666666666667,81.11111111111111,77.77777777777779,55.71071184277366,100.0,89.69864864480823,85.55555555555556,88.88888888888889,85.55555555555556,83.11111111111111,0,1069,90.61348638780228,5127.895552650413,4010.5949805729683,11.395323450334251,27.132634951861053,10,grid_connected_daily_soc_restore_50pct
5.0,24.0,120.0,long-duration storage territory,85.90505933115365,70.27777777777777,83.88888888888889,70.27777777777777,59.72222222222222,65.84637553613983,98.32923579810031,84.54166622987445,60.0,80.0,60.0,53.333333333333336,61.90957226790929,96.53355563307628,85.60431533229948,68.22222222222221,83.11111111111111,68.22222222222221,58.44444444444444,1627,184,72.06449576158535,5006.930937812178,3641.156881852041,11.126513195138173,32.08487027087822,10,grid_connected_daily_soc_restore_50pct
10.0,12.0,120.0,extended-duration BESS,92.98141141920063,90.0,93.33333333333333,90.0,88.05555555555556,75.273143138621,100.0,92.11829845102183,86.66666666666667,91.11111111111111,86.66666666666667,84.44444444444444,66.4073637410856,100.0,92.79102168841099,89.33333333333333,92.88888888888889,89.33333333333333,87.33333333333333,264,626,78.1144988219373,5529.286497144389,4138.207611866583,12.28730332698753,30.94386245988422,10,grid_connected_daily_soc_restore_50pct
15.0,8.0,120.0,extended-duration BESS,93.21715408176523,90.27777777777779,93.33333333333333,90.27777777777779,88.61111111111111,75.273143138621,100.0,92.68844474323726,88.88888888888889,91.11111111111111,88.88888888888889,86.66666666666667,66.40736374108559,100.0,93.10052875884753,90.0,92.88888888888889,90.0,88.22222222222223,25,714,78.3750519363343,5543.092212228991,4169.1526210693755,12.317982693842202,30.94386245988422,10,grid_connected_daily_soc_restore_50pct
20.0,6.0,120.0,extended-duration BESS,93.21715408176523,90.27777777777779,93.33333333333333,90.27777777777779,88.61111111111111,75.273143138621,100.0,92.69362355487765,88.88888888888889,91.11111111111111,88.88888888888889,86.66666666666667,66.40736374108559,100.0,93.10167112675344,90.0,92.88888888888889,90.0,88.22222222222223,3,716,78.37601361877746,5543.092212228991,4169.318799795554,12.317982693842202,30.94386245988422,10,grid_connected_daily_soc_restore_50pct
30.0,4.0,120.0,short-duration BESS,93.21715408176523,90.27777777777779,93.33333333333333,90.27777777777779,88.61111111111111,75.273143138621,100.0,92.69362355487765,88.88888888888889,91.11111111111111,88.88888888888889,86.66666666666667,66.40736374108559,100.0,93.10167112675344,90.0,92.88888888888889,90.0,88.22222222222223,0,716,78.37601361877746,5543.092212228991,4169.318799795554,12.317982693842202,30.94386245988422,10,grid_connected_daily_soc_restore_50pct
60.0,2.0,120.0,short-duration BESS,93.21715408176523,90.27777777777779,93.33333333333333,90.27777777777779,88.61111111111111,75.273143138621,100.0,92.69362355487765,88.88888888888889,91.11111111111111,88.88888888888889,86.66666666666667,66.40736374108559,100.0,93.10167112675344,90.0,92.88888888888889,90.0,88.22222222222223,0,716,78.37601361877746,5543.092212228991,4169.318799795554,12.317982693842202,30.94386245988422,10,grid_connected_daily_soc_restore_50pct
25.0,6.0,150.0,extended-duration BESS,96.57692702051877,95.27777777777777,96.94444444444444,95.27777777777777,94.44444444444444,91.98980982569833,100.0,95.99626952447638,92.22222222222223,94.44444444444444,92.22222222222223,91.11111111111111,82.70341548654996,100.0,96.44884271588161,94.66666666666667,96.44444444444444,94.66666666666667,93.77777777777779,0,401,64.9550171869518,5981.882384158236,4300.807319589713,13.29307196479608,34.755089967907345,10,grid_connected_daily_soc_restore_50pct
75.0,2.0,150.0,short-duration BESS,96.57692702051877,95.27777777777777,96.94444444444444,95.27777777777777,94.44444444444444,91.98980982569833,100.0,95.99626952447638,92.22222222222223,94.44444444444444,92.22222222222223,91.11111111111111,82.70341548654996,100.0,96.44884271588161,94.66666666666667,96.44444444444444,94.66666666666667,93.77777777777779,0,401,64.9550171869518,5981.882384158236,4300.807319589713,13.29307196479608,34.755089967907345,10,grid_connected_daily_soc_restore_50pct
10.0,16.0,160.0,long-duration storage territory,96.51251870360326,94.72222222222221,97.77777777777777,94.72222222222221,92.5,89.9396100042289,100.0,95.83205220442824,91.11111111111111,97.77777777777777,91.11111111111111,88.88888888888889,83.3525704779275,100.0,96.36241803501679,94.0,97.77777777777777,94.0,91.77777777777779,264,269,60.840762283163755,6013.835655954039,4265.249026840938,13.36407923545342,35.70789684491315,10,grid_connected_daily_soc_restore_50pct
20.0,8.0,160.0,extended-duration BESS,97.28821797278026,96.11111111111111,97.77777777777777,96.11111111111111,95.55555555555556,97.58440164360212,100.0,96.84090660350732,94.44444444444444,97.77777777777777,94.44444444444444,92.22222222222223,87.90180111893615,100.0,97.18954781682754,95.77777777777777,97.77777777777777,95.77777777777777,94.88888888888889,3,322,61.36299083926103,6082.101404974495,4327.379289712705,13.515780899943323,35.70789684491315,10,grid_connected_daily_soc_restore_50pct
40.0,4.0,160.0,short-duration BESS,97.28821797278026,96.11111111111111,97.77777777777777,96.11111111111111,95.55555555555556,97.58440164360212,100.0,96.84090660350732,94.44444444444444,97.77777777777777,94.44444444444444,92.22222222222223,87.90180111893615,100.0,97.18954781682754,95.77777777777777,97.77777777777777,95.77777777777777,94.88888888888889,0,322,61.36299083926104,6082.101404974495,4327.379289712705,13.515780899943323,35.70789684491315,10,grid_connected_daily_soc_restore_50pct
5.0,36.0,180.0,long-duration storage territory,86.50930978007165,70.27777777777777,83.88888888888889,70.27777777777777,59.72222222222222,66.33647835398973,98.32923579810031,85.53553733320227,60.0,80.0,60.0,53.333333333333336,63.131446293755204,96.53355563307628,86.29451023372603,68.22222222222221,83.11111111111111,68.22222222222221,58.44444444444444,1627,0,48.430349512532246,5117.450051204613,3652.0381260505787,11.372111224899141,38.056580180585456,10,grid_connected_daily_soc_restore_50pct
15.0,12.0,180.0,extended-duration BESS,98.27411527677485,97.77777777777777,98.61111111111111,97.77777777777777,96.66666666666667,100.0,100.0,98.21651456276426,96.66666666666667,97.77777777777777,96.66666666666667,95.55555555555556,96.82607621480967,100.0,98.26140942616424,97.55555555555556,98.44444444444444,97.55555555555556,96.44444444444444,25,215,55.1464327129732,6237.4998749476335,4357.428798871375,13.861110833216964,37.29590830658945,10,grid_connected_daily_soc_restore_50pct
30.0,6.0,180.0,extended-duration BESS,98.31396177572158,97.77777777777777,98.61111111111111,97.77777777777777,96.94444444444444,100.0,100.0,98.24637393160049,96.66666666666667,97.77777777777777,96.66666666666667,95.55555555555556,97.27970480811508,100.0,98.29905291451652,97.55555555555556,98.44444444444444,97.55555555555556,96.66666666666667,0,221,55.16755905453113,6239.056073670009,4361.644225638066,13.86456905260002,37.29590830658945,10,grid_connected_daily_soc_restore_50pct
25.0,8.0,200.0,extended-duration BESS,98.98277309883888,98.61111111111111,99.44444444444444,98.61111111111111,98.33333333333333,100.0,100.0,99.17086679532315,97.77777777777777,100.0,97.77777777777777,97.77777777777777,100.0,100.0,99.02426373744257,98.44444444444444,99.55555555555556,98.44444444444444,98.22222222222223,0,122,50.0171067780865,6333.855377003456,4390.352235092409,14.07523417111879,38.56631747593051,10,grid_connected_daily_soc_restore_50pct
50.0,4.0,200.0,short-duration BESS,98.98277309883888,98.61111111111111,99.44444444444444,98.61111111111111,98.33333333333333,100.0,100.0,99.17086679532315,97.77777777777777,100.0,97.77777777777777,97.77777777777777,100.0,100.0,99.02426373744257,98.44444444444444,99.55555555555556,98.44444444444444,98.22222222222223,0,122,50.0171067780865,6333.855377003456,4390.352235092409,14.07523417111879,38.56631747593051,10,grid_connected_daily_soc_restore_50pct
100.0,2.0,200.0,short-duration BESS,98.98277309883888,98.61111111111111,99.44444444444444,98.61111111111111,98.33333333333333,100.0,100.0,99.17086679532315,97.77777777777777,100.0,97.77777777777777,97.77777777777777,100.0,100.0,99.02426373744257,98.44444444444444,99.55555555555556,98.44444444444444,98.22222222222223,0,122,50.0171067780865,6333.855377003456,4390.352235092409,14.07523417111879,38.56631747593051,10,grid_connected_daily_soc_restore_50pct
5.0,48.0,240.0,long-duration storage territory,86.50930978007165,70.27777777777777,83.88888888888889,70.27777777777777,59.72222222222222,66.33647835398973,98.32923579810031,85.53553733320227,60.0,80.0,60.0,53.333333333333336,63.131446293755204,96.53355563307628,86.29451023372603,68.22222222222221,83.11111111111111,68.22222222222221,58.44444444444444,1627,0,36.322762134399184,5117.450051204614,3652.0381260505806,11.372111224899143,41.04243513543909,10,grid_connected_daily_soc_restore_50pct
10.0,24.0,240.0,long-duration storage territory,98.08190368717402,96.94444444444444,99.44444444444444,96.94444444444444,94.44444444444444,94.69579534760344,100.0,97.85053812576282,94.44444444444444,100.0,94.44444444444444,91.11111111111111,91.0930603314264,100.0,98.03086792641605,96.44444444444444,99.55555555555556,96.44444444444444,93.77777777777779,264,11,41.26278586987417,6256.076422687661,4311.741172374296,13.902392050417024,40.47193122994209,10,grid_connected_daily_soc_restore_50pct
15.0,16.0,240.0,long-duration storage territory,99.60747925186546,99.72222222222223,99.72222222222223,99.72222222222223,98.88888888888889,100.0,100.0,99.91819781355049,100.0,100.0,100.0,100.0,100.0,100.0,99.67601909020826,99.77777777777777,99.77777777777777,99.77777777777777,99.11111111111111,25,35,41.95525673778576,6419.813788920101,4415.535897929778,14.26625286426689,40.47193122994209,10,grid_connected_daily_soc_restore_50pct
20.0,12.0,240.0,extended-duration BESS,99.68979117123217,99.72222222222223,99.72222222222223,99.72222222222223,99.44444444444444,100.0,100.0,99.94805718238673,100.0,100.0,100.0,100.0,100.0,100.0,99.74676076634736,99.77777777777777,99.77777777777777,99.77777777777777,99.55555555555556,3,42,41.98503305922765,6422.474122171938,4423.671724686105,14.27216471593764,40.47193122994209,10,grid_connected_daily_soc_restore_50pct
30.0,8.0,240.0,extended-duration BESS,99.68979117123217,99.72222222222223,99.72222222222223,99.72222222222223,99.44444444444444,100.0,100.0,99.94805718238673,100.0,100.0,100.0,100.0,100.0,100.0,99.74676076634736,99.77777777777777,99.77777777777777,99.77777777777777,99.55555555555556,0,43,41.98503305922765,6422.474122171938,4423.671724686105,14.27216471593764,40.47193122994209,10,grid_connected_daily_soc_restore_50pct
40.0,6.0,240.0,extended-duration BESS,99.68979117123217,99.72222222222223,99.72222222222223,99.72222222222223,99.44444444444444,100.0,100.0,99.94805718238673,100.0,100.0,100.0,100.0,100.0,100.0,99.74676076634736,99.77777777777777,99.77777777777777,99.77777777777777,99.55555555555556,0,43,41.98503305922765,6422.474122171938,4423.671724686105,14.27216471593764,40.47193122994209,10,grid_connected_daily_soc_restore_50pct
60.0,4.0,240.0,short-duration BESS,99.68979117123217,99.72222222222223,99.72222222222223,99.72222222222223,99.44444444444444,100.0,100.0,99.94805718238673,100.0,100.0,100.0,100.0,100.0,100.0,99.74676076634736,99.77777777777777,99.77777777777777,99.77777777777777,99.55555555555556,0,43,41.98503305922765,6422.474122171938,4423.671724686105,14.27216471593764,40.47193122994209,10,grid_connected_daily_soc_restore_50pct
25.0,12.0,300.0,extended-duration BESS,99.96052061345162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.969229171953,100.0,100.0,100.0,100.0,0,5,33.662938902020045,6460.507963343301,4425.226493740889,14.356684362985112,42.37754498395368,10,grid_connected_daily_soc_restore_50pct
50.0,6.0,300.0,extended-duration BESS,99.96052061345162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.969229171953,100.0,100.0,100.0,100.0,0,5,33.662938902020045,6460.507963343301,4425.226493740889,14.356684362985112,42.37754498395368,10,grid_connected_daily_soc_restore_50pct
75.0,4.0,300.0,short-duration BESS,99.96052061345162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.969229171953,100.0,100.0,100.0,100.0,0,5,33.662938902020045,6460.507963343301,4425.226493740889,14.356684362985112,42.37754498395368,10,grid_connected_daily_soc_restore_50pct
20.0,16.0,320.0,long-duration storage territory,99.98042335130735,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9847416653772,100.0,100.0,100.0,100.0,3,0,31.563902316130218,6463.86009275473,4424.767850517777,14.364133539454956,42.853948422456575,10,grid_connected_daily_soc_restore_50pct
40.0,8.0,320.0,extended-duration BESS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,31.56871917693837,6466.034125146439,4425.226493740889,14.368964722547641,42.853948422456575,10,grid_connected_daily_soc_restore_50pct
5.0,72.0,360.0,long-duration storage territory,86.50930978007165,70.27777777777777,83.88888888888889,70.27777777777777,59.72222222222222,66.33647835398973,98.32923579810031,85.53553733320227,60.0,80.0,60.0,53.333333333333336,63.131446293755204,96.53355563307628,86.29451023372603,68.22222222222221,83.11111111111111,68.22222222222221,58.44444444444444,1627,0,24.215174756266123,5117.450051204602,3652.0381260505806,11.372111224899115,44.02829009029274,10,grid_connected_daily_soc_restore_50pct
10.0,36.0,360.0,long-duration storage territory,98.12042290009087,96.94444444444444,99.44444444444444,96.94444444444444,94.72222222222221,94.7547242791354,100.0,97.85053812576282,94.44444444444444,100.0,94.44444444444444,91.11111111111111,91.0930603314264,100.0,98.06089038068387,96.44444444444444,99.55555555555556,96.44444444444444,94.0,264,0,27.516948539274193,6261.468183343498,4311.741172374297,13.91437374076333,43.647954153294734,10,grid_connected_daily_soc_restore_50pct
15.0,24.0,360.0,long-duration storage territory,99.79107951574265,99.72222222222223,100.0,99.72222222222223,99.16666666666667,100.0,100.0,99.94147917186291,100.0,100.0,100.0,100.0,100.0,100.0,99.82425541634349,99.77777777777777,100.0,99.77777777777777,99.33333333333333,25,0,28.011767878093476,6446.435689444672,4415.535897929779,14.325412643210383,43.647954153294734,10,grid_connected_daily_soc_restore_50pct
30.0,12.0,360.0,extended-duration BESS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,28.061083712834105,6466.034125146438,4425.226493740889,14.36896472254764,43.647954153294734,10,grid_connected_daily_soc_restore_50pct
60.0,6.0,360.0,extended-duration BESS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,28.061083712834105,6466.034125146438,4425.226493740889,14.36896472254764,43.647954153294734,10,grid_connected_daily_soc_restore_50pct
25.0,16.0,400.0,long-duration storage territory,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,25.254975341550697,6466.034125146438,4425.226493740889,14.36896472254764,44.28315873796526,10,grid_connected_daily_soc_restore_50pct
50.0,8.0,400.0,extended-duration BESS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,25.254975341550697,6466.034125146438,4425.226493740889,14.36896472254764,44.28315873796526,10,grid_connected_daily_soc_restore_50pct
