portfolio_type,settlement_date,gross_exposure_before_gbp,gross_exposure_after_gbp,signed_cashflow_before_gbp,signed_cashflow_after_gbp,absolute_imbalance_before_mwh,absolute_imbalance_after_mwh,peak_system_price_gbp_per_mwh,gross_exposure_reduction_gbp
wind,2025-05-09,4197.367999436041,1194.9695231323417,-147.1789366535428,1194.9695231323417,42.706524506278946,15.95525713590666,179.0,3002.398476303699
wind,2025-05-10,6605.798408782957,4618.648385228968,4815.930433214569,4618.648385228968,83.38217308692347,52.68986857766606,130.0,1987.1500235539888
wind,2025-05-11,11026.671284876726,9652.35051518194,10985.196486313285,9652.35051518194,153.88515943330307,137.9334886998723,110.0,1374.3207696947848
wind,2025-05-12,4391.987275893672,2179.005907075939,1094.2720510726751,2179.005907075939,45.50140274679016,19.50851304443622,132.0,2212.981368817733
wind,2025-05-13,5201.55222289533,2156.4477230139814,-4986.51804799676,-2156.4477230139814,56.82320237958248,19.627195186082773,140.0,3045.104499881348
wind,2025-05-14,2956.6281078617585,1108.6121372795947,-783.3963665944382,-1108.6121372795947,38.99675110795447,16.33598004038356,115.0,1848.0159705821638
wind,2025-05-15,6170.9378215549705,2979.6953196852673,-1110.711807566871,-2979.6953196852673,72.91032364295896,40.59182647751641,124.04319914524456,3191.242501869703
wind,2025-05-16,5162.756341939848,3495.9982452746985,-4870.723329421875,-3484.6463381505496,76.82561060363528,50.95691765859157,125.0,1666.7580966651499
wind,2025-05-17,3105.6498056184137,1997.284834450679,-1813.9856507822587,-1997.284834450679,44.58971967976491,30.317826819012037,115.0,1108.3649711677347
wind,2025-05-18,5715.923105601567,3467.4846168666136,-3510.8675478662963,-3467.4846168666136,78.15297110671082,50.67779550076776,113.0,2248.4384887349534
wind,2025-05-19,2592.173907675808,1143.1827655538245,-872.7911341334277,-1143.1827655538245,31.229792412030967,11.30480441046852,118.0,1448.9911421219836
wind,2025-05-20,4772.737772272121,1393.74845833651,3414.40812033645,964.960827331875,57.75695202921219,13.291746554882689,150.0,3378.989313935611
wind,2025-05-21,5344.381552820553,2667.7588225781487,-4419.758916452719,-2086.3065039101243,71.1999548838792,25.58366840275935,140.0,2676.6227302424045
wind,2025-05-22,3835.083278526005,1298.059623555528,1058.1652868391045,-1298.059623555528,39.43548622887099,11.889739059525612,126.0,2537.023654970477
wind,2025-05-23,6288.356880620634,3394.1717054177275,2805.776318559809,3394.1717054177275,94.39676640182512,59.199358781204154,115.5,2894.1851752029065
wind,2025-05-24,5751.246835131784,806.287995609754,-4572.540530696094,173.15834360587726,133.04799321453538,32.130903392930705,100.0,4944.95883952203
wind,2025-05-25,3421.4420641014995,3418.0689954407394,-723.5629357327045,-725.6828418199162,167.19235413153177,167.0887419083054,110.0,3.3730686607600546
wind,2025-05-26,3940.3174819332503,1042.7529464736544,-3749.733206143298,-956.4715994881068,86.88062910433797,32.4101348890443,116.45,2897.564535459596
wind,2025-05-27,15473.310808514527,12773.974798197176,15223.522042071127,12773.974798197176,171.50638440035706,127.66520474368917,132.0,2699.336010317351
wind,2025-05-28,12516.756980319555,9672.80529173013,9794.812297587941,9672.80529173013,141.53283387941377,110.35762122531952,138.0,2843.9516885894245
wind,2025-05-29,7628.565360825055,6064.866746772309,-5088.715953635313,-3525.0173395825664,208.942061971705,168.4475371791365,112.0,1563.698614052746
wind,2025-05-30,14568.664649133898,10950.807104756004,10992.949371085146,8912.523943667806,206.01625778220873,159.86113695531031,120.5,3617.8575443778936
wind,2025-05-31,3591.9621885345196,773.6720827648096,1438.191690500091,563.5471266394674,75.19449158981918,30.71215888181358,120.005757061592,2818.29010576971
wind,2025-06-01,3010.1549309601387,1769.9765847692254,-653.0464382010985,106.8329342194471,93.67383019358613,63.888164172651116,97.81,1240.1783461909133
wind,2025-06-02,7690.924058591138,3651.288242074018,1073.7069747410128,2267.212129366441,120.428320640755,60.4315995616852,102.0,4039.6358165171205
wind,2025-06-03,2103.706750683002,566.6504573860576,-74.48446248411868,330.94096391100385,92.16108834638838,63.879037277928,110.0,1537.0562932969447
wind,2025-06-04,3287.6240551730693,2398.886275870667,-2269.5911877446024,-2324.167924198234,65.04707455301227,41.38918157536469,117.9,888.7377793024025
wind,2025-06-05,19584.880813391792,16726.4286796472,17996.445614173488,16726.4286796472,214.26141750752078,169.02352589519558,138.9,2858.4521337445913
wind,2025-06-06,13767.239746982768,12092.723013669902,12650.753309066587,12092.723013669902,153.0701237549944,138.428344768293,130.0,1674.5167333128666
wind,2025-06-07,16852.666476001403,16499.32588911025,16852.666476001403,16499.32588911025,164.32889594267596,161.79406578762809,144.79502573665945,353.3405868911541
wind,2025-06-08,6527.164029155356,5460.4126397636755,4664.854625087806,5371.69256076503,117.30855755031992,78.68236844999983,130.0,1066.7513893916803
wind,2025-06-09,17152.469945410186,13223.858498638627,-1130.4070129936524,2672.3624507541917,196.25329680463383,153.28600601628585,120.5,3928.6114467715597
wind,2025-06-10,7310.000520285268,5939.414960301354,4757.340532492133,3585.5552714362893,172.04860564171278,133.37386357359804,127.0,1370.5855599839142
wind,2025-06-11,3647.6385022672353,0.0,-1083.4063065322355,0.0,40.1432856413232,0.0,123.0,3647.6385022672353
wind,2025-06-12,17642.293201529268,12410.84954190834,-12782.04814003164,-9478.316299927623,233.5864289688263,178.4928237752742,114.0,5231.443659620929
wind,2025-06-13,9451.547897736742,7117.091448093054,-7131.660757345165,-7058.135034841681,125.2257205606806,105.39700270388842,128.0,2334.456449643688
wind,2025-06-14,5719.872519393177,21.86908902703582,2887.089399984403,-21.86908902703582,73.9497627229482,0.285721048171359,142.0,5698.003430366141
wind,2025-06-15,3813.7314160445967,2062.4186457899327,3305.060499477999,2062.4186457899327,64.44524395156367,21.112694869604,124.0,1751.312770254664
wind,2025-06-16,4614.936137806019,1905.5550117505504,216.32250485318804,1856.161940029171,55.167172041862884,26.27690265722663,124.0,2709.381126055469
wind,2025-06-17,9849.232977742366,4633.753202080271,-1200.5881183702195,-3221.0554339563178,117.61560196718446,54.53823434461825,134.50017699115045,5215.479775662095
